 सितातपत्रा	༄༢༣༥ཨ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་སརྦ་ཏ་ཐའ་ག་ཏོཤནའི་ཤ་སི་ཏའ་ཏ་པ་ཏའི་ནའ་མ་ཨཨ་པ་རའ་ཛི་ཏ་པྲ་བྱམ་གི་ར་མ་ཧའ་བི་དཡའ་ར་ཛཉའི་། བོད་སྐད་དུ་། འཕགས་པ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་གཙུག་ཏོར་ནས་བྱུང་བ་གདུགས་དཀར་པོ་ཅན་ཞེས་བྱ་བ་གཞན་གྱིས་མི་ཐུབ་མ་ཕྱིར་ཟློག་པའི་རིག་སྔགས་ཀྱི་རྒྱལ་མོ་ཆེན་མོའོ་༎ དཀོན་མཆོག་གསུམ་ལ་ཕྱག་འཚལ་ལོ་༎
 (सिता १४७) ॐ नमः श्रीसर्वबुद्धबोधिसत्त्वेभ्यः ।	སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎ འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ན་།
 एवं मया श्रुतम् एकस्मिन् समये भगवान् देवेषु त्रायस्त्रिंशेषु विहरति स्म । सुधर्मायां देवसभायां महता भिक्षुसंघेन महता च बोधिसत्त्वसंघेन भिक्षुशतैः शक्रेण च देवतानामिन्द्रेण सार्धम् ।	བཅོམ་ལྡན་འདས་ལྷའི་༄༢༣༥བ་ཡུལ་སུམ་ཅུ་རྩ་གསུམ་གྱི་གནས་ཆོས་བཟང་ལྷའི་མདུན་ས་ན་དགེ་སློང་གི་དགེ་འདུན་ཆེན་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའི་དགེ་འདུན་ཆེན་པོ་དང་། ལྷ་རྣམས་ཀྱི་དབང་པོ་བརྒྱ་བྱིན་དང་ཐབས་ཅིག་ཏུ་བཞུགས་ཏེ་།
 तत्र खलु भगवान् प्रज्ञप्त एवासने निषद्य उष्णीषमवलोकितं नाम समाधिं समापद्यते स्म ।	དེ་ནས་བཅོམ་ལྡན་འདས་གདན་བཤམས་པ་ལ་བཞུགས་ནས་གཙུག་ཏོར་ལ་རྣམ་པར་གཟིགས་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན་ལ་སྙོམས་པར་ཞུགས་སོ་༎
 समनन्तरसमापन्नस्य भगवत उष्णीषमध्यादिमानि मन्त्रपदानि निश्चरन्ति स्म ।	བཅོམ་ལྡན་འདས་སྙོམས་པར་ཞུགས་མ་ཐག་ཏུ་གཙུག་ཏོར་གྱི་གསེབ་ནས་གསང་སྔགས་ཀྱི་གཞི་འདི་དག་བྱུང་ངོ་༎ 
 नमो भगवते उष्णीषाय शुद्धे विरजे विमले स्वाहा ।	ན་མོ་བྷ་ག་བ་ཏེ་ཨཽཤནའི་ཤ་ཡ་ཤུདདྷེ་བ་རི་ཛེ་བི་མ་ལེ་སབ༹འཧའ་བྱུང་ངོ་༎ 
 नमो भगवते अप्रणिहतो उष्णीषाय ।	། བཅོམ་ལྡན་འདས་གཙུག་ཏོར་ཐོགས་པ་མེད་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 नमो बुद्धाय ।	སངས་རྒྱས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमो धर्माय ।	ཆོས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमो संघाय ।	དགེ་འདུན་ལ་ཕྱག་འཚལ་ལོ་༎
 नमः सप्तानां सम्यक्संबुद्धकोटीनां नमो मैत्रेयप्रमुखानां सर्वबुद्धबोधिसत्त्वानां सश्रावकसंघानाम् ।	ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་བྱེ་བ་ཕྲག་བདུན་པོ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎ བྱམས་པ་ལ་སོགས་པ་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཉན་ཐོས་ཀྱི་དགེ་འདུན་དང་བཅས་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमो लोके अर्हतानाम् ।	འཇིག་རྟེན་ན་དགྲ་བཅོམ་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमः स्त्रोतआपन्नानाम् ।	རྒྱུན་ཏུ་ཞུགས་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमः सकृदागामिनाम ।	ལན་གཅིག་ཕྱིར་འོང་བ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमो अनागामिनाम् ।	ཕྱིར་མི་འོང་བ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमो लोके सम्यग्गतानाम् ।	འཇིག་རྟེན་ན་ཡང་དག་པར་སོང་བ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमः सम्यक्प्रतिपन्नानाम् ।	ཡང་དག་པར་ཞུགས་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमो देवर्षीणाम् ।	ལྷའི་དྲང་སྲོང་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎ རིག་སྔགས་འཆང་གྲུབ་པའི་དྲང་སྲོང་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎ རིག་སྔགས་འཆང་གྲུབ་པའི་དྲང་སྲོང་དམོད་༄༢༣༦ཨ་༌༎ པའི་མཚོན་ཆ་ཅན་དམོད་པས་ཕན་འདོགས་ནུས་པ་རྣམས་ལ་ཕྱག་འཚལ་ལོ་༎
 नमो देवब्रह्मणे ।	ཚངས་པ་ལ་ཕྱག་འཚལ་ལོ་༎
