 विग्रहव्यावर्तनी (व्व्)	༄༢༧ཨ་༌་༎ རྒྱ་གར་སྐད་དུ་། བི་གྲ་ཧ་བྱ་བརྟ་ནི་ཀའ་རི་ཀའ་ནའ་མ་། བོད་སྐད་དུ་། རྩོད་པ་བཟློག་པའི་ཚིག་ལེའུར་བྱས་པ་ཞེས་བྱ་བ་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎
 सर्वेषां भावानां सर्वत्र न विद्यते स्वभावश्चेत् ।	གལ་ཏེ་དངོས་པོ་ཐམས་ཅད་ཀྱི་༎ རང་བཞིན་ཀུན་ལ་ཡོད་མིན་ན་༎ ཁྱོད་ཀྱི་ཚིག་ཀྱང་རང་བཞིན་མེད་༎
 त्वद्वचनमस्वभावं न निवर्तयितुं स्वभावमलम् ॥ व्व्_१ ॥	རང་བཞིན་བཟློག་པར་མི་ནུས་སོ་༎
 अथ सस्वभावमेतद्वाक्यं श्रुत्वा हता प्रतिज्ञा ते ।	འོན་ཏེ་ཚིག་དེ་རང་བཞིན་བཅས་༎ ཁྱོད་ཀྱི་དམ་བཅའ་སྔ་མ་ཉམས་༎ མི་འདྲ་ཉིད་དེ་དེ་ཡིན་ན་༎
 वैषमिकत्वं तस्मिन् विशेषहेतुश्च वक्तव्यः ॥ व्व्_२ ॥	ཁྱད་པར་གཏན་ཚིགས་བརྗོད་པར་གྱིས་༎
 मा शब्दवदित्येतत् स्यात्ते बुद्धिर्न चैतदुपपन्नम् ।	དེ་སྒྲ་མ་འབྱིན་ལྟ་བུའོ་ཞེས་༎ ཁྱོད་བློ་སེམས་ན་དེ་མི་འཐད་༎
 शब्देनात्र सता भविष्यतो वारणं तस्य ॥ व्व्_३ ॥ प्रतिषेधः प्रतिषेद्ध्यो ऽप्येवमिति मतं भवेत् तदसदेव ।	འདི་ལ་སྒྲ་ནི་ཡོད་པ་ཡིས་༎ འབྱུང་བར་འགྱུར་བ་དེ་བཟློག་ཡིན་༎ འགོག་པའི་འགོག་པའང་དེ་ལྟ་ཞེས་༎ འདོད་ན་དེ་ཡང་བཟང་མིན་ཏེ་༎
 एवं तव प्रतिज्ञा लक्षणतो दुष्यते न मम ॥ व्व्_४ ॥	ཁྱོད་ཀྱི་དམ་བཅའི་མཚན་ཉིད་ལས་༎ དེ་ལྟར་སྐྱོན་ཡོད་ངེད་ལ་མེད་༎
 प्रत्यक्षेण हि तावन् यद्युपलभ्य विनिवर्तयसि भावान् ।	རེ་ཞིག་གལ་ཏེ་མངོན་སུམ་གྱིས་༎ དངོས་རྣམས་དམིགས་ནས་ཟློག་བྱེད་པ་༎
 तन्नास्ति प्रत्यक्षं भावा येनोपलभ्यन्ते ॥ व्व्_५ ॥	གང་གིས་དངོས་རྣམས་དམིགས་འགྱུར་བ་༎ མངོན་སུམ་དེ་ནི་མེད་པ་ཡིན་༎
 अनुमानं प्रत्युक्तं प्रत्यक्षेणागमोपमाने च । अनुमानागमसाध्या ये ऽर्था दृष्टान्तसाध्याश्च ॥ व्व्_६ ॥	རྗེས་དཔག་ལུང་དང་དཔར་འཇལ་དང་༎ རྗེས་དཔག་ལུང་གིས་བསྒྲུབ་བྱ་དང་༎ དཔེས་བསྒྲུབ་བྱ་བའི་དོན་གང་ཡིན་༎ མངོན་སུམ་གྱིས་ནི་ལན་བཏབ་པོ་༎
 कुशलानां धर्माणां धर्मावस्थाविदश्च मन्यन्ते ।	སྐྱེ་བོ་ཆོས་ཀྱི་གནས་སྐབས་མཁས་༎ དགེ་བདག་གི་ཆོས་རྣམས་ལ་༎
 कुशलं जनस्वभावं शेषेष्वप्येष विनियोगः ॥ व्व्_७ ॥	དགེ་བའི་རང་བཞིན་ཡིན་པར་ནི་༎ སེམས་ཤིང་ལྷག་མ་རྣམས་ལ་ཡང་༎
 नैर्याणिकस्वभावो धर्मो नैर्याणिकाश्च ये तेषाम् ।	གང་དག་ངེས་པར་འབྱིན་པའི་ཆོས་༎
 धर्मावस्थोक्तानामेव च नैर्याणिकादीनाम् ॥ व्व्_८ ॥	ཆོས་ཀྱི་གནས་སྐབས་གསུངས་དེ་རྣམས་༎ ངེས་པར་འབྱིན་པའི་རང་བཞིན་ཉིད་༎ རང་བཞིན་ངེས་འབྱིན་མིན་ལ་སོགས་༎
 यदि च न भवेत् स्वभावो धर्माणां निःस्वभाव इत्येवम् ।	གལ་ཏེ་ཆོས་རྣམས་རང་བཞིན་མེད་༎ རང་བཞིན་མེད་ཅེས་བྱ་བ་ཡིན་༎ མིང་ཡང་དེ་བཞིན་མེད་འགྱུར་ཞིང་༎
 नामापि भवेन्नैवं नामापि निर्वस्तुकं नास्ति ॥ व्व्_९ ॥	གཞི་མེད་མིང་ནི་མེད་ཕྱིར་རོ་༎
