 शून्यतासप्ततिः (श्स्)	༄༢༤ཨ་༌་༎ རྒྱ་གར་སྐད་དུ་། ཤའུཉ་ཏའ་སཔཏི་ཀའ་རི་ཀའ་ནའ་མ་༎ བོད་སྐད་དུ་། སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ་ཞེས་བྱ་བ་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཕྱག་འཚལ་ལོ་༎ གནས་པའམ་སྐྱེ་འཇིག་ཡོད་མེད་དམ་༎ དམན་པའམ་མཉམ་དང་ཁྱད་པར་ཅན་༎
 स्वोपज्ञवृत्त्या समन्विता उत्पादस्थितिभङ्गास्तिनास्तिहीनसमोत्तमम् ।	སངས་རྒྱས་འཇིག་རྟེན་སྙད་དབང་གིས་༎ གསུང་གི་ཡང་དག་དབང་གིས་མིན་༎
 लौकिकव्यवहारात्तु बुद्धेनोक्तं न तत्त्वतः ॥ १ ॥ आत्मा कश्चिन्न चानात्मा ह्यात्मानात्मेतरश्च न ।	བདག་མེད་བདག་མེད་མིན་བདག་དང་༎ བདག་མེད་མིན་པས་བརྗོད་འགའ་མེད་༎ བརྗོད་བྱ་མྱ་ངན་འདས་དང་མཚུངས་༎
 वाच्यः सर्वः स्वभावेन शून्यो निर्वाणसदृशः ॥ २ ॥	དངོས་པོ་ཀུན་གྱི་རང་བཞིན་༄༢༤བ་སྟོང་༏་། གང་ཕྱིར་དངོས་རྣམས་ཐམས་ཅད་ཀྱི་༎
 हेतुप्रत्ययसामग्रयां सर्वस्यां वा पृथक् पृथक् ।	རང་བཞིན་རྒྱུ་རྐྱེན་ཚོགས་པའམ་༎
 सर्वभावस्वभावो न तस्माच्छून्यं हि विद्यते ॥ ३ ॥	སོ་སོ་དངོས་པོ་ཐམས་ཅད་ལ་༎ ཡོད་མིན་དེ་ཕྱིར་སྟོང་པ་ཡིན་༎
 भावो नोत्पद्यते भावान् नाभावो ऽविद्यमानतः ।	ཡོད་ཕྱིར་ཡོད་པ་སྐྱེ་མིན་ཏེ་༎ མེད་ཕྱིར་མེད་པ་སྐྱེ་མ་ཡིན་༎
 सदसन्न विरोधान्न स्थितिभङ्गौ ह्यजातितः ॥ ४ ॥	ཆོས་མི་མཐུན་ཕྱིར་ཡོད་མེད་མིན་༎ སྐྱེ་བ་མེད་པས་གནས་འགག་མེད་༎
 न जायते यदा जातं नाजातमपि जायते ।	གང་ཞིག་སྐྱེས་དེ་བསྐྱེད་བྱ་མིན་༎ མ་སྐྱེས་པ་ཡང་བསྐྱེད་བྱ་མིན་༎
 जाताजाताच्च नैवं हि जायमानो ऽपि जायते ॥ ५ ॥	སྐྱེས་པ་དང་ནི་མ་སྐྱེས་པའི་༎ སྐྱེ་བཞིན་པ་ཡང་བསྐྱེད་བྱ་མིན་༎ འབྲས་བུ་ཡོད་པས་འབྲས་ལྡན་རྒྱུ་༎ རྒྱུ་མིན་དང་མཚུངས་མེད་པ་ཡང་༎
