 आर्यश्रीमहादेवीव्याकरणम् [= द्वादशदण्डकनामाष्टशतविमलीकरणा] ॐ नमः सर्वबुद्धबोधिसत्त्वेभ्यः ॥	༄༡༠༢བ་རྒྱ་གར་སྐད་དུ་། ཨའརྱ་ཤརའི་མ་ཧའ་དེ་བི་བཡའ་ཀ་ར་ན་། བོད་སྐད་དུ་། འཕགས་པ་ལྷ་མོ་ཆེན་མོ་དཔལ་ལུང་བསྟན་པ་། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ་༎
 एवं मया श्रुतमेकसमये भगवान् सुखावत्यां विहरति स्म महता बोधिसत्त्वसंघेन सार्धं - तद्यथा अवलोकितेश्वरेण च बोधिसत्त्वेन महासत्त्वेन महास्थामप्राप्तेन च बोधिसत्त्वेन महासत्त्वेन सर्वनीवरणविष्कंभिना च बोधिसत्त्वेन महासत्त्वेन क्षितिगर्भेण च बोधिसत्त्वेन महासत्त्वेन समन्तभद्रेण च बोधिसत्त्वेन महासत्त्वेन आकाशगर्भेण च बोधिसत्त्वेन महासत्त्वेन वज्रपाणिना च बोधिसत्त्वेन महासत्त्वेन सर्वभयहरेण च बोधिसत्त्वेन महासत्त्वेन एवं सर्वमङ्गलधारिणा च बोधिसत्त्वेन महासत्त्वेन सर्वपुण्यलक्षणधारिणा च बोधिसत्त्वेन महासत्त्वेन चन्द्रसूर्यत्रैलोक्यधारिणा च बोधिसत्त्वेन महासत्त्वेन सर्वतीर्थमङ्गलधारिणा च बोधिसत्त्वेन महासत्त्वेन मंजुश्रिया च कुमारभूतेन च बोधिसत्त्वेन महासत्त्वेन एवंप्रमुखैर्बोधिसत्त्वैर्महासत्त्वैः । (श्म्द्व् ९४)	འདི་སྐད་བདག་གིས་ཐོས་པ་དུས་གཅིག་ནི་། བཅོམ་ལྡན་འདས་བདེ་བ་ཅན་ན་བྱང་ཆུབ་སེམས་༄༡༠༣ཨ་༌༎ དཔའི་དགེ་འདུན་ཆེན་པོ་འདི་ལྟ་སྟེ་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་མཐུ་ཆེན་ཐོབ་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྒྲིབ་པ་ཐམས་ཅད་རྣམ་པར་སེལ་བ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སའི་སྙིང་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཀུན་ཏུ་བཟང་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ནམ་མཁའི་སྙིང་པོ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇིགས་པ་ཐམས་ཅད་སེལ་བ་དང་། དེ་བཞིན་དུ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དག་བྱེད་ཀྱི་བཀྲ་ཤིས་ཐམས་ཅད་འཛིན་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བསོད་ནམས་ཀྱི་མཚན་ཐམས་ཅད་འཛིན་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཉི་ཟླ་དང་། འཇིག་རྟེན་འཛིན་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་མུ་སྟེགས་ཀྱི་བཀྲ་ཤིས་ཐམས་ཅད་འཛིན་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་དང་། དེ་ལ་སོགས་པ་བསྐལ་པ་བཟང་པོའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཐམས་༄༡༠༣བ་ཅད་དང་ཐབས་ཅིག་ཏུ་བཞུགས་སོ་༎
 अथ खल्वार्यावलोकितेश्वरो बोधिसत्त्वो महासत्त्वो येन भगवांस्तेनोपसंक्रान्तः । उपसंक्रम्य भगवतः पादौ शिरसाभिवन्द्यैकान्ते न्यषीदत् । श्रीरपि महादेवी भगवन्तमेवोपसंक्रान्ता ।	དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་བཅོམ་ལྡན་འདས་ག་ལ་བ་དེར་སོང་སྟེ་ཕྱིན་ནས་བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་ལ་མགོ་བོས་ཕྱག་འཚལ་ཏེ་ཕྱོགས་གཅིག་ཏུ་འདུག་གོ་། 
 उपसंक्रम्य भगवतः पादौ शतसहस्रं प्रदक्षीणीकृत्य सर्वांश्च तान् सुखावतीनिवासिनो बोधिसत्त्वान् महासत्त्वान् शिरसाभिवन्द्यैकान्ते न्यषीदत्	ལྷ་མོ་ཆེན་པོ་དཔལ་ཡང་བཅོམ་ལྡན་འདས་ཀྱི་ཐད་དུ་སོང་སྟེ་ཕྱིན་ནས་བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་ལ་མགོ་བོས་ཕྱག་འཚལ་ཏེ་ལན་གསུམ་བསྐོར་བ་བྱས་ནས་བདེ་བ་ཅན་ན་གནས་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་དག་ལ་ཡང་མགོ་བོས་ཕྱག་འཚལ་ཏེ་ཕྱོགས་གཅིག་ཏུ་འདུག་གོ་༎
 अथ खलु भगवाननेकशतसहस्रपुण्यालंकृतस्तथागतकोटिपरिवृतः सर्वशक्रब्रह्मलोकपालस्तुतस्तवितः	དེ་ནས་བཅོམ་ལྡན་འདས་བསོད་ནམས་བརྒྱ་སྟོང་དུ་མས་བརྒྱན་ཅིང་། དེ་བཞིན་གཤེགས་པ་བྱེ་བ་དག་གིས་ཡོངས་སུ་བསྐོར་ཏེ་བརྒྱ་བྱིན་དང་། ཚངས་པ་དང་། འཇིག་རྟེན་སྐྱོང་བ་ཐམས་ཅད་ཀྱིས་བསྟོད་ཅིང་བསྔགས་སོ་༎
 श्रियं महादेवीं दृष्टा महाब्रह्मस्वरेणावलोकितेश्वरं बोधिसत्त्वं महासत्त्वमेतदवोचत् ।	ལྷ་མོ་ཆེན་མོ་དཔལ་ལ་གཟིགས་ནས་ཚངས་པ་ཆེན་པོའི་གསུང་གིས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎ སྤྱན་རས་གཟིགས་དབང་ཕྱུག་། རྒྱལ་པོའམ་། བློན་པོའམ་། དགེ་སློང་ངམ་།
 यः कश्चिदवलोकितेश्वर राजा वा राजमात्रो वा भिक्षुभिक्षुण्युपासकोपासिका वा ब्राह्मणक्षत्रियविट्शूद्रा वा श्रिया महादेव्या अष्टोत्तरं शतं विमलप्रख्यं नाम स्तोत्रं धारयिष्यन्ति तस्य	དགེ་སློང་མའམ་། དགེ་བསྙེན་ནམ་། དགེ་བསྙེན་མའམ་། བྲམ་ཟེའམ་། རྒྱལ་རིགས་སམ་། རྗེའུ་རིགས་སམ་། དམངས་རིགས་གང་ལ་ལ་ལྷ་མོ་ཆེན་མོ་དཔལ་གྱི་མིང་བརྒྱ་༄༡༠༤ཨ་༌༎ རྩ་བརྒྱད་དྲི་མ་མེད་པར་གྲགས་པ་ཞེས་བྱ་བའི་བསྟོད་པ་འདི་འཆང་ན་།
 राज्ञः क्षत्रियस्य विषये तेषां सत्त्वानां सर्वभयेत्युपद्रवा प्रशमिष्यन्ति । सर्वचोरधूर्तमनुष्यामनुष्यभयं न भविष्यति ।	རྒྱལ་རིགས་ཀྱི་རྒྱལ་པོ་དེའི་ཡུལ་དང་། སེམས་ཅན་དེ་དག་གི་འཇིགས་པ་དང་། ཡམས་ཀྱི་ནད་གནོད་པ་ཐམས་ཅད་ཞི་བར་འགྱུར་ཞིང་ཆོམ་རྐུན་དང་། ག-ཡོ་ཅན་དང་། མི་དང་། མི་མ་ཡིན་པའི་འཇིགས་པ་ཐམས་ཅད་འབྱུང་བར་མི་འགྱུར་ཏེ་།
 सर्वधनधान्यकोशकोष्ठागारविवृद्धिर्भविष्यति ।	ནོར་དང་། འབྲུ་དང་། མཛོད་དང་། བང་བ་ཐམས་ཅད་རྣམ་པར་འཕེལ་བར་འགྱུར་རོ་༎
 तस्य च राज्ञः क्षत्रियस्य गृहे श्रीर्निवसिष्यति ।	རྒྱལ་རིགས་ཀྱི་རྒྱལ་པོ་དེའི་ཁྱིམ་དུ་ཡང་དཔལ་ངེས་པར་གནས་པར་འགྱུར་རོ་༎
