		10.0
nAgArjunaH Arya SAli stambaka kArikA Arya maQju Sriye namaH	@18a # // rgya gar skad du /a'a rya sh'a li stamba ka k'a ri k'a / bod skad du / 'phags pa s'a lu ljang pa'i tshig le'ur byas pa / 'phags pa 'jam dpal la phyag 'tshal lo //	79.21565629533902
ananta acintya guNyam hi sambudDam karuNa Atmakam	yon tan mtha' yas bsam mi khyab // rdzogs pa'i sangs rgyas thugs rje'i bdag /	87.28930551590508
praNipatya pravakzyAmi SAli stambaka kArikAm	rab btud s'a lu ljang pa yi // tshig le'ur byas pa bshad par bya //	75.01017430295465
muniH rAjagRhasya eva gRDra nAmaka parvate	thub pa rgyal po'i khab kyi ni // bya rgod ces pa'i ri bo la //	80.08567029297744
BikzUNAm boDisattvAnAm saMGEH sArDam vyavasTitaH	dge slong mang dang byang chub sems // tshogs dang yang dag thabs cig bzhugs //	79.95651989792168
hetu pratyaya saMBUtam SAli stambam vilokya ca	s'a lu ljang pa la gzigs nas // rgyu dang rkyen las byung ba ste //	82.6409325643665
hetu pratyaya jam tadvat dvAdaSa aFka krama udgatam	rgyu dang rkyen skyes de bzhin du // yan lag bcu gnyis rim 'byung ba //	81.25234362304086
pratItyam iti yaH praSyet Darmam budDam ca paSyati	gang gis rten 'brel zhes mthong ba // chos dang sangs rgyas mthong ngo zhes //	89.14832574785922
iti uktvA nAyakA BikzUn tUzNIBAvam avasTitaH	dge slong rnams la 'di gsungs nas // 'dren pa cang mi gsung bar bzhugs //	91.04314177293273
BikzuH SArisutraH SrutvA gatvA mEtreya sanniDO	dge slong sh'a ri'i bus thos nas ; / byams pa'i drung du song nas ni // byams pa deng 'dir de bzhin gshegs //	80.31879249657868
taTAgataH dya mEtreyaH ukti arTam na viBajya ca	'di gsungs don rnams ma phye bar // cang mi gsung par bzhugs gyur na //	80.15787252256659
tUzNIm BAve sTitaH ca atra tad arTaH gamyate kaTam	de'i don ji ltar rtogs par bya //	73.40892872665867
kim pratItyam ca kaH DarmaH budDaH pi katamaH taTA	rten cing 'brel dang chos gang yin // sangs rgyas kyang ni gang zhig yin //	86.87244650562768
