		10.0
satya dvaya avatAra nAma sda namaH mahA kAruNikAya	@72a # // rgya gar skad du /sa tya dva y'a ba t'a ra / bod skad du / bden pa gnyis la 'jug pa / thugs rje chen po la phyag 'tshal lo //	80.19052153372964
dve satye samupASritya budDAnAm Darma deSanA	sangs rgyas rnams kyis chos bstan pa //	72.08598761069469
loka saMvRti satyam ca satyam ca paramArTataH	bden pa gnyis la yang dag brten // 'jig rten kun rdzob bden pa dang // de bzhin don dam bden pa'o //	90.0290877442345
saMvRttiH manyate dveDA miTyA ca taTatA taTA	kun rdzob rnam pa gnyis su 'dod // log pa dang ni yang dag go //	77.92773293230745
AdyAH dviDoda candraH ca kusidDAnta vitarkaNA	dang po gnyis te chu zla dang // grub mtha' ngan pa'i rtog pa'o // ma brtags gcig pu nyams dga' ba'i //	77.1831025225217
avicAra eka ramyA ca vinASa utpAda DarmiNI	skye ba dang ni 'jig pa'i chos // don byed nus dang ldan pa ni //	73.83246774169639
arTa kriyAsamarTA ca taTatA saMvRtiH matA	yang dag kun rdzob yin par 'dod //	78.22257333643296
ekaH eva paraH hi arTaH parEH ca dviviDaH mataH	dam pa'i don ni gcig nyid de // gzhan dag rnam pa gnyis su 'dod //	89.78808501007714
na kAcid DarmatA sidDA kutas dvi tri Adikam Bavet	cir yang ma grub chos nyid de // gnyis dang gsum sogs ga la 'gyur //	73.20586753719367
anutpAda niroDa Adi deSanA vAkya lakzitam	bstan pa'i tshig gis sbyor ba yis // skye med 'gag med sogs pas mtshon // don dam tha dad med tshul gyis //	76.66806917743513
parama arTa aBinna SIla tvAt na eva DarmAH na Darma tA	chos can med cing chos nyid med //	71.02784097895902
SUnyatAyAm viBedaH tu kiQcit mAtram na vidyate	stong pa nyid la tha dad ni // cung zad yod pa ma yin te //	83.7093491196637
nirvikalpa tayA boDe SUnyatA dRzwiH ucyate	rtog med tshul gyis rtogs pas na // stong nyid mthong zhes tha snyad gdags //	83.52552210206917
uktam sUtre su gamBIre tad darSanam adarSanam	ma mthong ba nyid de mthong bar // shin tu zab pa'i mdo las gsungs //	78.57339062124291
tatra drazwA na dRSyam ca api anAdi niDanam Sivam	de la mthong dang mthong byed med // thog ma tha ma med zhi ba //	82.41814730269962
nirvikalpam nirAlambam BAva aBAva vivarjitam	dngos dang dngos med rnam par spangs // rnam par rtog med dmigs pa bral //	88.01880293895785
anASraya apratizWAnam atulyam nirgata Agatam	gnas pa med pa gnas med pa // 'gro @72b 'ong med cing dpe dang bral //	77.57036241039525
anirvAcyam anABAsam nirvikAram asaMskRtam	brjod du med pa bltar med pa // 'gyur ba med pa 'dus ma byas // rnal 'byor pa yis de rtog na //	81.71801100056211
yogi gamyam idam kleSa jQeya AvaraNa varjitam	nyon mongs shes bya'i sgrib pa spangs //	81.90485334396362
pratyakzam anumAnaQca tad dvayam bOdDa sammatam	mngon sum dang ni rjes su dpag / sangs rgyas pa yis de gnyis gzung //	79.00611867095748
uBAByAm SUnyatA gamya iti arvAk dRS moha BAzitam	gnyis pos stong nyid rtogs so zhes // tshu rol mthong ba'i rmongs pa smra //	70.8043806581436
prasajyet Darma tA jQAnam tIrTike SrAvake pi ca	mu stegs nyan thos rnams kyis kyang // chos nyid rtogs par thal bar 'gyur // rnam rig pas lta smos ci dgos //	70.74101013467667
vijQAninAQca kim vAcyam mADyamike virudDa tA	dbu ma pa la mi mthun med //	61.84322418485368
tarhi sarve pi sidDAntAH mAnameya tayA samAH	des na grub mtha' thams cad kyang // tshad mas 'jal phyir mthun par 'gyur //	84.63956360327788
sarva tarka virudDa tvAt mAnameya api Darma tA	rtog ge thams cad mi mthun pas // tshad mas 'jal ba'i chos nyid kyang // mang po nyid du mi 'gyur ram //	83.38225517180308
bAhulyena kaTam na syAt pratyakzam ca anumA vRTA	mngon sum rjes dpag dgos pa med //	75.44446479572969
tIrTya vAda nivRti arTam vidvadBiH kRtayaH kRtAH	mu stegs rgol ba bzlog pa'i phyir // mkhas pa rnams kyis byas pa yin // lung las kyang ni gsal po ru //	75.78226342007228
sa vikalpa avikalpAByAm jQAnAByAm na avagamyate	rtog bcas rtog pa med pa yis // shes pa gnyis kyis mi rtogs shes //	85.24401760375379
Agame pi sPuwam vidvAn AcAryaH BavyaH Aha ca	slob dpon mkhas pa bha bya gsung //	71.61706825665065
SUnyatA avagatA kena vyAkRtA yA taTAgatEH	stong nyid gang gis rtogs she na // de bzhin gshegs pas lung bstan zhing //	76.81899499906572
nAga antevA asi candraH hi DarmatA satya darSakaH	chos nyid bden pa gzigs pa yi // klu sgrub slob ma zla grags yin //	77.49728523116546
tatas paramparAmnAyEH DarmatA satya gamya tA	de las brgyud pa'i man ngag gis // chos nyid bden pa rtogs par 'gyur //	83.13672223495678
Darma skanDa sahasrANi catvAri uktAnyaSIti ca	chos kyi phung po brgyad khri dang // bzhi stong gsungs pa thams cad ni // chos nyid 'di la gzhol zhing 'bab //	81.25560857665484
DarmatA antargatam sarvam muktiH tu SUnyatA boDeH	stong nyid rtogs pas grol 'gyur gyi ; / sgom pa lhag ma de don yin //	82.4153170805675
tad arTA Seza BAvanA taTya saMvRti mADUya	yang dag kun rdzob khyad bsad nas //	63.52788490719266
SUnyatA aByasane sati saMvRti hetoH puNya AdeH	stong pa nyid la goms byed na // kun rdzob rgyu 'bras dge sdig sogs //	82.38664516395194
para lokAt ca vaQcyate vivikta arTam ajAnAnaH	'jig rten pha rol bslus par 'gyur // cung zad thos pa la brten te // rnam par bden don mi shes shing //	79.17257443490573
su alpa Sruti samASritaH yaH naraH puNya kRt na asti	mi gang bsod nams mi byed pa //	71.54102490025181
nazwaH kApuruzaH tu saH vinASayati durdRzwA	skyes bu tha shal de dag brlag / stong pa nyid la blta nyes na // shes rab chung rnams phung bar 'gyur //	65.91073172214121
SUnyatA manda meDasam candra AcAryaH uvAca evam	slob dpon zla grags 'di skad du //	64.63720543244305
upAya BUtam vyavahAra satyam upeya BUtam parama arTa satyam	thabs su gyur pa kun rdzob bden pa dang // thabs las byung ba don dam bden @73a * // pa dag /	86.16945044913102
dvayoH viBedam na hi veda yaH sa vrajet apAyam viparIta boDAt	gnyis po'i dbye ba gang yin mi shes pa // de dag log par rtogs pas ngan 'gror 'gro //	77.29657261850018
vyavahAram anAgamya parama arTaH na deSyate	tha snyad la ni ma brten par // dam pa'i don ni rtogs mi 'gyur //	86.37236638312855
taTya saMvRti sopAnam antareNa vipaScitaH	yang dag kun rdzob rnams kyi skas // med par yang dag khang chen gyi // steng du 'gro bar byed pa ni //	73.6963838522998
tattva prAsAda SiKara ArohaNam na hi yujyate	mkhas la rung ba ma yin no //	62.56266430328632
yaTA ayam saMvRteH BAsaH yuktyA kiQcid na laByate	kun rdzob ji ltar snang ba 'di // rigs pas brtags na 'ga' mi rnyed //	85.68405964190784
parama arTaH tu alabDa tvam Adi saMsTita Darma tA	ma rnyed pa nyid don dam yin // ye nas gnas pa'i chos nyid do //	79.21840055036715
hetu pratyaya janya tvAt saMvRtiH BAsa vat matA	rgyu rkyen dag gis bskyed pas na // kun rdzob ji ltar snang ba grub // gal te grub par mi rung na //	72.31823641746654
ayuktam SoDitum ced kEH jala candra Adi vinirmitam	chu zla la sogs su yis bskyed //	62.983077526092536
nAnA pratyaya janya tvAt sidDaH BAso KilaH tatas	des na rgyu rkyen sna tshogs kyis // bskyed pas snang ba thams cad grub //	72.76418827527111
pratyayAnAm tu vicCedAt saMvRttyA api na samBavaH	rkyen rnams rgyun ni chad gyur na // kun rdzob tu yang mi 'byung ngo //	88.98953751632118
evam dRzweH asaMmohAt jAte caryA viSoDane	de ltar lta bas ma rmongs shing // spyod pa shin tu dag gyur na // gol ba'i lam du mi 'gro zhing //	72.61820603013253
