		10.0
Arya mEtreya vyAkaraNam namaH AryamEtreyAya	@489b / /*// rgya gar skad du /a'arya mee tri ya by'a ka ra na / bod skad du / 'phags pa byams pa lung bstan pa / 'phags pa @490a *// byams pa la phyag 'tshal lo //	72.11848228740176
SAriputraH mahA prajQaH DarmasenApati biBuH	chos kyi sde dpon khyab bdag dpal // shes rab chen po sh'a ri'i bus //	81.267873127611
lokAnAm anukampAya SAstAram paryapRcCata	'jig rten rnams la snying brtse'i phyir // ston pa la ni yongs zhus pa //	85.71563494678372
sUtra antare purA KyAtam yam loka nAyakasya ca	sngon dang phyi mtha'i mdo las ni //	57.724568737877746
budDasya anAgatasya hi mEtreya nAma SAsanam	ma 'ongs pa yi sangs rgyas gang // 'jig rten 'dren par mdzad pa po // byams pa zhes bya bstan pa de //	71.83697217779668
vyAKyAhi tad valam ca api RdDim sarva arTa varDanam	'dren pa bdag ni de'i mthu dang // rdzu 'phrul dang ni don thams cad // rgyas par rab tu nyan 'tshal ni //	77.00465565753744
Srotum icCAmaH eva ca nAyakasya nara uttama	de ni mi mchog bdag la gsungs //	70.50348854064941
tat SrutvA BagavAn Aha SRNu nara varasya tvam	de la ston pas bka' stsal pa // sangs rgyas byams pa'i mchog de'i // 'byor pa rgyas par khyod la ngas //	79.20230357391145
tasya mEtreya budDasya viBavam vyAkRtam mayA	lung bstan bya yi nga la nyon // de yi tshe na rgya mtsho ni //	72.7668130282799
Sukzyanti ca tadA arnavAH samantAt bahu yojanAH	khor yug tu ni dpag tshad brgya //	53.89958364823285
pratipAdyAH Bavizyanti mArgAH ca cakravartinaH	skam par 'gyur te de yang ni; ;'khor los bsgyur ba'i lam bzang yin //	73.8955293360749
jambudvIpam samantataH Ayatanam tadA hi ca	de tshe dzambu'i gling 'di yang // chu zheng tha gru mnyam par ni //	81.34898963470911
