		10.0
vEdya	@314b / /rgya gar skad du /	51.93691983929387
avalokita ISvara guNa kAraNxa vyUhaH om namaH ratnatrayAya SrIArya avalokita ISvarAya boDisattvAya mahAsattvAya mahA kAruNikAya	a'arya ka randa by'u ha n'a ma mh'a y'a na s'u tra /	42.03121639092785
start kvi u	bod skad du /	75.46015009513269
jetavana vihAra varNanam praTamam prakaraNam	'phags pa za ma tog bkod pa zhes bya ba theg pa chen po'i mdo / bam po dang po /	78.1498460616174
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.5537645877936
ekasmin samaye BagavAn SrAvastyAm viharati sma jetavane nATapiNxadasya ArAme mahatA Bikzu saMGena sArDam arDa trayodaSaBiH Bikzu SatEHboDisattva Sata sahasrEH tat yaTA  vajrapANinA ca boDisattvena mahAsattvena jQAnardaSanena ca boDisattvena mahAsattvena vajrasenena ca boDisattvena mahAsattvena guhaguptena ca boDisattvena mahAsattvena	bcom ldan 'das mnyan du yod pa'i dze ta'i tshal mgon med pa la zas sbyin pa'i kun dga' ra ba na dge slong brgya phrag phyed dang bcu gsum gyi dge slong gi dge 'dun chen po dang / byang chub sems dpa' sems dpa' chen po rab tu mang po rnams dang yang thabs gcig pa la 'di lta ste /	32.91869699969405
AkASa garBeNa ca boDisattvena mahAsattvena sUrya garBeNa ca boDisattvena mahAsattvena anikzipta GureNa ca boDisattvena mahAsattvena ratna pANinA ca boDisattvena mahAsattvena samantaBadreNa ca boDisattvena mahAsattvena mahA sTAma prAptena ca boDisattvena mahAsattvena sarva nIvaraNa vizkamBinA ca boDisattvena mahAsattvena	byang chub sems dpa' sems dpa' chen po rdo rje blo gros dang / byang chub sems dpa' sems dpa' chen po ye shes mthong ba dang / byang chub sems dpa' sems dpa' chen po rdo rje'i sde dang / byang chub sems dpa' sems dpa' chen po gsang sbed dang / byang chub sems dpa' sems dpa' chen po nam mkha'i snying po dang / byang chub sems dpa' sems dpa' chen po nyi ma'i snying po dang / byang chub sems dpa' sems @315a *//	58.03440944005379
sarva SUreNa ca boDisattvena mahAsattvena BEzajyasenena ca boDisattvena mahAsattvena avalokita ISvareNa ca boDisattvena mahAsattvena vajra matinA ca boDisattvena mahAsattvena sAgara matinA ca boDisattvena mahAsattvena Darma DareNa ca boDisattvena mahAsattvena pRTivI vara locanena ca boDisattvena mahAsattvena ASvAsa hastena ca boDisattvena mahAsattvena	dpa' chen po brtson 'grus mi gtong ba dang / byang chub sems dpa' sems dpa' chen po lag na rin po che dang / byang chub sems dpa' sems dpa' chen po kun tu bzang po dang / byang chub sems dpa' sems dpa' chen po mthu chen thob dang / byang chub sems dpa' sems dpa' chen po sgrib pa thams cad rnam par sel ba dang / byang chub sems dpa' sems dpa' chen po kun tu dpa' ba dang / byang chub sems dpa' sems dpa' chen po sman gyi sde dang / byang chub sems dpa' sems dpa' chen po spyan ras gzigs kyi dbang po dang / byang chub sems dpa' sems dpa' chen po lag na rdo rje dang / byang chub sems dpa' sems dpa' chen po rgya mtsho mching rnam blo gros dang / byang chub sems dpa' sems dpa' chen po chos 'dzin dang / byang chub sems dpa' sems dpa' chen po sa'i spyan mchog dang / byang chub sems dpa' sems dpa' chen po dbugs phyin pa'i lag pa dang / byang chub sems dpa' sems dpa' chen po byams pa dang / de lta bu dag la sogs pa byang chub sems dpa' sems dpa' chen po bye ba rnams kyang tshogs so //	19.195279938553146
mEtreyeNa ca boDisattvena mahAsattvena evaMpramuKEH aSIti kowyaH boDisattvAH saMnizaNNAH anye ca dvAtriMSat deva nikAyAH deva putrAH saMnipatitAH maheSvara nArAyaNa deva putra pUrvaMgamAH	gzhan yang dbang phyug dang / mthu bo che la sogs pa lha'i sde sum cu rtsa gnyis kyi lha'i sras po rnams kyang tshogs so // gzhan @315b yang lha'i sde sum cu rtsa gsum gyi lha'i bu rnams tshogs te /	73.54275429626644
SakraH devAnAm indraH brahmA ca sahAMpatiH candra Aditya vAyu varuNa AdayaH deva putrAH saMnipatitAH tasmin parzadi	lha'i bu dbang phyug chen po dang / nyi ma dang / zla ba dang / rlung gi lha dang / chu'i lha la sogs pa lha'i bu de dag tshogs pa dang lhan cig tu brgya byin lha'i dbang po dang / tshangs pa mi mjed kyi bdag po dag kyang tshogs so //	88.06754585494107
anekAni ca nAga rAja Sata sahasrANi saMnipatitAni tat yaTA aupalAlaH ca nAga rAjaH elapatraH ca nAga rAjaH	'khor de na klu'i rgyal po brgya stong du ma tshogs pa rnams 'di lta ste /	71.2514385270501
