		10.0
mahA pratisarA vidyA rAjQI namaH BagavatyE Arya mahA pratisarAyE namaH samyaksaMbuDeByaH	@52a / rgya gar skad du /a'arya mah'a pra ti sa ra bidy'a r'i dzny'i / bod skad du; 'phags pa rig pa'i rgyal mo so sor 'brang ba chen mo // sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	78.21264839394024
evam mayA Srutam ekasmin samaye BagavAn vajrameru SiKara kuwa AgAre viharati sma	'di skad bdag gis thos pa dus @52b gcig na / bcom ldan 'das rdo rje'i lhun po chen po'i zom na khang pa brtsegs pa rdo rje chen po'i ting nge 'dzin gyi sa'i gnas /	81.11737898536894
mahA vajra samADi BUmi pratisTAne mahA vajra kalpavRkza samalaMkRte	rdo rje chen po'i dpag bsam gyi shing ljon pas legs par brgyan pa /	79.094213524429
mahA vajra puzkiriNI ratna padma praBA udBAsite	rdo rje chen po'i rdzing gi rin po che dang padma'i 'od kyis snang bar byas pa /	87.61957919836374
mahAvajra vAlikA saMskRta BUmi BAge	sa phyogs rdo rje chen po'i bye ma bdal ba /	70.08316330476241
mahA vajra aDizWAne	rdo rje chen por byin gyis brlabs pa /	88.42234516143799
mahA vajra maNxala mAxe	'khor gyi khyams rdo rje chen po las byas pa /	82.02145004272461
Sakrasya devAnAm indrasya Bavane mahA vajra siMhAsana kowI niyuta Sata sahasra virAjite	lha'i dbang po brgya byin gyi rdo rje'i seng+ge'i khri chen po bye ba khrag khrig brgya stong gis rnam par mdzes pa /	88.39939579729412
Darma deSanA pratiBAna prAtihArya samanvAgate	chos bstan pa dang / cho 'phrul can sangs rgyas thams cad kyi byin gyi rlabs kyis byin gyis brlabs pa /	78.03160444322177
sarva budDa aDizWAna aDizWite sarva Darma sama tA praveSe sarvajQa tA niryAte caturaSItiBiH boDisatva kowI niyuta Sata sahasrEH sArDam	chos thams cad kyi mnyam pa nyid la 'jug pa thams cad mkhyen pa nyid kyis nges par 'byung ba na byang chub sems dpa' bye ba khrag khrig 'bum phrag brgyad cu rtsa bzhi thams cad kyang skye ba gcig gis thogs pa /	89.9517503946357
sarvEH eka jAtiBiH avEvartikEH anuttarAyAm samyaksaMboDO mahA sTAma prAptEH mahA vajra vimokza samADi budDa kzetra vikurvaNa mahA prAtihAr	bla na med pa yang dag par rdzogs pa'i byang chub las phyir mi ldog pa / mthu chen po thob pa / rdo rje chen po'i rnam par thar pa dang / ting nge 'dzin gyi sangs rgyas kyi zhing du mar rnam par 'phrul pa dang / cho 'phrul chen po kun tu ston pa /	87.35347493387499
eka citra kzaNa Bava muhUrta sarva satva citta carita anupraveSa vicitra maDura udAra gamBIra Darma deSanA pratiBAna prAtihArya saMdarSakEH	sems kyi skad cig / thang gcig / yud tsam gcig la sems can thams cad kyi sems dang / spyod pa'i rjes su 'jug pa'i chos ston pa sna tshogs snyan cing rgya che la zab cing yangs pa dang /	82.36231177543802
aneka budDa kzetra taTA gata mahA pUja meGa arcanA vimokza muKa DAraNI samADi vaSitA aBijQA vaeNika boDi aFga mArga BUmi pAramitA upAya kOSalya saMgraha v tat yaTA  vajra garBeNa ca boDisatvena mahAsatvena vajra netreNa ca vajra gAtreNa ca vajra matinA ca vajra hastena ca vajra saMhatena ca vajra nArAyaNena ca vajra vikurvitena ca vajra kUtena ca vajra rASinA ca vajra aFkuSena ca su vajreNa ca vajrasenena ca vajraketunA ca boDisatvena mahAsatvena evam pramuKEH boDisatva kowI niyuta Sata sahasrEH sArDam saMbahulEH ca mahA SrAvakEH sarvEH arhadBiH kzINa AsravEH ucCinna Bava saMyojan	@53a *//spebs pa dang / cho 'phrul dang ldan pa / sangs rgyas kyi zhi'i du mar de bzhin gshegs pa la mchod pa chen po'i sprin gyis mchod pa dang / rnam par thar pa'i sgo dang / gzungs dang / ting nge 'dzin dang / dbang po dang / mngon par shes pa dang / ma 'dres pa dang / byang chub kyi yan lag dang / lam dang / sa dang / pha rol tu phyin pa dang / thabs la mkhas pa dang / bsdu ba'i dngos po dang / byams pa dang / snying rje dang / dga' ba dang / btang snyoms dang / byams pa'i stobs dang / bden pa dang / yongs su byang ba'i sems kyi rgyun dang ldan pa sha stag la 'di lta ste / byang chub sems dpa' sems dpa' chen po rdo rje'i snying po dang / rdo rje'i lus dang / rdo rje'i blo gros dang / lag na rdo rje dang / rdo rje 'dus pa dang / rdo rje mthu bo che dang / rdo rje rnam par 'phrul pa dang / rdo rje brtsegs pa dang / rdo rje phung po dang / rdo rje bzang po dang / byang chub sems dpa' sems dpa' chen po rdo rje'i tog dang / de dag la sogs pa byang chub sems dpa' bye ba khrag khrig 'bum phrag brgyad cu rtsa bzhi dang / nyan thos chen po rab tu mang po thams cad kyang dgra bcom pa / zag pa zad pa / srid par kun tu sbyor ba yongs su chad pa /	49.94595700185068
samyak AjQA su vimukta cittEH su vimukta prajQEH acintya samADi bala prAtihArya vikurvaNa mahA sTAma prAptEH asaFga jQAna darSiBiH sarvEH vigata malEH nidagDa saMkleSa vAsanA bIjEH	yang dag pa'i shes pas sems shin tu rnam par grol @53b ba; rdzu 'phrul gyi stobs dang / cho 'phrul bsam gyis mi khyab pas rnam par 'phrul pa'i mthu chen po thob pa / lta ba chags pa med pa / thams cad kyang dri ma dang bral ba thob pa /	77.46758524895995
yat uta AyuzmatA ca SAradvatI putreNa AyuzmatA ca pUrNa mEtrAyaNI putreNa AyuzmatA ca kaPinena AyuzmatA ca suBUtinA AyuzmatA ca revatena AyuzmatA ca mahAmOdgalyAyanena AyuzmatA ca cundena AyuzmatA ca nandena AyuzmatA ca sunandena AyuzmatA ca kASyapena AyuzmatA ca mahAkASyapena AyuzmatA ca nandIkASyapena AyuzmatA ca uru vilvAkASyapena AyuzmatA ca gayAkASyapena	kun nas nyon mongs pa'i bag chags kyi sa bon nges par bsregs pa sha stag la 'di lta ste / tshe dang ldan pa sh'a ri'i bu dang / tshe dang ldan pa byams ma'i bu gang po dang / tshe dang ldan pa ka pi na dang / tshe dang ldan pa rab 'byor dang / tshe dang ldan pa moo dgal gyi bu chen po dang / tshe dang ldan pa skul byed dang / tshe dang ldan pa dga' byed dang / tshe dang ldan pa 'od srung dang / tshe dang ldan pa 'od srung chen po dang / tshe dang ldan pa lteng rgyas 'od srung dang / de dag la sogs pa nyan thos chen po rab tu mang po dang / lha'i bu dbang phyug chen po la sogs pa gnas gtsang ma'i ris kyi lha'i bu grangs med dpag tu med pa /	71.47630158232137
