		10.0
avadAna Satakam namaH SrI sarvajQAya vEdya p   praTamaH vargaH	@1b #// rgya gar skad du /p'urna pra mu kha aa ba d'a na sha ti ka / bod skad du / gang po la sogs pa'i rtogs pa brjod pa brgya pa / bam po dang po / thams cad mkhyen pa la phyag 'tshal lo //	79.60850060800968
tasya uddAnam	sdom ni /	72.71900365087721
pUrNaBadraH yaSomatI kusIdaH vaNijaH taTA	gang po bzang dang grags ldan ma // le lo can dang tshong pa rnams //	88.14606424485507
somaH vaxikaH padmAFkaH paQcAlaH DUpaH eva ca	zla ba che ba padma dang // panytsa la dang bdug pa dang // rgyal @2a *// po mjug tu smos pa ste //	89.39827900742378
rAjAnam paScimam kRtvA vargaH hi eza samudditaH	'di ni sde tshan bsdus pa yin //	63.43014454841614
avH pUrNaBadraH	ljongs shig tu bram ze gang po zhes bya ba zhig byung ste /	60.14294880527561
ed speyeH vA ul i budDaH BagavAn satkRtaH gurukRtaH mAnitaH pUjitaH rAjaBiH rAjamAtrEH DaniBiH pOrEH SrezWiBiH sArTavAhEH devEH nAgEH yakzEH asurEH garuxEH kinnarEH mahA uragEH	de'i tshe sangs rgyas bcom ldan 'das la rgyal po rnams dang / blon po chen po rnams dang; phyug po rnams dang / pho brang 'khor gyi mi rnams dang / tshong dpon rnams dang / ded dpon rnams dang / lha rnams dang / klu rnams dang / gnod sbyin rnams dang / lha ma yin rnams dang / nam mkha' lding rnams dang; mi 'am ci rnams dang / lto 'phye chen po rnams kyis bkur stir byas / bla mar byas / ri mor byas /	81.04735430283945
iti deva nAga yakza asura garuxa kinnara mahoraga aByarcitaH budDaH BagavAn jQAtaH mahA puNyaH	@2b mchod pa byas te / lha dang / klu dang / gnod sbyin dang / lha ma yin dang / nam mkha' lding dang / mi'am ci dang / lto 'phye chen po rnams kyis mchod cing / shes pa'i sangs rgyas bcom ldan 'das bsod nams chen po dang ldan pa /	89.97093914608875
lABI cIvara piNxapAta Sayana Asana glAna pratyaya BEzajya parizkArANAm sa SrAvaka saMGaH	na bza' dang / zhal zas dang / gzims cha dang / gdan dang / snyun gsos dang / sman zong rnams brnyes pa / sangs rgyas gsar du byung ste / gsung rab kyi snying khu 'thung ba'i dus la bab cing / lha dang / mi man chad la yang dag par rab tu ston pa /	87.34621190756923
rAja gRham upaniSritya viharati veNu vane kalandaka nivApe	nyan thos kyi dge 'dun dang bcas pa / rgyal po'i khab na 'od ma'i tshal bya ka lan da ka gnas pa na rten cing bzhugs so // de nas bcom ldan 'das kyis /	91.30789229712644
tatra BagavataH cira aBisaMbudDa boDeH yaSasA ca sarva loke ApUrNaH	byang chub mngon par rdzogs par sangs rgyas nas ring po ma lon par 'jig rten thams cad du grags pas yongs su gang ngo // de nas lho phyogs kyi ri bo zhes bya ba'i @3a *// ljongs na / bram ze che zhing mtho ba gang po zhes bya ba / phyug cing nor mang la longs spyod che ba /	69.09409062865504
aTa dakziNA girizu janapade saMpUrNaH nAma brAhmaNa mahASAlaH prativasati AXyaH mahADanaH mahA BogaH vistIrNa viSAla parigrahaH vESravaNa vESravaNa Dana pratisparDI	yongs su 'dzin pa yangs shing rgya che ba / rnam thos kyi bu'i nor dang ldan pa / rnam thos kyi bu'i nor dang 'gran pa zhig gnas so //	71.07879949727702
sa ca SrAdDaH BadraH kalyANa ASayaH Atma hita para hita pratipannaH kAruNikaH mahAtmA Darma kAmaH prajA vatsalaH tyAga ruciH pradAna ruciH pmahati tyAgaH vartate	de yang dad pa dang ldan la / dge zhing bsam pa bzang ba / bdag la phan pa dang / gzhan la phan pa la zhugs pa / snying rje che ba / bdag nyid che ba / chos 'dod pa / gtong ba la sred pa / sbyin pa la dga' ba / rab tu sbyin pa la mngon par dga' ba / gtong ba chen po la gnas pa zhig ste /	90.01858098031747
yAvat asO sarva pAzaNxikam yajQam ArabDaH yazwum	des re zhig na rab tu byung ba thams cad la mchod sbyin byas nas /	77.54991944549627
yatra anekAni tIrTika Sata sahasrANi BuQjate sma	der mu stegs can la sogs pa stong phrag du mas zas zos so //	80.50512692528254
yadA BagavatA rAjA bimbisAraH sa parivAraH vinItaH	gang gi tshe bcom ldan 'das kyis rgyal po gzugs can snying po 'khor dang bcas pa btul nas /	91.39336172164188
tasya ca vinayAt bahUni prANi Sata sahasrANi vinayam upagatAni	de btul bas srog chags 'bum phrag mang po dul @3b bar gyur pa de'i tshe /	86.43439943309507
tadA rAja gRhAt pUrNasya jQAtayaH ByAgatya pUrNasya purastAt budDasya varNam BAzayitum pravRttAH Darmasya saMGasya ca	rgyal po'i khab nas gang po'i nye du rnams lhags te / gang po'i mdun du sangs rgyas dang / chos dang / dge 'dun gyi bsngags pa brjod do //	84.0181983025313
aTa pUrNaH brAhmaNa mahASAlaH BagavataH guNa saMkIrtanam pratiSrutya mahAntam prasAdam pratilabDavAn	de nas bram ze che zhing mtho ba gang pos bcom ldan 'das kyi yon tan thos nas / dga' ba chen po thob par gyur to //	86.33892117004997
tatas SaraNam aBiruhya rAja gRha aBimuKaH sTitvA uBO jAnu maNxale pRTivyAm pratizWApya puzpANi kzipan	de nas khang thog tu song nas rgyal po'i khab logs su kha bltas te 'dug nas pus mo gnyis kyi lha nga sa la btsugs te / me tog kyang gtor /	89.09000621833978
DUpam udakam ca Bagavantam AyAcitum pravRttaH	bdug pa dang / chu'ang phul nas bcom ldan 'das la gsol ba btab pa /	85.23505661152488
AgacCatu BagavAn yajQam me anuBavitum yajQa vAwam iti	bcom ldan 'das / bdag gi mchod sbyin la gshegs su gsol / mchod sbyin gyi mdun sa gzigs su gsol zhes byas so //	83.7246446073637
aTa tAni puzpANi budDAnAm budDa anuBAvena devatAnAm ca devatA anuBAvena upari BagavataH puzpa maNxapam kziptvA tasTuH DUpaH BrakUwa vatvExUrya SalAka vat	de nas sangs rgyas rnams kyi sangs rgyas kyi mthu dang / lha rnams kyi lha'i mthus me tog de dag bcom ldan 'das kyi steng du me tog gi khang par gyur te 'dug go / bdug pa ni sprin gyi mgo lta bur gyur to // chu ni bee d'urya'i sdong po lta bur gyur to //	92.05286195853202
aTa AyuzmAn AnandaH kRta kara puwaH Bagavantam papracCa	de nas tshe dang ldan pa kun dga' bos thal mo sbyar nas bcom ldan 'das la zhus pa / btsun pa /	95.33421908318746
kutas idam Badanta nimantraNam AyAtam iti	spyan 'dren 'di ga las mchis lags /	69.5080872944423
BagavAn Aha	bcom ldan 'das kyis bka' stsal pa / kun dga' bo /	94.65298306698702
dakziNA girizu Ananda janapade saMpUrNaH nAma brAhmaNa mahASAlaH prativasati vEdya p	lho phyogs kyi ri bo zhes bya ba'i ljongs na / bram ze che zhing mtho ba gang po zhes bya ba 'dug pa der /	88.55416823757947
tatra asmABiH gantavyam sajjIBavantu BikzavaH iti	'u bu cag 'dong dgos kyi / dge slong dag / chos shig / de nas @4a *//	78.64729621226611
BagavAn Bikzu sahasra parivRttaH dakziNA girizu janapade cArikAm caritvA pUrNasya brAhmaNa mahASAlasya yajQa vAwa samIpe sTitvA cintAm	bcom ldan 'das dge slong stong gis zham 'bring byas nas lho phyogs kyi ri bo'i ljongs rgyu zhing gshegs te / bram ze che zhing mtho ba gang po'i mchod sbyin gyi 'dun sa dang nye ba zhig tu te / gshegs nas / 'di snyam du dgongs te /	92.70054409488831
yanu aham pUrNa brAhmaNam RdDi prAtihAryeNa Avarjayeyam iti	ngas bram ze gang po rdzu 'phrul gyi cho 'phrul gyis dad par bya'o snyam mo //	87.5343939790869
aTa BagavAn tam Bikzu sahasram antarDApya ekaH pAtra caraka vyagra hastaH pUrNasmIpe sTitaH	de nas bcom ldan 'das kyis dge slong stong po de dag mi snang bar mdzad de / nyag gcig lhung bzed dang / chu snod phyag na bsnams nas gang po dang nye ba zhig tu gshegs so //	91.13349962130573
aTa pUrNaH brAhmaNa mahASAlaH Bagavantam dadarSa dvAtriMSatA mahApuruza lakzaNEH samalaMkRtam	de nas bram ze che zhing mtho ba gang pos / bcom ldan 'das sku skyes bu chen po'i mtshan sum cu rtsa gnyis kyis legs par brgyan pa /	94.12712611843861
aSItyA ca anuvyaMjanEH virAjita gAtram vyAma praBA alaMkRtam sUrya sahasra atireka praBam	dpe byad bzang po brgyad cus mdzes par byas pa / 'od 'dom gang gis brgyan pa / nyi ma stong pas lhag pa'i 'od mnga' ba /	93.18452415061476
jaFgamam iva ratna parvatam samantataH Badrakam	rin po che'i ri bo 'gro ba lta bu kun nas bzang ba mthong ngo //	92.78567661551065
dRzwvA ca punar tvarita tvaritam BagavataH samIpam upasaMkramya Bagavantam uvAca svAgatam Bagavan	mthong nas kyang shin tu rings par bcom ldan 'das kyi thad du song ste / bcom ldan 'das la gsol pa / bcom ldan 'das / gshegs pa legs so // bcom ldan 'das /	90.31903789360297
nizIdatu BagavAn	bzhugs su gsol /	70.16468858718872
kriyatAm Asana parigrahaH mama anugraha arTam iti	bdag la phan gdags pa'i slad du bshos gsol bar ci gnang zhes gsol to //	87.37845973082923
BagavAn Aha	bcom ldan 'das kyis bka' stsal pa /	94.66379267828805
yadi te parityaktam dIyatAm asmin pAtre iti	gal te khyod kyis yongs su btang nas lhung bzed 'di'i nang du byin @4b cig; de nas bram ze che zhing mtho ba gang po /	82.3408971589322
aTa pUrNaH brAhma mahASAlaH paQcamANavaka Sata parivRtaH BagavataH viviDa Bakzya Bojya KAdya lehya peya cozya AdiBiH AhArEH ArabDaH pAtram pa	bram ze'i khye'u lnga brgyas g-yog byas nas / bcom ldan 'das la zhal zas rnam pa sna tshogs 'khur ba dang / bshos dang / 'jams dang / bldag pa dang / bzhib pa la sogs pas / lhung bzed 'gengs par byed do //	88.35117295606818
BagavAn api svakAt pAtrAt Bikzu pAtrezu AhAram saMkramayati	bcom ldan 'das kyis kyang nyid kyi lhung bzed kyi nang nas dge slong gi lhung bzed dag gi nang du zas de dag 'pho bar mdzad do //	86.65129272470175
yadA BagavataH viditam pUrNAni Bikzu sahasrasya pAtrANi iti	gang gi tshe bcom ldan 'das kyis dge slong stong gi lhung bzed rnams gang bar thugs su chud pa de'i tshe /	91.9153207908932
tadA sva pAtram pUrNam AdarSitum	nyid kyi lhung bzed gang bar bstan to //	84.01822853088379
tatas Bikzu sahasram pUrNa pAtram arDacandra AkAreNa darSitavAn	de nas dge slong stong lhung bzed gang bzla ba tshes pa'i dbyibs lta bur 'khod pa bstan to //	85.57548482134372
devatABiH api AkASa sTABiH Sabdam udIritam	nam mkha' la gnas pa'i lha rnams kyis kyang /	77.16031948725383
pUrNAni BagavataH Bikzu sahasrasya ca pAtrANi iti	bcom ldan 'das dang / dge slong stong gi lhung bzed rnams gang bar gyur to zhes bya ba'i sgra brjod do //	90.79944131609305
tatas prAtihArya darSanAt pUrNaH prasAda jAtaH mUla nikRttaH iva drumaH hRzwa tuzwa pramuditaH udagra prIti sOmanasya jAtaH BagavataH pAdaypraNiDim kartum ArabDaH	de nas cho 'phrul bstan pa des bram ze che zhing mtho ba gang po dga' bar gyur nas / dga' zhing mgu la rab tu dga' ste yid rangs shing dga' ba dang / yid bde bar gyur te / sdong po rtsa ba nas bcad pa bzhin du bcom ldan 'das kyi zhabs la phyag btsal nas smon lam btab pa /	92.98639067103144
anena aham kuSala mUlena citta utpAdena deya Darma parityAgena ca anDe loke anAyake apariNAyake budDaH BUyAsam atIrNAnAm satvAnAm tAray amuktAnAm mocayitA anASvastAnAm ASvAsayitA aparinirvRtAnAm parinirvApayitA iti	dge ba'i rtsa ba dang / sems bskyed pa dang / sbyin pa bya ba'i chos yongs su gtong ba 'dis bdag 'jig rten long ba 'dren pa med cing yongs su 'dren pa med par sems can ma brgal ba @5a *// rnams sgrol ba dang / ma grol ba rnams 'grol ba dang / dbugs ma phyin pa rnams dbugs 'byin pa dang / yongs su mya ngan las ma 'das pa rnams yongs su mya ngan las zla ba'i sangs rgyas su gyur cig ces byas so //	88.19953903670906
aTa BagavAn pUrNasya brAhmaNa mahASAlasya hetu paraMparAm karma paraMparAm ca jQAtvA smitam prAvirakArzIt	de nas bcom ldan 'das kyis bram ze che zhing mtho ba gang po'i rgyu gcig nas gcig tu brgyud pa dang / las gcig nas gcig tu brgyud pa mkhyen nas 'dzum pa mdzad do //	93.44387641166132
DarmatA Kalu yasmin samaye budDAH BagavantaH smitam prAvizkurvanti tasmin samaye nIla pIta lohita avadAtAH arcizaH muKAt niScArya kASc	'di ni sangs rgyas bcom ldan 'das rnams gang gi tshe 'dzum pa mdzad pa'i chos nyid de / de'i tshe zhal nas 'od zer sngon po dang / ser po dang / dmar po dang / dkar po rnams 'byung nas / kha cig ni 'og tu 'gro'o //	94.87615758082542
kAScid uparizwAt gacCanti	kha cig ni steng du 'gro'o //	86.34197256482881
yAH aDastAt gacCanti tAH saMjIvam kAlasUtram saMGAtam rOravam mahArOravam tapanam	'og tu 'gro ba gang yin pa de dag ni /	46.03043519991651
