mahA sannipAta ratna ketu DAraNI sUtram dutt		10.0
start rkp praTamaH parivartaH namaH taTAgatAya ganDa praBa Sriye	@289b rgya gar skad du / a'arya ma h'a san ni p'a ta ratna ke tu dh'a ra n'i n'a ma ma h'a y'a na s'u tra / bod skad du /'phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo mdo; bam po dang po / de bzhin gshegs pa 'od zhi spos snang dpal la phyag 'tshal lo //	70.22022842742358
namaH mahA brahmaGozAya	tshangs pa chen po dbyangs can la phyag 'tshal lo //	90.77360158700209
etezAm namaskartA saMprAptaH mAra vyUhena ezA DAraNI udgrahaNIyA mayA asyAm vidyAyAm sidDiH prAptA	de la phyag btsas te bdud kyi 'khor gyis mi tshugs pa zhes bya ba'i zungs 'di sbyor bar bgyi'i / bdag gis rig sngags 'di grub par gyur cig / 'di lta ste /	82.40792896868972
avAme avAme avAme	aa b'a me aa b'a me / aam ba re /	61.3739780440475
om vare om vare	aam ba re /	63.823704589496955
parikuQja nawa nawa puskara vahaja luKa	pa ru kun dza na ta na ta pu ska ra ba ha dza lu kha /	81.11439429389105
Kama Kama	kha ma kha ya /	67.5331711769104
ili mili	ai li mi li /	95.63239156282866
kili mili kIrti vara	ki li mi li / kirti ba ra /	90.69337975537334
mudre mudre muKe svAhA	mu dre mu dra mu khe sv'ah'a /	86.84580198923747
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.55377054825807
ekasmin samaye BagavAn rAja gRhe mahA nagare viharati vyAkalantaka nivApe sArDam mahatA Bikzu saMGena sArDam Bikzu sahasrEH sarvEH arhadBiH kzINa AsravEH nizkleSEH vaSIBUtEH	bcom ldan 'das rgyal po'i khab kyi grong khyer chen po 'od ma'i tshal bya ka lanta ka gnas pa na dge slong stong du tshang ba'i dge slong gi dge 'dun chen po thams cad kyang dgra bcom pa / zag pa @290a *// zad pa; nyon mongs pa med pa / dbang dang ldan par gyur pa / sems shin tu rnam par grol ba /	90.23096646026616
su vimukta cittEH su vimukta prajQEH AjAneyEH mahA nAgEH kRtakRtyEH kRta karaNIyEH	shes rab shin tu rnam par grol ba / cang shes pa / glang po chen po; ;bya ba byas pa / byed pa byas pa / khur bor ba /	90.81108209732169
apahRta BArEH anuprApta svaka arTEH parikzINa Bava saMyojanEH samyak AjQA su vimukta cittEH	bdag gi don rab tu thob pa / srid par kun tu sbyor ba yongs su zad pa /	67.86622311487199
sarva cetaH vaSitA parama pAramitA prAptEH ekAnte nizaNNEH sArDam boDisattva niyutEH	yang dag pa'i shes pas sems shin tu rnam par grol ba; sems kyi dbang thams cad kyi dam pa'i pha rol tu son pa sha stag dang thabs cig tu bzhugs so //	85.01886412173607
mahatA boDisattva saMGena tat yaTA meru SiKara Dara kumAra BUtena varUNam ati kumAra BUtena sumati kumAra BUtena jinam ati kumAra BUtena raSmimati kumAra BUtena AkASam ati kumAra BUtena	byang chub sems dpa' khri'i byang chub sems dpa'i dge 'dun chen po la 'di lta tu bzhugs so // ste /	21.726810480227478
vidyut mati kumAra BUtena maQju SriyA kumAra BUtena SAkya kumAra BUtena varUNa kumAra BUtena vimala kumAra BUtena mEtreyeNa boDisattvena mahAsattvena	lhun po'i rtse 'dzin gzhon nur gyur pa dang / chu lha'i blo gros gzhon nur gyur pa dang / bzang po'i blo gros gzhon nur gyur pa dang / rgyal ba'i blo gros gzhon nur gyur pa dang / 'od kyi blo gros gzhon nur gyur pa dang / nam mkha'i blo gros gzhon nur gyur pa dang / glog gi blo gros gzhon nur gyur pa dang / 'jam dpal gzhon nur gyur pa dang / thub dka' gzhon nur gyur pa dang / chu lha gzhon nur gyur pa dang / dri med gzhon nur gyur pa dang / byang chub sems dpa' sems dpa' chen po byams pa dang / de dag la sogs pa byang chub sems dpa' khri thams cad kyang bzod pa dang / gzungs dang / ting nge 'dzin thob bo //	37.48823240223349
te sarve boDisattva niyutAH kzAnti DAraNa samADi pratilabDAH sarva Darma anAvaraNa jQAH	chos thams cad la sgrib pa med pa'i ye @290b shes can /	68.29335850655642
sarva sattva sama cittAH sarva mAra vizaya samatikrAntAH sarva taTAgata vizaya avatAra jQAna kuSalA	sems can thams cad la sems mnyam pa / bdud kyi yul thams cad las yang dag par 'das pa / de bzhin gshegs pa thams cad kyi yul la 'jug pa /	88.0920594049279
mahA mEtrI mahA karuNA samanvAgatAH upAya jQAna kuSalAH	shes pa la mkhas pa / byams pa chen po dang / snying rje chen po dang ldan pa / thabs shes pa la mkhas pa sha stag dang mang thabs cig go /	87.61522625033108
