		10.0
rAzwrapAla paripRcCA namaH sarva budDa boDisattva Arya SrAvaka pratyekabudDeByaH nidAna parivartaH praTamaH	@458b / /rgya gar skad du /a'a rya r'ashta p'a la pa ri pri tstsha n'a ma ma h'a y'a na s'u tra / bod skad du / 'phags pa yul 'khor skyong gis zhus pa zhes bya ba theg pa chen po'i mdo / bam po dang po / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	70.18926187157804
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.55377650872255
ekasmin samaye BagavAn rAjagRhe viharati sma gRDrakUwe parvate mahatA aBikzu saMGena sArDam arDa trayodaSaBiH Bikzu SatEH paQcaBiH ca b	bcom ldan 'das rgyal po'i khab na bya rgod kyi phung po'i ri la dge slong stong nyis brgya lnga bcu'i dge slong gi dge 'dun chen po dang / byang chub sems dpa' lnga stong thams cad kyang spobs pa thogs pa med pa / bzod pa thob pa / bdud dang phyir rgol ba bcom pa /	86.28473642559868
sarvEH asaFga pratiBAnEH kzAnti pratilabDEH nihata mAra pratyarTikEH sarva budDa Darma atyAsannIBUtEH eka hA ati pratibadDEH DaraNI pratilabDEH	sangs rgyas kyi chos thams cad la shin tu nye bar gyur pa / skye ba gcig gis thogs pa / gzungs thob pa / ting nge 'dzin thob pa / spobs pa mtha' yas pa thob pa /	72.78472971730562
samADi pratilabDEH ananta pratiBAna pratilabDEH asaFga vESAradya pratirRdDi vaSitA parama pArami prAptEH yAvat sarva guNa varNa paryAdattEH tat yaTA  samantaBadreNa ca nAma boDisattvena mahAsattvena samantanetreNa ca boDisattvena mahAsattvena samantA avalokitena ca samantaraSminA ca samanta praBeNa ca uttara matinA ca varDamAna matinA ca ananta matinA ca vipula matinA ca akzaya matinA ca DaraNIDareNa ca jagati iMDareNa ca jaya matinA ca viSeza matinA ca DAraNISvara rAjena ca boDisattvena mahAsattvena maQjuSrI pramuKEH ca zazwiBiH anupama cittEH BadrapAla pUrvaMgamEH ca zoxaSaBiH sat puruzEH bramhaNA ca sahAMpatinA SakreNa ca devAnAm indreNa caturBiH ca lokapAlEH su sImena ca deva putreNa susTita matinA ca deva putreNa sarvEH ca deva indrEH nAga indEH kinnara indrEH ganDarva indrEH yakza indrEH asura indrEH garuxa indrEH sarvEH aneka jAti Sata sahasra parivArEH tatra eva parzadi saMnipatitEH saMnizaNNEH	mi 'jigs pa thogs pa med pa thob pa / rdzu @459a *// 'phrul gyi stobs dang / dbang dam pa'i pha rol tu son pa nas yon tan gyi tshogs thams cad zad mi shes pa sha stag la 'di lta ste / byang chub sems dpa' sems dpa' chen po kun tu bzang po dang / kun tu mig dang / kun tu lta ba dang / kun tu 'od zer dang / kun tu 'od dang / blo gros mchog dang / blo gros 'phel dang / blo gros mtha' yas dang / blo gros rgya chen dang / blo gros mi zad pa dang / sa 'dzin dang / 'gro ba 'dzin dang / rgyal ba'i blo gros dang / khyad par blo gros dang / byang chub sems dpa' sems dpa' chen po gzungs kyi dbang phyug gi rgyal po dang / 'jam dpal la sogs pa sems dpa' dpe med drug cu dang / bzang skyong la sogs pa skyes bu dam pa bcu drug dang / mi mjed kyi bdag po tshangs pa dang / lha'i dbang po brgya byin dang / 'jig rten skyong ba bzhi dang / lha'i bu mtshams bzang dang / lha'i bu blo gros legs gnas dang / lha'i dbang bo thams cad dang / klu'i dbang po dang / mi 'am ci'i dbang po dang / dri ze'i dbang po dang / gnod sbyin gyi dbang po dang / lha ma yin gyi dbang po dang / nam mkha' lding gi dbang po'i 'khor brgya stong du ma yod pa @459b thams cad dang / 'khor de nyid du 'dus te 'khod pa rnams dang thabs cig tu bzhugs so //	32.43414195493215
aTa Kalu BagavAn SrI garBa siMhAsane saMnizaNNaH meruH iva aByudgataH sarva parzad maNxalAt	de nas bcom ldan 'das dpal gyi snying po'i sengge'i khri la bzhugs te / lhun po ltar 'khor gyi dkyil 'khor thams cad las ni / mngon par 'phags /	92.7033790936508
sUryaH iva sarva lokam avaBAsayan	nyi ma ltar 'jig rten thams cad la ni / snang /	80.9567702983288
candraH iva sarva jagat avaBAsayan	zla ba ltar 'gro ba thams cad la ni / snang bar mdzad /	85.70467216318303
bramhA iva praSAnta vihArI	tshangs pa ltar rab tu zhi bar ni / bzhugs /	59.94596472653476
SakraH iva durAsada kAyaH	brgya byin ltar sku ni / bsnyen par dka'/	78.005742933692
cakravartI iva sapta boDi aFga ratna samanvAgataH	'khor los bsgyur ba ltar byang chub kyi yan lag gi rin po che bdun dang ni / ldan /	81.58881527491873
siMhaH iva anAtma SUnya sarva Darma vAdI	sengge ltar chos thams cad bdag med pa dang stong par ni / sgrog /	82.03702908438314
agni skanDaH iva sarva jagat avaBAsa karaH	me'i phung po chen po ltar 'gro ba thams cad la snang ba'i sku dang ni /	86.72358332823899
sarva deva praBAsa maNi ratna samuccaya maNi rAja vat dedIpyamAnaH sarvam tri sAhasra mahA sAhasram lokaDAtum A aBayA sPuritvA bramha svara ruta ravitena	ldan / lha thams cad snang ba'i nor bu rin po che kun nas bsdus pa'i nor bu rin po che'i rgyal po ltar gzi brjid kyis shin tu 'bar zhing stong gsum gyi stong chen po'i 'jig rten gyi khams thams cad snang bas khyab par mdzad nas don shin tu rnam par nges pas chos thams cad kyi dam pa'i pha rol tu byon pa 'khor gyi nang na bzhugs shing tshangs pa'i sgra dbyangs bsgrags pa /	79.23673797438519
sarva sattva vijQApana anugatena GozeNa ASu viniScita arTaH sarva Darma parama pArami prAptaH	sems can thams cad kyi go bar byed pa dang ldan pa'i dbyangs kyis chos ston te /	69.5218824152527
parzad gataH Darmam deSayati smaH AdO kalyANam maDye kalyANam paryavasAne kalyANam	tshangs par spyod pa / thog mar dge ba / @460a *// bar du dge ba / tha mar dge ba / don bzang po // tshig 'bru bzang po // ma 'dres pa / yongs su rdzogs pa / yongs su dag pa /	65.09322750070166
svarTaMsu vyaQjanam kevalam paripUrNam pariSudDam paryavadAtam bramhacaryam saMprakASayati sma	yongs su byang ba yang dag par rab tu ston to //	49.552052632005136
aTa Kalu prAmodya rAjaH nAma boDisattvaH mahAsattvaH tasyAm eva parzadi saMnipatitaH BUt saMnizaNNaH	de nas byang chub sems dpa' sems dpa' chen po mchog tu dga' ba'i rgyal po zhes bya ba 'khor de nyid du 'dus par gyur te 'dug pa des bcom ldan 'das sengge'i khri la bzhugs pa /	93.22774106136278
sa Bagavantam siMhAsana sTam sUrya sahasra atirekayA praBayA sarva parzad maNxalam jihmIkurvantam atIva	nyi ma stong las lhag pa'i 'od kyis 'khor gyi dkyil 'khor thams cad zil du rlag par mdzad nas shin tu lhang nger bzhugs pa mthong ste /	85.87236961953293
