		10.0
kzema indra viracitA boDisattva avadAna kalpalatA namaH sarvajQAya praBAsa avadAnam	@1b # // rgya gar skad du /bo dhi sa tv'a ba d'a na kalpa la t'a / na ma:sarbba dzny'a ya / (mnyam pa'i pritta las bcu bdun pa dal gyis gnon pa/) tsittam ya sya spha ti ka bi ma lam nee ba grihn'a ti r'a gam [dd] * // bod skad du / byang chub sems dpa'i rtogs pa brjod pa dpag bsam gyi 'khri shing / thams cad mkhyen pa la phyag 'tshal lo //	63.4891334648217
cittam yasya sPawika vimalam na eva gRhNAti rAgam	gang thugs dri bral shel la chags mtshon 'dzin pa min pa nyid// k'a ru nya rdre ma na si ni khi l'a: sho shi t'a ye na do sh'a:/ aa kro dhe na sva ya ma bhi ha too ye na sam s'a ra sha tru: sarb'a dznyo soo bha ba tu bha ba t'a shre ya se ni shtsa l'a ya /	53.857781790928215
kAruNya Ardre manasi niKilAH SozitAH yena dozAH	yid ni snying rjes brlan la gang gis skyon rnams ma lus bskams //	88.01343933348983
akroDena svayam aBihataH yena saMsAra SatruH	gang gis khro ba med la rang gis 'khor ba'i dgra mngon bcom //	76.23909105649808
sarvajQaH sO Bavatu BavatAm Sreyase niScalAya	kun mkhyen de yis khyed la dge legs g-yo ba med gyur cig / @2a */ (/ bcu dgu pa stag rnam rtse na/) satstsh'a ya: sthi ra dharma m'u la ba la ya:pu ny'a la b'a la sthi ti dh'i bi dy'a ka ru n'a mbha p'a di bi la sad+bist'irna sha kh'a nvi ta: // santo shodzdzva la pa lla ba:shu * //	50.62465634766766
sa= CAyaH sTira Darma mUla valayaH puNya AlavAla sTitiH	dam pa'i grib bsil dang ldan brtan pa'i chos kyi rtsa bas bskor cing bsod nams ra bar gnas //	77.67006431077485
DI vidyA karuNA amBasA hi vilasat vistIrNa SAKA anvitaH	blo dang rig pa snying rje la sogs chu yis rnam mdzes rnam par rgyas pa'i yal ga can //	84.35128278865528
saMtoza ujjvala pallavaH Suci yaSaH puzpaH sadA asat PalaH	chog shes dri med yal 'dab grags snyan dkar ba'i me tog tsi ya sha:pushpa:sa d'a satpa la:sarbb'a sha pa ri p'u ra ko bi dza ya te shr'i buddha kalpa dru ma:/ ('di man kha sgo phan pa/) / dz'a ya te dza ga duddhartu sam s'a ra ma ka r'a ka r'a ta // ma ti rma h'a nu bh'a b'a n'a ma tr'a nu shru ya te rtag tu dam pa'i 'bras bu ni //	57.30427726000434
sarva ASAparipUrakaH vijayate SrI budDa kalpadrumaH	bsam kun yongs su rdzogs par mdzad pa dpal ldan sangs rgyas ljon pa rnam par rgyal gyur cig /'khor ba chu srin 'byung gnas las //	75.90775408844794
jAyate jagat udDartum saMsAra makara AkarAt	'gro ba gdon pa'i blo gros ni //	65.56137537956238
matiH mahA anuBAvAnAm atra anuSrUyate yaTA	mthu chen rnams las 'byung 'gyur te // de yang 'di skad rjes @2b [dd] ya th'a // aa sti pra bh'a ba t'i n'a ma he ma harmya gri hee rbri t'a // pu ri pra bh'a ba t'i ba dyoo rbi m'a nee:pu nya karma n'am // bi dy'a dha ra ba t'i siddha ganbharba ga na se [dd] su thos //	51.114846991566445
asti praBAvatI nAma hema harmya gRhEH vRtA	gser gyi ba gam gzhal yas khang // khang pas bskor ba'i grong khyer ni // 'od ldan zhes bya bsod nams las //	60.773274045443124
purI praBAvati iva dyOH vimAnEH puNya karmaNAm	'od ldan mtho ris lta bu yod // legs pa rnams kyis legs byas pa'i //	78.68000094948592
vidyADaravatI sidDa ganDarva gaNa sevitA	rig 'dzin dang ldan bi t'a //	65.6689298235137
gAm SritA Sakra nagarI sukRtena satAm iva	g'am shri t'a sha kra na ga r'i su kri te na sa t'a mi ba // se bi t'a sa ta tam sa tya pra ta da na da y'a ma yee: // r'a dza dh'a n'i ba dharma sya pu nya grub pa dang // dri za'i tshogs kyis rab tu bsten // brgya byin grong khyer sar gshegs 'dra // chos kyi rgyal po'i pho brang bzhin // bsod nams khang pa bsngags 'os shing //	42.30635986868722
sevitA satatam satya vrata dAna daya AmayEH	bden dang brtul zhugs sbyin pa dang // @3a * // bi sa tha sh'a li n'i // aa bh'udbh'u ti la kasta sy'am pra bh'a so n'a ma bh'u pa ti: // sa pra bh'a s'a da rer++ya sya k'irtti ra bhya rtsa ta su ree: //	67.21365908270295
rAjaDAnI iva Darmasya puNya AvasaTa SAlinI aBUt BUtilakaH tasyAm praBAsaH nAma BUpatiH	gu na soo ra bha sam bh'a r'a: sarb'a sh'a ha ri n'i dri sham // yad++ya sha:pushpa manydza r++yo y'a t'a:karna * // brtse ba'i rang bzhin gyis rtag bsten // gzi brjid la brten lha rnams kyis //	71.03394635894553
sa praBA sa AdarEH yasya kIrtiH aByarcyate surEH	gang gi grags pa mngon mchod pa // rab gsal zhes bya'i sa bdag de // der ni sa yi thig ler gyur // gang gi grags pa'i me tog gi /	74.4792166876394
guNa sOraBa saMBArAH sarvAsAm hariNI dRSAm	dog pa yon tan dri bzang tshogs // phyogs kun ri dags mig can gyi //	81.03142800827479
yat i aSaH puzpa maQjaryaH yAtAH karNavataMsa tAm	rna ba yi pa tam sa t'am //	44.167440802962695
upAya jQasya yasya AjQAm suvaNa kusuma ujjvalAm	au p'a ya dznya sya ya sy'a dzny'a su barna ku su modzdzva l'am // m'a l'a mi ba ma h'i b'a l'a moo l'i tsa kre shu tsa kri re // tam ka d'a tsit+sa bh'a s'am na ma bhye tya bh'u ba ne shva ram / au b'a tsa kshi ti bi n+ya sta dz'a nu rn'a ga ba n'a dhi pa: // ni rgyan du gyur // thabs shes ldan pa gang gi bka' //	55.046083076916965
mAlAm iva mahIpAlAH mOli cakrezu cakrire	sa skyong mgo yi tshogs rnams la // gser gyi me tog dri med kyi // 'phreng ba bzhin du rab tu bgyid // nam zhig sa yi dbang phyug de //	66.09794717202377
tam kadAcid samAsInam aByetya BuvaneSvaram	mdun sar bzhugs la glang po yi //	67.98118903420189
uvAca kziti vinyasta jAnuH nAga vana aDipaH deva divya dyutiH dantI gRhItaH smABiH adButaH	nags kyi bdag po mngon phyogs te // pus mo sa la btsugs nas smras// de ba di byad++yu ti rda nt'i gri hi to sma bhi radbhu ta: // tvatk'i rti shra ba n'adbh'u mi mee r'a ba na ai b'a mi ta: // dv'a ri sthi too soo dvi ra da stri da sh'addha pra dri shya t'am // bhr'i ty'a n'am pra bhu na drishta:sa pha lo hi pa ri shra ma: //	60.58476209703307
tvad kIrti SravaNAt BUmim ErAvaNaH iva AgataH	lha gcig khyed grags thos gyur nas // sa srung sa la 'ong ba lta'i // glang chen mchog tu mdzes pa ni // rmad du byung ba bdag gis bzung //	67.58684785705155
dvAri sTitaH sO dviradaH tridaSArhaH pradRSyatAm BRtyAnAm praBunAm dRzwaH saPalaH hi pariSramaH	skabs gsum par 'os so gnyis 'di // sgo na gnas so rab tu gzigs // gang phyir jo bos gzigs gyur na // g-yog 'khor yongs ngal 'bras dang bcas// @3b ae ta d'a ka rnya nri pa ti ni rga tya m'a tya samma ta: // da darsha dvi ra da dv'a ri kee l'a sha mi ba dzam ga mam // audd'a ma soo ra bh'a h'u tee rbhra ma re rganda dindi mee: // shrim g'a ra bh'a ra no d'a ram ba santa mi ba se pi tam // danta par++yanta bi de dag thos nas mi bdag ni //	50.96407275005453
etat AkarNya nRpatiH nirgatya amAtya saMmataH	blon la yang dag bgos nas song // sgor ni so gnyis kee la sha //	73.89920977050201
dadarSa dviradam dvAri kElAsam iva jaFgamam	g-yo ba lta bu mthong gyur te // rab lhag dri bzang gis bos pa //	79.64697165732899
uddAma sOraBA hUtEH BramarEH gaNxa xiNximEH	bung ba 'gram pa'i rnga rnams kyis //	72.61812328003549
SRFgAra ABaraNa udAram vasantam iva sevitam	sgeg pa'i rgyan ni yid 'ong ba // dpyid ka bzhin du rab tu bsten // 'bigs byed kyi shr'anta ka ram mi li ta lo tsa nam //	69.52703228363654
danta paryanta viSrAnta karam mIlita locanam	sma ranta bi na dhya ka da l'i shalla k'i k'a na na shri ya: // aa gasty'a sh'a sa n'adm'a tam bhu bi kunydza ra r'a dza t'am // sphurdzdza t+sa pta tstsha d'a mo dam bindhya tsa la mi bonna tam //	58.12223034531918
smarantam vinDya kadalI sallakI kAnana SriyaH	tam bi lo kya kshi ni chu shing dang // sha la ki yi nags kyi dpal // dran las mig ni zum gyur cing // so yi bar du lag pa brkyangs // 'dab ma bdun pa'i dris rgyas shing // aa gasty'a yis bstan pa las // 'bigs byed mi g-yo sa la ni //	65.75627395910719
agastya SAsanAt yAtam Buvi kuQjara rAja tAm	glang po'i rgyal por gyur ltar mtho // so yi ka bas rab ti pa ti rdanta sta mbha bi bh'u shi tam // lakshm'i bi l'a sa bha ba nam bisma y'a di tya ts'i ta ya ta // aa ho na ba na botkarsh'a ni rm'a n'a shtsa rya sh'a li n'am // karma n'a ma na ba tstshi nn'a sam s'a ra sarga santa ti: //	55.278891955202994
sPurat saptacCada Amodam vinDya acalam iva unnatam	aa manthe brgyan cing // dpal 'byor rnam par rtse ba'i gnas //	82.84100466244539
tam vilokya kzitipatiH danta stamBa viBUzitam	de ni rnam gzigs sa yi bdag /	60.433833936165115
lakzmI vilAsa Bavanam vismayAt iti acintayat	ya mtshan gyur nas 'di ltar bsams //	77.78446875678169
aho nava nava utkarzAH nirmANa AScarya SAlinAm	ae ma gsar pa gsar par ni // rab gyur ngo mtshar sprul byed pa // bsngags 'os las rnams 'khor bar ni //	62.899903713680416
