		10.0
paricCeda Om namaH budDAya	@1b # // rgya gar skad du /bo dhi satva tsarya aa ba t'a ra / bod skad du / byang chub sems dpa'i spyod pa la 'jug pa / sangs rgyas dang byang chub sems dpa' thams cad [dd] la phyag 'tshal lo //	61.70388123673961
sugatAn sa sutAn sa Darma kAyAn praNipatya AdarataH KilAn= ca vandyAn	bde gshegs chos kyi sku mnga' sras bcas dang // phyag 'os kun la'ang gus par phyag 'tshal te //	56.98437364830065
sugata Atmaja saMvara avatAram kaTayizyAmi yaTAgamam samAsAt	bde gshegs sras kyi sdom la 'jug pa ni // lung bzhin mdor bsdus nas ni brjod par bya // sngon chad ma byung ba yang 'dir brjod med //	82.31845015013131
na hi kiMcid apUrvam atra vAcyam na ca saMgraTana kOSalam mama asti	sdeb sbyor mkhas pa'ang bdag la yod min te //	73.31538709703793
ataeva na me para arTa cintA sva manaH vAsayitum kRtam mama idam	de phyir gzhan don bsam pa bdag la med // rang gi yid la bsgom phyir ngas 'di brtsams //	85.96473386813484
mama tAvat anena yAti vRdDim kuSalam BAvayitum prasAda vegaH	dge ba bsgom phyir bdag gi dad pa'i shugs // 'di dag gis kyang re zhig 'phel 'gyur la // bdag dang skal ba mnyam pa gzhan gyis kyang //	76.88140743952889
aTa mad sama DAtuH eva paSyet aparaH pyenam atas pi sArTakaH yam	ci ste 'di dag mthong na don yod 'gyur //	62.113255996455294
kzaNa saMpad iyam su durlaBA pratilabDA puruza arTa sADanI	dal 'byor 'di ni rnyed par shin tu dka' // skyes bu'i don sgrub thob par gyur pa la //	83.39468796944607
yadi na atra vicintyate hitam punar api eza samAgamaH kutas	gal te 'di la phan pa @2a * // ma bsgrubs na // phyis 'di yang dag 'byor par ga la 'gyur //	82.08989793652695
rAtrO yaTA meGa Gana anDakAre vidyut kzaNam darSayati prakASam	ji ltar mtshan mo mun nag sprin rum na // glog 'gyu skad cig bar snang ston pa ltar // da bzhin sangs rgyas mthu yis brgya lam na //	78.8120028533233
budDa anuBAvena taTA kadAcid lokasya puNyezu matiH kzaNam syAt	'jig rten bsod nams blo gros thang 'ga' 'byung //	53.3861038405534
tasmAt SuBam durbalam eva nityam balam tu pApasya mahat su Goram	de ltas dge ba nyam chung nyid la rtag // sdig pa stobs chen shin tu mi bzad pa //	77.44945096965033
tat jIyate nyena SuBena kena saMboDi cittam yadi nAma na syAt	de ni rdzogs pa'i byang chub sems min pa // dge gzhan gang gis zil gyis gnon par 'gyur //	75.19187280619637
kalpAn analpAn pravicintayadBiH dRzwam muni indrEH hitam etat eva	bskal pa du mar rab dgongs mdzad pa yi // thub dbang rnams kyis 'di nyid phan bar gzigs // 'dis ni tshad med skye bo'i tshogs rnams kyis //	74.0167655491476
yatas suKena eva suKam pravRdDam utplAvayati apramitAn jana oGAn	bde mchog bde blag nyid du thob par byed //	66.28423563441493
Bava duHKa SatAni tartu kAmEH api sattva vyasanAni hartu kAmEH	srid pa'i sdug bsngal brgya phrag gzhom 'dod cing //	75.73025998629662
bahu sOKya SatAni Boktu kAmEH na vimocyam hi sadA eva boDi cittam	sems can mi bde bsal bar 'dod pa dang // bde mang brgya phrag spyod par 'dod pas kyang // byang chub sems nyid rtag tu gtang mi bya // byang chub sems skyes gyur na skad cig gis // 'khor ba'i btson rar bsdams pa'i nyam thag rnams //	73.462489206006
Bava cAraka banDanaH varAkaH sugatAnAm sutaH ucyate kzaNen	bde gshegs rnams kyi sras zhes brjod bya zhing //	73.33723752501203
na nara amara loka vandanIyaH Bavati sma uditaH eva boDi citte	'jig rten lha mir @2b bcas pas phyag byar 'gyur // gser 'gyur rtsi yi rnam pa mchog lta bu //	81.00076326647913
aSuci pratimAm imAm gRhItvA jinaratna pratimAm karoti anarGAm	mi gtsang lus 'di blangs nas rgyal ba'i sku // rin chen ring thang med par bsgyur bas na //	68.11581705839063
rasajAtam atIva veDanIyam su dRXam gRhNata boDi citta saMjQam	byang chub sems zhes bya ba rab brtan zung // 'gro ba'i ded dpon gcig pu tshad med blos //	79.16796519881728
su parIkzitam aprameya DIBiH bahu mUlyam jagat eka sArTavAhEH	legs par yongs su brtags na rin che bas // 'gro ba'i gnas dang bral bar 'dod pa rnams //	72.89813028143777
gati pattana vipravAsa SIlAH su dRXam gRhNata boDi citta ratnam	rin chen byang chub sems legs brtan par zung //	72.74645642146176
kadalI iva Palam vihAya yAti kzayam anyat kuSalam hi sarvam eva	dge ba gzhan kun chu shing bzhin du ni // 'bras bu bskyed nas zad par 'gyur ba nyid //	73.4165998440125
satatam Palati kzayam na yAti prasavati eva tu boDi citta vRkzaH	byang chub sems kyi ljon shing rtag par yang // 'bras bu 'byin pas mi zad 'phel bar 'gyur //	78.51806673126161
kRtvA api pApAni su dAruNAni yad ASrayAt uttarati kzaNena	sdig pa shin tu mi bzad byas na yang //	69.36884113458487
