		10.0
namaH sarva budDa boDisattveByaH viMSatikA kArikA vk	@3a * // rgya gar skad du /bing sha ka k'a ri ka / bod skad du / nyi shu pa'i tshig le'ur byas pa / 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	61.8254122151041
vijQapti mAtram eva etat asat arTa avaBAsanAt	'di dag rnam par rig tsam nyid // yod pa ma yin don snang phyir //	89.53903160261005
yaTA tEmirikasya asat keSa candra Adi darSanam	dper na rab rib can dag gis // skra zla la sogs med mthong bzhin //	82.04992270909611
yadi vijQaptiH anarTAH niyamaH deSa kAlayoH	gal te rnam rig don min na // yul dang dus la nges med cing // sems kyang nges med ma yin la //	82.27615575537622
santAnasya aniyamaH ca yuktA kRtya kriyA na ca	bya ba byed pa'ang mi rigs 'gyur // yul la sogs pa nges 'grub ste // rmi 'dra'o sems kyang des pa med //	76.94367203619822
deSa Adiu niyamaH sidDaH svapna vat preta vat punar	yi dags bzhin te thams cad kyis //	70.52213883399963
santAna aniyamaH sarvEH pUyanadI Adi darSane	klung la rnag la sogs mthong bzhin //	71.29525286442524
svapna upaGAta vat kRtya kriyA naraka vat punar	bya byed rmi lam gnod pa 'dra // thams cad sems can dmyal ba bzhin //	73.14928282882491
sarvam naraka pAla Adi darSane tEH ca bADane	dmyal ba'i srung ma sogs mthong dang // de dag gis ni gnod phyir ro //	82.87953885540257
tiraScAm samBavaH svarge yaTA na narake taTA	ji ltar dud 'gro mtho ris su // 'byung ba de ltar dmyal ba min / yi dags min te 'di lta bur //	77.9935648783924
na pretAnAm yatas tad jam duHKam na anuBavanti te	de yod sdug bsngal des mi myong //	76.03476086784812
yadi tad karmaBiH tatra BUtAnAm samBavaH taTA izyate pariNAmaH ca kim vijQAnasya na izyate	gal te de yi las kyis der // 'byung ba dag ni 'byung ba dang // de bzhin 'gyur bar 'dod na go // rnam par shes par cis mi 'dod //	85.97431464818774
karmaNaH vAsanA anyatra Palam anyatra kalpyate	gzhan na las kyi bag chags la // 'bras bu dag ni @3b gzhan du rtog /	84.52133958397688
tatra eva na izyate yatra vAsanA kim nu kAraNam	gang na bag chags yod pa der // ci yi phyir na 'dod mi bya //	91.4105322358157
rUpa Adi Ayatana astitvam tat vineya janam prati	gzugs sogs skye mched yod par ni // des 'dul ba yi skye bo la /	77.51914380618594
aBiprAya vaSAt uktam upapAduka sattva vat	dgongs pa'i dbang gis gsungs pa ste // rdzus te 'byung ba'i sems can bzhin //	81.4063635333281
yatas sva bIjAt vijQaptiH yad ABAsA pravartate	rang gis bon gang las su // rnam rig snang ba gang 'byung ba //	79.11414835866553
dviviDa Ayatana tvena te tasyAH muniH abravIt	de dag de yi skye mched ni //	40.714334586571
taTA pudgala nErAtmya praveSaH hi hi anyaTA punar	rnam pa gnyis su thub pas gsungs // de ltar gang zag bdag med par // 'jug par 'gyur ro gzhan du yang //	86.18795987270929
deSanA Darma nErAtmya praveSaH kalpita AtmanA	bstan pas chos la bdag med par // 'jug 'gyur brtags pa'i bdag nyid kyis //	87.92702651024756
na tat ekam na ca anekam vizayaH paramANuSaH	de ni gcig na'ang yul min la // phra rab rdul du du ma'ang min //	90.31716555366526
na ca te saMhatAH yasmAt paramANuH na siDyati	de dag 'dus pa'ang ma yin te // 'di ltar rdul phran mi 'grub phyir //	86.65254392057457
zawkena yugapad yogAt paramANoH zaz aMSa tA	drug gis cig car sbyar ba na // phra rab rdul cha drug tu 'gyur // drug po dag ni go gcig na //	80.93060474142969
zaNNAm samAna deSa tvAt piNxaH syAt aNu mAtrakaH	gong bu rdul phran tsam du 'gyur //	74.67920555387224
