		10.0
aBiDarma koSa BAzyam praTamam koSa sTAnam om namaH budDAya	@1b # // rgya gar skad du /aa bhi dharma ko sh'a k'a ri k'a / bod skad du / chos mngon pa'i mdzod kyi tshig le'ur byas pa / 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	78.34045958906594
yaH sarvaTA sarva hata anDakAraH saMsAra paFkAt jagat ujjahAra	[dd] gang zhig kun la mun pa gtan bcom zhing // 'khor ba'i 'dam las 'gro ba drangs mdzad pa //	91.44833360878117
tasmE namaskRtya yaTArTaSAstre SAstram pravakzyAmi aBiDarma koSam	don bzhin ston pa de la phyag 'tshal nas // chos mngon mdzod kyi bstan bcos rab bshad bya //	93.92944431832727
prajQA amalA sa anucara aBiDarmaH tad prAptaye yA api ca yat ca SAstram	chos mngon shes rab dri med rjes 'brang bcas // de thob bya phyir gang dang bstan bcos gang // 'dir de don du yang dag chud phyir ram //	91.5585930657703
tasya arTataH smin samanupraveSAt sa cA SrayaH sya iti aBiDarma koSam	'di yi gnas de yin pas chos mngon mdzod //	78.57541008897762
DarmANAm pravicayam antareNa na asti kleSAnAm yatas upaSAntaye ByupAyaH	chos rnams rab tu rnam 'byed med par nyon mongs rnams // gang phyir nye bar zhi bar bya ba'i thabs med la //	93.05051622706415
kleSEH ca Bramati Bava arNave tra lokaH tad hetoH atas uditaH kila eza SAstrA	nyon mongs pas kyang 'jig rten srid mtsho 'dir 'khyams te // de bas de phyir 'di ni ston pas gsungs so lo //	91.79688565018006
sa Asrava anAsravAH DarmAH saMskRtAH mArga varjitAH	zag bcas zag pa med chos rnams // lam ma gtogs pa'i 'dus byas rnams //	95.27139513229194
sa AsravAH AsravAH tezu yasmAt samanuSerate	zag bcas gang phyir de dag la // @2a * // zag rnams kun tu rgyas par 'gyur //	94.28048489088017
anAsravAH mArga satyam triviDam ca api asaMskRtam	zag med lam gyi bden pa dang // 'dus ma byas rnam gsum yang ste //	95.61699705764993
AkASam dvO niroDO ca tatra AkASam anAvRtiH	nam mkha' dang ni 'gog pa gnyis // de la nam mkha' mi sgrib pa'o //	89.44035283045758
pratisaMKyA niroDaH yaH visaMyogaH pRTak pRTak	so sor brtags pas 'gog pa gang // bral ba'o so so so so yin // skye la gtan du gegs byed pa //	88.85530292008417
utpAda atyanta viGnaH nyaH niroDaH pratisaMKyayA	'gog gzhan so sor brtags min pas //	73.07345046315874
te punar saMskRtAH DarmAH rUpa Adi skanDa paQcakam	'dus byas chos rnams de dag kyang // gzugs la sogs pa'i phung po lnga //	94.91825259474001
saH eva aDvA kaTA vastu sa niHsArAH sa vastukAH	de dag nyid dus gtam gzhi dang // nges par 'byung bcas gzhi dang bcas //	89.34134451774823
ye sa AsravAH upAdAna skanDAH te saraNAH api	gang dag zag bcas nyer len pa'i // phung po'ang de dag 'thab bcas kyang //	94.13446599056307
duHKam samudayaH lokaH dRzwi sTAnam BavaH ca te	sdug bsngal kun 'byung 'jig rten dang // lta gnas srid pa'ang de dag yin //	96.78118616481972
rUpam paQca indriyANi arTAH paQca avijQaptiH eva ca	gzugs ni dbang po lnga dang don // lnga dang rnam rig byed min nyid //	90.93460886215034
tad vijQAna ASrayAH rUpa prasAdAH cakzuH AdayaH	de dag rnams kyi rnam shes rten // mig la sogs gzugs dang ba rnams //	95.29489387656966
rUpam dviDA viMSatiDA SabdaH tu azwaviDaH rasaH	gzugs rnam gnyis dang rnam nyi shu // sgra ni rnam pa brgyad yod de //	94.6391097892059
zoXA caturviDaH ganDaH spRSyam ekAdaSa Atmakam	ro ni rnam drug dri rnam bzhi // reg bya bcu gcig bdag nyid do //	85.85399880301419
vikzipta acittakasya api yaH nubanDaH SuBa aSuBaH	g-yengs dang sems med pa yi yang // dge dang mi dge rjes 'brel gang //	91.89794643730991
mahABUtAni upAdAya sa hi avijQaptiH ucyate	'byung ba che rnams rgyur byas pa // de ni rnam rig byed min brjod //	96.00550409095067
BUtAni pRTivi DAtuH ap tejaH vAyu DAtavaH	'byung ba dag ni sa @2b khams dang // chu dang me dang rlung khams rnams //	95.68224978460344
DRti Adi karma saMsidDA Kara sneha uzNa tA IraNAH	'dzin pa la sogs las su grub // sra gsher dro nyid g-yo ba rnams //	93.5492571435495
pRTivI varNa saMsTAnam ucyate loka saMjQayA	'jig rten gyi ni tha snyad du // kha dog dbyibs la sa zhes brjod //	92.9928757213358
ApaH tejaH ca vAyuH tu DAtuH eva taTA api ca	chu me yang ngo rlung tshogs khams // nyid yin de dang 'dra ba'ang yin //	95.5266865994403
indriya arTAH te eva izwAH daSa Ayatana DAtavaH	dbang don de dag kho na la // skye mched dang ni khams bcur 'dod //	94.95829916274427
vedanA anuBavaH saMjQA nimitta udgrahaNa AtmikA	tshor ba myong ba'o 'du shes ni // mtshan mar 'dzin pa'i bdag nyid do //	92.01167432693707
caturByaH nye tu saMskAra skanDaH ete punar trayaH	'du byed phung po bzhi las gzhan //	83.8430870601109
Darma Ayatana DAtu AKyAH saha avijQapti asaMskRtE	de gsum rnam rig byed min dang // 'dus ma byas rnams bcas pa ni // chos kyi skye mched khams zhes bya //	91.9072252468399
vijQAnam prativijQaptiH manaH Ayatanam ca tat	rnam shes so sor rnam rig pa // yid kyi skye mched kyang de yin //	95.26296696828693
DAtavaH sapta ca matAH zaw vijQAnAni aTo mahaH	khams bdun dag tu'ang 'dod pa ste // rnam par shes pa drug dang yid //	89.67029103225333
zaNNAm anantara atItam vijQAnam yat hi tat manaH	drug po 'das ma thag pa yi // rnam shes gang yin de yid do //	83.25462569881404
zazWa ASraya prasidDayarTam DatavaH zwAdaSa smRtAH	drug pa'i rten ni rab bsgrub phyir ; / khams ni bco brgyad dag tu 'dod //	83.68132585633325
sarva saMgrahaH ekena skanDena Ayatanena ca	phung po dang ni skye mched dang // khams gcig gis ni thams cad bsdus //	94.73683053529676
