		10.0
mahAyAna sUtra alaMkAraH om namaH sarva budDa boDisatveByaH praTamaH DikAraH	@1b # // rgya gar skad du /ma h'a y'a na s'u tra aa lam ka ra n'a ma k'a ri k'a / bod skad du / theg pa chen po mdo sde'i rgyan zhes bya ba'i tshig le 'ur byas pa / sangs rgyas dang [dd] byang chub sems dpa' thams cad la phyag 'tshal lo //	78.05849121993434
arTa jQaH rTa viBAvanAm prakurute vAcA padEH ca amalEH duHKasya uttaraNAya duHKita jane kAruNyataH tad mayaH	don shes don ston rab tu byed pa ngag dang tshig rnams dri med pas // sdug bsngal bsgral phyir de yi bdag nyid sdug bsngal 'gro la snying rje las //	87.87713978374194
Darmasya uttama yAna deSita viDeH satvezu tad gAmizu SlizwAm arTa gatim niruttara gatam paQca AtmikAm darSayan	theg mchog bstan pa'i rnam pa chos kyi de yis 'gro ba'i sems can la // 'byor pa'i don tshul bla med gyur pa rnam lnga'i bdag nyid ston par byed //	85.54647094148322
Gawitam iva suvarNam vArijam vA vibudDam sukRtam iva su Bojyam BujyamAnam kzuDA ArtEH	gser las brdungs byas 'dra zhing padma rgyas pa bzhin // bkres pas nyen pa g-yos legs kha zas za ba 'dra //	77.73034152541454
viditaH iva su leKaH ratna pewA iva muktAH vivRtaH iha sa DarmaH prItim agryAm daDAti	'phrin yig legs pa thos 'dra rin chen sgrom phye lta'i // chos de 'dir bshad pa yang dga' ba'i mchog skyed do //	80.67365694500255
yaTA bimbam BUzA prakRti guNavat darpaNa gatam viSizwam prAmodyam janayati nRNAm darSana vaSAt	gzugs rgyan rang bzhin yon tan ldan pa me long nang song na // mthong ba'i dbang gis mi rnams rab tu dga' ba'i @2a * //	74.33657466089204
taTA DarmaH sUkta prakRti guNa yuktaH pi satatam viBakta arTaH tuzwim janayati viSizwAm iha satAm	mchog skyed pa // de bzhin legs gsungs rtag tu rang bzhin yon tan ldan pa yi // chos kyang don rnams phye bas mkhas rnams 'di na dga' mchog skyed //	83.50064581533647
AGrAyamANa kawukam svAdu rasam yaTA OzaDam tadvat	ji ltar mnams na rab dku la ; / myangs na zhim pa'i sman bzhin du // chos kyang de bzhin gnyis su gnas //	79.12577030893668
DarmarmaH dvaya vyavasTA sTaH vyaQjanataH rTaH na carTataH ca jQeyaH	don dang yi ger shes par bya //	55.64529568149198
rAjA iva durArADaH DarmaH yam vipula gAXa gamBIraH	chos dka' rgya chen zab mo 'di // rgyal po bzhin du mnyes par dka' // mnyes par byas na de bzhin du //	87.70201273231109
ArADitaH ca tadvat vara guNa Dana dAyakaH Bavati	yon tan mchog gi nor sbyin byed // rin chen rigs ldan rin thang med //	84.85928310227983
ratnam jAtyam anarTaMrGaMyaTA parIkzaka janam na tozayati	lta mi shes pa'i mig mi mgu //	62.67557096481323
DarmaH taTA ayam abuDam viparyayAt tezayati tadvat	de bzhin mi mkhas chos 'di la // bzlog na de bzhin mgu bar 'gyur // theg pa chen po mdo sde'i rgyan las le'u dang po'o /	66.9740350187263
AdO= avyAkaraNAt sama pravRtteH agocarAt sidDeH	// / sngar lung ma bstan lhan cig byung //	64.72748278436207
BAva aBAve BAvAt pratipakza tvAt ruta anya tvAt	spyod yul ma yin grub pa dang // yod dang med na yod med dang // gnyen po dang ni sgra gzhan phyir //	83.74721284749344
pratyakza cakzuzaH budDAH SAsanasya ca rakzakAH	sangs rgyas rnams ni mngon sum spyan // bstan pa dag kyang srung bar mdzad // dus la'ang ye shes ma bsgribs pas //	80.47670907991402
aDma manyana AvRta jQAnAH upekzAtaH na yujyate	de phyir btang snyoms mi rung ngo //	67.81608809365167
vEkalyataH viroDAt anupAya tvAt tTA api anupadeSAt	ma tshang ba dang 'gal ba dang // thabs min de ltar ma bstan phyir//	82.86346143142144
na SrAvaka yAnam idam Bavati mahAyAna Darma AKyam	@2b nyan thos kyi ni theg pa 'di // theg chen chos shes bya ba min //	86.95266701991382
ASayasya upadeSasya prayogasya viroDataH	bsam pa dang ni bstan pa dang // sbyor ba dang ni rton pa dang // dus 'gal phyir na dman pa gang //	82.41399638623366
upastamBasya kAlasya yat hInam hInam eva tat	de ni dman pa kho na yin //	61.38624626618845
svake vatArAt svasya eva vinaye darSanAt api	rang gi nyid la 'jug pa dang // rang gi 'dul la'ang snang phyir dang//	85.12525709614049
OdAryAt api gAmBIryAt avirudDA eva Darma tA	zab pa'i phyir dang rgya che'i phyir // chos nyid dang ni 'gal ba med //	89.42541891611036
niSritaH niyataH vyApI sAMvRtaH KedavAn api	rtog ge rten cing ma nges la // ma khyab kun rdzob skyo ba can //	73.07957692390004
bAla ASrayaH mataH tarkaH tasya atas vizayaH na tat	byis pa la ni rten par 'dod // de phyir de ni de yul min //	87.14329712190462
OdAryAt api gAmBIryAt paripAkaH vikalpanA	rgya che'i phyir dang zab pa'i phyir // yongs su smin dang rnam mi rtog / de phyir 'di las gnyis bstan te //	78.59530229724837
deSanAtaH dvayasya asmin sa ca upAyaH niruttare	de ni bla na med pa'i thabs //	67.39297183354695
tad asTAna trAsaH Bavati jagatAm dAha karaNaH mahA puNya skanDa prasava karaNAt dIrDa samayam	'gro ba de'i gnas min la skrag pa gdung byed 'gyur // bsod nams ma yin phung chen bsags byas yun ring du //	84.69016044926262
agotraH sat mitraH kRta matiH apUrvAcita SuBa srasati asmin Darme patati mahataH rTAt gataH iha	rigs med grogs ngan sngon dge ma bsags blo ma sbyangs // chos 'dis skrag 'gyur 'di na don chen 'di las ltung //	82.12109489883369
tad anyA anyA ani asyA BAvAt parama gahana tvAt anugamAt vicitrasya AKyAnAt Druva kaTana yogAt bahu muKAt	de las gzhan dang gzhan med shin tu zab cing rjes song phyir // sna tshogs ston cing mang po'i sgo nas rtag tu ston dang ldan // ji skad bshad bzhin don min bcom ldan dgongs pa shin tu zab //	84.18718386270614
yaTA AKyAnam na arTAt Bagavati ca BAva ati gahanAt na Darme smiMsrAsaH Bavati viduzAm yoni vicayAt	mkhas pa rnams kyis tshul bzhin brtags na chos 'dis skrag mi 'gyur //	71.214828048099
Srutam niSriti AdO praBavati manaskAraH iha yaH	'di na dang por thos la brtan nas yid la byed pa 'byung //	85.4518976590161
manaskAra ajQAnam praBavati ca tatvA arTa vizayam	tshul bzhin yid la byed las yang dag don yul ye shes 'byung //	86.32681565995112
tatas Darma prAptiH praBavati ca tasmin matiH atas	de las chos thob de yod de las blo gros rab tu skye //	85.97876503333933
yadA pratyAtmam sA kaTam asati tasmin vyavasitiH	gang tshe de ni so so rang rig med na ji ltar nges //	85.77696734078873
aham na bodDA na gaBIra bodDA budDO gaBIram kim atarka gamyam	bdag gis mi shes sangs rgyas zab mo mkhyen ma yin // zab mo ci yi phyir na rtog ge'i yul ma yin //	85.8389724036227
