		10.0
vEdya SAli stamba sUtram	@180a / /rgya gar skad du /a'arya sh'a li stambha n'a ma mah'a y'a na s'u tra / bod skad du / 'phags pa s'a lu'i ljang pa zhes bya ba theg pa chen po'i mdo / sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	59.37850282205102
evam mayA Srutam	'di skad bdag gis thos pa'i dus gcig na /	78.47990789646056
ekasmin samaye BagavAn rAjagRhe viharati sma gRDrakUwe parvate mahatA Bikzu saMGena sArDam arDa trayodaSaBiH Bikzu sahasrEH saMbahulboDisattva mahAsattvEH aTa AyuzmAn SAriputraH yena mEtreyasya boDisattvasya mahAsattvasya caMkramaH tena upasamakramIt	bcom ldan 'das rgyal po'i khab bya rgod phung po'i ri la dge slong stong nyis brgya lnga bcu'i dge slong gi dge 'dun chen po dang / byang chub sems dpa' sems dpa' chen po rab tu mang po dang thabs gcig tu bzhugs te /	56.47318423253205
upasaMkramya anyonyam saMmodanIyAm kaTAm bahuviDAm vyatisArayitvA uBO SilA tale upAviSatAm aTa AyuzmAn SAriputraH mEtreyam boDisattvam mahAsattvam etat avocat  adya atra SAli stambam avalokya	de'i tshe na tshe dang ldan pa sh'a ri'i bu byang chub sems dpa' sems dpa' chen po byams pa'i bgrod par bya ba'i sa phyogs ga la ba der song ste phyin nas phan tshun yang dag par dga' bar bya ba'i gtam rnam pa mang po byas nas 'dus te @180b gnyis ka rdo leb la 'khod do // de nas tshe dang ldan pa sh'a ri'i bus byang chub sems dpa' sems dpa' chen po byams pa la 'di skad ces smras so // byams pa /	81.74518001311549
mEtreya BagavatA BikzuByaH sUtram idam uktam  yaH BikzavaH pratItyasamutpAdam paSyati	deng 'dir bcom ldan 'das kyis s'a lu'i ljang pa la gzigs nas dge slong rnams la mdo 'di gsungs so //	81.04847613108952
sa Darmam paSyati	dge slong dag / sus rten cing 'brel par 'byung ba mthong ba des chos mthong ngo //	90.52077157322952
yaH Darmam paSyati sa budDam paSyati	sus chos mthong ba des sangs rgyas mthong ngo zhes de skad bka' stsal nas /	95.40211645687394
iti uktvA BagavAn= tUzNIm baBUvam	bcom ldan 'das cang mi gsung bar gyur na /	89.27578408377511
aTa mEtreya sugata ukta sUtra antasya arTaH katamaH	byams pa / bde bar gshegs pas bka' stsal pa'i mdo de'i don ni ci /	83.36470307924802
pratItyasamutpAdaH katamaH	rten cing 'brel bar 'byung ba ni gang /	90.7919758160909
Darma katamaH	chos ni gang /	89.47414527620587
budDaH katamaH	sangs rgyas ni gang /	91.90256532033284
kaTam pratItyasamutpAdam paSyan Darmam paSyati	ji ltar rten cing 'brel bar 'byung ba mthong na chos mthong /	94.02129481384459
kaTam Darmam paSyan budDam paSyati	ji ltar chos mthong na sangs rgyas mthong /	93.76294846867405
evam ukte mEtreyaH boDisattvaH mahAsattvaH Ayuzmantam SAradvatI putram etat avocat	de skad ces smras pa dang / byang chub sems dpa' sems dpa' chen po byams pas tshe dang ldan pa sh'a radva ti'i bu la 'di skad ces smras so // btsun pa sh'a ri'i bu / 'di la bcom ldan 'das chos kyi bdags po thams cad mkhyen pas /	82.6747926917725
atra yat uktam Badanta SAriputra BagavatA Darma svAminA sarvajQena  yaH BikzavaH	dge slong dag /	25.639214674631756
pratItyasamutpAdam paSyati sa Darmam paSyati	sus rten cing 'brel bar 'byung ba mthong ba des chos mthong ngo //	88.09045153479698
yaH Darmam paSyati sa budDam paSyati iti tatra katamaH pratItyasamutpAdaH nAma	sus chos mthong ba des sangs rgyas mthong ngo zhes gsungs pa de la rten cing 'brel bar 'byung ba gang zhe na /	92.65563325180364
pratItyasamutpAdaH nAma yat idam  asmin sati idam Bavati	rten cing 'brel bar 'byung ba zhes bya ba ni / 'di lta ste /	71.94698900068008
asya utpAdAt idam utpadyate	'di yod pas 'di 'byung @181a *// la; 'di skyes pa'i phyir 'di skye ba ste /	85.83152839179594
yat uta avidyA pratyayAH saMskArAH	gang 'di ma rig pa'i rkyen gyis 'du byed rnams /	91.16559521357217
saMskAra pratyayam vijQAnam	'du byed kyi rkyen gyis rnam par shes pa /	94.52360657283238
vijQAna pratyayam nAma rUpam	rnam par shes pa'i rkyen gyis ming dang gzugs /	97.07637285678945
nAma rUpa pratyayam zaz Ayatanam	ming dang / gzugs kyi rkyen gyis skye mched drug /	96.73684916496276
zaz Ayatana pratyayaH sparSaH	skye mched drug gi rkyen gyis reg pa /	90.63672110908911
sparSa pratyayA vedanA	reg pa'i rkyen gyis tshor ba /	93.37565771738689
vedanA pratyayA tRzNA	tshor ba'i rkyen gyis sred pa /	95.89698240833899
tRzNA pratyayam upAdAnam	sred pa'i rkyen gyis len pa /	90.72817388074151
upAdAna pratyayaH BavaH	len pa'i rkyen gyis srid pa /	91.08644231434526
Bava pratyayAH jAti	srid pa'i rkyen gyis skye ba /	90.78164664904277
jAti pratyayAH jarA maraNa Soka parideva duHKa dOrmanasya upAyAsAH saMBavanti	skye ba'i rkyen gyis rga shi dang / mya ngan dang / smre sngags 'don pa dang / sdug bsngal ba dang / yid mi bde ba dang / 'khrug pa rnams 'byung ste /	95.43849392839347
evam asya kevalasya mahataH duHKa skanDasya samudayaH Bavati	de ltar sdug bsngal gyi phung po chen po 'ba' zhig po 'di 'byung bar 'gyur ro //	95.32602566184406
tatra avidyA niroDAt saMskAra niroDaH	de la ma rig pa 'gags pas 'du byed 'gag /	94.25998041687942
saMskAra niroDAt vijQAna niroDaH	'du byed 'gags pas rnam par shes ba 'gag /	95.72405149823143
vijQAna niroDAt nAma rUpa niroDaH	rnam par shes pa 'gags pas ming dang / gzugs 'gag /	96.9984912591822
nAma rUpa niroDAt zaz Ayatana niroDaH	ming dang / gzugs 'gags pas skye mched drug 'gag /	96.22783050537109
zaz Ayatana niroDAt sparSa niroDaH	skye mched drug 'gags pas reg pa 'gag /	89.97445030701466
sparSa niroDAt vedanA niroDaH	reg pa 'gags pas tshor ba 'gag /	93.66146779060364
vedanA niroDAt tRzNA niroDaH	tshor ba 'gags pas sred pa 'gag /	93.95652772441055
tRzNA niroDAt upAdAna niroDaH	sred pa 'gags pas len pa 'gag /	92.70025171772126
upAdAna niroDAt Bava niroDaH	len pa 'gags pas srid pa 'gag /	92.99105712675279
