		10.0
vEdya su alpa akzarA prajQApAramitA namaH sarva budDa boDisattveByaH	@42a / /rgya gar skad du /a'arya sv'alp'a aaksha ra pradzny'a p'a ra mi t'a n'a ma ma h'a y'a na s'u tra / bod skad du / 'phags pa shes rab kyi pha rol tu phyin pa yi ge nyung du zhes bya ba theg pa chen po'i mdo / sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	67.20392183859035
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.55378246918703
ekasmin samaye BagavAn rAjagRhe viharati sma gRDrakUwe parvate mahatA Bikzu saMGena sArDam dvAdaSa sAhasra paQca SatEH boDisattva kowsArDam viharati sma	bcom ldan 'das rgyal po'i khab na bya rgod phung po'i ri la dge slong khri nyis stong lnga brgya'i dge slong gi dge 'dun chen po dang / @42b byang chub sems dpa' bye ba khrag khrig 'bum phrag du ma dang thabs gcig tu bzhugs te /	87.25463692661378
lokapAla Adi deva kowi niyuta sahasrEH parivRtaH puraskRtaH SrI siMhAsane viharati sma	brgya byin dang / tshangs pa dang / 'jig rten skyong ba la sogs pa lha bye ba khrag khrig 'bum gyis yongs su bskor cing mdun gyis bltas te / dpal gyi snying po'i seng ge'i khril bzhugs so //	87.44377360638525
aTa Kalu boDisattvaH mahAsattvaH Arya avalokita ISvaraH utTAya AsanAt ekam aMsam uttarAsaFgam	de nas byang chub sems dpa' sems dpa' chen po 'phags pa spyan ras gzigs dbang phyug stan las langs te /	87.39816369155436
kRtvA dakziNam jAnu maNxalam pRTivyAm pratizWApya yena BagavAn= tena aQjalim praNamya	bla gos phrag pa gcig tu gzar nas pus mo g-yas pa'i lha nga sa la btsugs te te / / bcom ldan 'das ga la ba der logs su thal mo sbyar ba btud nas / 'dzum mul te bcom ldan 'das la 'di skad ces gsol to //	89.79036938186447
prahasita vadanaH BUtvA Bagavantam etat avocat  deSayatu BagavAn prajQApAramitAm	bcom ldan 'das /	37.496798992156975
su alpa akzarAm mahA puNyAm yasyAH SravaNa mAtreNa sarva sattvAH sarva karma AvaraNAni kzapayizyanti niyatam ca boDi parAyaNAH Bavizyanti ye ca sattvAH mantra sADane udyuktAH tezAm ca aviGnena mantrAH siDyanti	shes rab kyi pha rol tu phyin pa yi ge nyung du la bsod nams che ba; gang thos pa tsam gyis sems can thams cad kyi las kyi sgrib pa thams cad byang bar 'gyur ba dang / byang chub la nges par gzhol bar 'gyur ba dang / gang dag gsang sngags sgrub par brtson pa de dag bgegs ma mchis par gsang sngags 'grub par 'gyur ba bshad du gsol /	88.85616080150864
aTa Kalu BagavAn Arya avalokita ISvarAya boDisattvAya mahAsattvAya mahA karuNikAya sADukAram adAt  sADu sADu kula putra yaH tvam sarva sattvAnAm arTAya hitAya suKAya praDAnAya ca dIrGarAtram niyuktaH	de nas bcom ldan 'das kyis byang chub sems dpa' sems dpa' chen po 'phags pa spyan ras gzigs dbang phyug la legs so zhes bya bshad du gsol / ba byin te / rigs kyi bu / khyod yun ring por sems can thams cad la @43a *// phan pa'i phyir brtson pa legs so // de'i phyir /	78.63857487642761
tena hi tvam kula putra SRNu	rigs kyi bu /	72.45816436180702
sADu ca suzWu ca manasi kuru BAzizye ham te prajQApAramitAm su alpa akzarAm mahA puNyAm	legs par rab tu nyon la yid la zungs shig dang / shes rab kyi pha rol tu phyin pa yi ge nyung du la bsod nams che ba /	86.9789326328381
yasyAH SravaNa mAtreNa sarva sattvAH sarva karma AvaraNAni kzapayizyanti niyatam ca boDi parAyaNAH Bavizyanti ye ca sattvAH mantra sADane udyuktAH tezAm ca aviGnenaH mantrAH siDyanti	gang thos pa tsam gyis sems can thams cad kyi las kyi sgrib pa byang bar 'gyur ba dang / byang chub la nges par gzhol bar 'gyur ba dang / gang dag gsang sngags sgrub par brtson pa de dag bgegs med par sngags 'grub par 'gyur ba ngas khyod la bshad do //	82.09064556164466
aTa Kalu Arya avalokita ISvaraH boDisattvaH mahAsattvaH Bagavantam etat avocat  tena hi sugata BAzatu sarva sattvAnAm arTAya hitAya suKAya	de nas byang chub sems dpa' sems dpa' chen po 'phags pa spyan ras gzigs dbang phyug gis bcom ldan 'das la 'di skad ces gsol la bshad do // to // sems can thams cad la sman pa'i slad du bshad du gsol /	88.55733207278833
aTa Kalu BagavAn= tasyAm velAyAm sarvaduHKapramocanaH nAma samADim samApadyate sma yasya ca samADim samApannasya BagavataH UrNA koSa vivarAt lavAt anekAni raSmi kowi niyuta Sata sahasrANi niScaranti sma	de nas bcom ldan 'das kyis de'i tshe sems can thams cad dgrol ba zhes bya ba'i ting nge 'dzin la snyoms par zhugs so; ;mnyam par bzhag pa des smin mtshams kyi mdzod spu'i phrag nas 'od zer 'bum phrag du ma byung ste /	74.03608070151948
