		10.0
praTamam koSa sTAnam om namaH budDAya	@26b * // rgya gar skad du /aa bhi dharmma ko sham bh'a shyam / bod skad du / chos mngon pa'i mdzod kyi bshad pa / 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	76.75992014045995
yaH sarvaTA sarva hata anDakAraH saMsAra paFkAt jagat ujjahAra	gang zhig kun la mun pa gtan bcom zhing // 'khor ba'i 'dam las 'gro ba drangs mdzad pa //	91.6583480147915
tasmE namaskRtya yaTArTaSAstre SAstram pravakzyAmi aBiDarma koSam	don bzhin ston pa de la phyag 'tshal nas // chos mngon mdzod kyi bstan bcos rab bshad bya //	93.92944431832727
SAstram praNetu kAmaH svasya SAstuH mAhAtmya jQApana arTam guNa AKyAna pUrvakam tasmE namaskAram AraBate yaH iti	bstan bcos byed par 'dod pas rang gi ston pa'i che ba'i bdag nyid shes par bya ba'i phyir de la yon tan brjod pa sngon du 'gro ba'i phyag 'tshal ba rtsom mo // gang zhig ces bya ba ni / sangs rgyas bcom ldan 'das kyi dbang du byas nas smras pa'o //	86.92383004284446
budDam Bagavantam aDikRtya Aha hatam asya anDakAram anena vA iti hata anDakAraH	'di'i 'am 'dis mun pa bcom bas mun pa bcom pa'o //	69.61498543843366
sarveNa prakAreNa sarvasmin hata anDakAraH sarvaTA sarva hata anDakAraH	thams cad la mun pa rnam pa thams cad du bcom pas kun la mun pa gtan bcom pa'o //	86.51343510027701
ajQAnam hi BUta arTa darSana pratibanDa aDakAram	mi shes pa ni yang dag pa'i don mthong ba la bgegs su gyur pa'i phyir mun pa ste /	90.37944579523072
tat ca BagavataH budDasya pratipakza lABena atyantam sarvaTA sarvatra jQeye punar anutpatti Darma tvAt hatam	de yang sangs rgyas bcom ldan 'das kyis gnyen po brnyes nas shes bya thams cad la phyis mi skye ba'i chos can du gyur pa'i phyir gtan nas ye bcom pa ste /	90.77283628600321
atas sO sarvaTA sarva hata anDakAraH pratyEkabudDa SrAvakAH api kAmam sarvatra hata anDakArAH	de'i phyir 'di'i ni kun la mun pa gtan bcom pa'o //	67.54063571839278
klizwa saMmoha atyanta vigamAt na tu sarvaTA taTa hi ezAm budDa Darmezu ati viprakRzwa deSa kAlezu arTezu ca ananta praBedezu Bavati eva aklizwam ajQAnam	de rang sangs rgyas dang nyan thos rnams kyang nyon mongs pa can gyi rmongs pa dang bral ba'i phyir kun la mun pa bcom par ni 'dod mod kyi gtan nas ni ma yin te 'di ltar de dag la sangs rgyas kyi chos dang / yul dang / dus shin tu bskal pa dang / don rab tu dbye ba mtha' yas pa rnams la nyon mongs pa can ma yin pa'i mi shes pa yod pa nyid do //	83.43246226496753
