		10.0
SAntideva viracitaH boDi caryA avatAraH om namaH budDAya boDi citta anuSaMsaH nAma praTamaH paricCedaH	@1b # // rgya gar skad du /bo dhi satva tsarya aa ba t'a ra / bod skad du / byang chub sems dpa'i spyod pa la 'jug pa / sangs rgyas dang byang chub sems dpa' thams cad [dd] la phyag 'tshal lo //	84.53212775508155
sugatAn sa sutAn sa Darma kAyAn praNipatya AdarataH KilAn= ca vandyAn	bde gshegs chos kyi sku mnga' sras bcas dang // phyag 'os kun la'ang gus par phyag 'tshal te //	56.9843855692296
sugata Atmaja saMvara avatAram kaTayizyAmi yaTAgamam samAsAt	bde gshegs sras kyi sdom la 'jug pa ni // lung bzhin mdor bsdus nas ni brjod par bya // sngon chad ma byung ba yang 'dir brjod med //	82.31845015013131
na hi kiMcid apUrvam atra vAcyam na ca saMgraTana kOSalam mama asti	sdeb sbyor mkhas pa'ang bdag la yod min te //	73.31538709703793
atas eva na me para arTa cintA sva manaH vAsayitum kRtam mayA idam	de phyir gzhan don bsam pa bdag la med // rang gi yid la bsgom phyir ngas 'di brtsams //	85.17091838087705
mama tAvat anena yAti vRdDim kuSalam BAvayitum prasAda vegaH	dge ba bsgom phyir bdag gi dad pa'i shugs // 'di dag gis kyang re zhig 'phel 'gyur la // bdag dang skal ba mnyam pa gzhan gyis kyang //	76.88140743952889
aTa mad sama DAtuH eva paSyet aparaH pyenam atas pi sArTakaH yam	ci ste 'di dag mthong na don yod 'gyur //	62.11326195691977
kzaNa saMpad iyam su durlaBA pratilabDA puruza arTa sADanI	dal 'byor 'di ni rnyed par shin tu dka' // skyes bu'i don sgrub thob par gyur pa la //	83.39468200898159
yadi na atra vicintyate hitam punar api eza samAgamaH kutas	gal te 'di la phan pa @2a * // ma bsgrubs na // phyis 'di yang dag 'byor par ga la 'gyur //	82.08989793652695
rAtrO yaTA meGa Gana anDakAre vidyut kzaNam darSayati prakASam	ji ltar mtshan mo mun nag sprin rum na // glog 'gyu skad cig bar snang ston pa ltar // da bzhin sangs rgyas mthu yis brgya lam na //	78.8120028533233
