		10.0
SrIH Arya maQjuSrI mUla kalpam namaH sarva budDa boDisattveByaH	@53b rgya gar skad du / a'arya manydzu shr'i m'u la tantra / bod skad du / 'phags pa 'jam dpal gyi rtsa ba'i rgyud / sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	75.11871041892114
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.55377054825807
ekasmin samaye BagavAm SudDAvAsa upari gagana tala pratizWite cintyA ScaryA adButa praviBakta boDisattva sannipAta maNxalam Axe viharati s	bcom ldan 'das gnas gtsang ma'i steng gi nam mkha'i dkyil na byang chub sems dpa' 'dus pa'i 'khor gyi tshogs so so tha dad pa / bsam gyis mi khyab pa / ngo mtshar rmad du byung ba / so sor rab tu gnas pa dang / thabs gcig tu bzhugs te /	88.37171208030374
tatra BagavAm SudDAvAsa kAyikAn deva putrAn Amantrayate sma	de nas bcom ldan 'das kyis gnas gtsang ma'i ris kyi lha'i bu rnams la bka' stsal pa / lha'i bu dag /	93.65348679393381
SRNvantu deva putrAH maQju Sriyasya kumAra BUtasya boDisattvasya mahAsattvasya acintya adButa prAtihArya caryA samADi SudDi viSeza vimokzam a	khyad cag nyon cig / byang chub sems dpa' sems dpa' chen po 'jam dpal gzhon nur gyur pa'i cho 'phrul gyi spyod pa bsam gyis mi khyab pa / ngo mtshar rmad du byung ba / ting nge 'dzin gyi bye brag dang / rdzu 'phrul dang / rnam par thar pa'i dkyil 'khor byang @54a *//	88.85426658383446
sarva sattva upajIvyam AyuH ArogyEH carya manoraTa pApa ari pUrakANi mantra padAni sarva sattvAnAm hitAya BAzizye	chub sems dpa'i rnam par 'phrul pa dang / byang chub sems dpa' thams cad kyi nye bar 'tsho ba / tshe dang / nad med pa dang / dbang phyug dang / yid la bsams pa yongs su rdzogs par byed pa'i sngags kyi gzhi dag sems can rnams la phan pa'i phyir bshad par bya ste /	80.17239830797376
tam SRNu sADu ca suzWu ca manasi kuru BAzizye ham te	de shin tu legs par nyon la zungs shig dang ngas bshad par bya'o //	93.30886725663348
aTa te SudDAvAsa kAyikAH deva putrAH sa aQjalayaH BUtvA	de nas gnas gtsang ma'i ris kyi lha'i bu de dag gis thal mo sbyar ba btud nas bcom ldan 'das la lags so zhes gsol te /	85.68857948480603
viSeza BUmi pratilABa vajrAsana AkramaNa mAra DarzaNa Darma cakra pravartana sarva SrAvaka pratyekabudDa niryANa deva manuzya upapatti sarva duHKa p	byang chub sems dpa' rnams kyi spyod pa ting nge 'dzin gyi khyad par dang / sa chen po thob par bya ba dang / rdo rje'i gdan gnon pa dang / bdud gdul ba dang / chos kyi 'khor lo bskor ba dang / nyan thos dang / rang sangs rgyas thams cad kyi nges par 'byung ba dang / lha rnams dang / mi rnams su skye bar bya ba dang / sdug bsngal dang / dbul ba dang / nad rnams zhi bar byed pa / longs spyod kyis phyug pa 'dren par byed pa /	61.091421490644706
sarva lOkika loka uttara mantra caryA anaBiBavana tAm sarva ASA paripUraNataH sarva taTAgatAnAm avaSya vacana DAraNam	'jig rten dang / 'jig rten las 'das pa'i sngags kyi spyod pas phongs par mi byed pa / re ba thams cad yongs su rdzogs par byed pa / de bzhin gshegs pa thams cad kyi gsung 'bras bu med par byed pa ma yin pa /	87.60412831924238
tat vadatu BagavAn mEtra cittaH hita cittaH smAkam anukampAm upAdAya sarva sattvAnAm ca	bcom ldan 'das kyis @54b byams pa'i thugs dang / phan pa'i thugs dang / bdag dang / sems can thams cad thugs brtse ba nye bar bzung nas / bcom ldan 'das / de bshad du gsol /	88.00806026720937
aTa BagavAn SAkya muniH sarvAvantam SudDAvAsa Bavanam budDa cakzuzA avalokya viSudDa vizaya jyotirvikaraNa viDvaMsinIm nAma samADim samsma	de nas bcom ldan 'das sh'akya thub pas thams cad dang ldan pa'i 'khor dang / gnas gtsang ma'i gnas la sangs rgyas kyi spyan gyis gzigs nas dag pa'i yul la 'od rnam par spros te / yul rnam par 'jig pa zhes bya ba'i ting nge 'dzin la snyoms par zhugs so //	90.32233749437724
samanantara samApannasya Bagavata    saFkusumita boDisattvasaQcodanI nAma raSmi        sita raSmi avaBAsam dRzwvA	bcom ldan 'das snyoms par zhugs ma thag tu mdzod spu nas me tog kun tu skyes pa zhes bya ba dang / byang chub sems dpa' yang dag par bskul ba zhes bya ba'i 'od phyung ste / 'od bye ba khri phrag brgya stong du ma'i 'khor gyis bcom ldan 'das la lan gsum bskor ba byas nas stong gsum gyi stong chen po'i 'jig rten gyi khams su song nas / byang shar gyi phyogs su brgya stong gi gang g'a'i klung gi 'jig rten gyi khams 'das nas / me tog dang ldan pa zhes bya ba'i 'jig rten gyi khams su rjes su zhugs te / gang na me tog kun tu skyes pa'i rgyal po'i dbang po zhes bya ba'i de bzhin gshegs pa bzhugs par ro // der yang 'jam dpal gzhon nur gyur pa sngon gyi smon lam gyi dbang gis byang chub sems dpa' sems dpa' chen po'i spyod pa dang @55a par ro //	22.409466333974258
Izat prahasita vadanaH BUtvA tam boDisattva gamAmantrayate sma	*// ldan pa rnams dang lhan cig gnas par gyur to // 'jam dpal gzhon nur gyur pas 'od zer gyi snang ba de mthong nas bzhin cung zad 'dzum pa dang ldan par gyur nas byang chub sems dpa'i tshogs de dag la smras pa / rgyal ba'i sras dag /	73.46595969862415
iyam Bo jinaputrAH asmAkam raSmi saQcodanI	'od 'di ni nga la yang dag par bskul ba'i phyir 'ongs pa yin gyi /	77.14327144116577
iha AyAta sajjIBavantu BavantaH	khyed cag g-yeng ba med par gyis shig ces smras so //	71.64626658187723
aTa Kalu maQjuSrIH kumAra BUtaH boDisattvaH mahAsattvaH utPulla nayanaH nimipa nayanaH yena asO raSmi avaBAsaH tena aBimuKaH tasTO	de nas byang chub sems dpa' sems dpa' chen po 'jam dpal gzhon nur gyur pa mig mi 'dzums shing kha bye bas 'od gang na ba de logs su mngon du bltas nas 'dug go /	83.87699155844778
aTa sA raSmiH saQcodanI kusumAvatI lokaDAtum mahatA avaBAsena avaBAsya BagavataH	de nas bskul ba'i 'od des me tog dang ldan pa zhes bya ba'i 'jig rten gyi khams snang ba chen pos snang bar byas te /	88.96156530909055
saFkusumita rAja indrasya taTAgatasya tris pradakziNIkRtya maQju Sriyasya boDisattvasya	me tog kun tu skyes pa rgyal po'i dbang po de bzhin gshegs pa la lan gsum bskor ba byas te / byang chub sems dpa' sems dpa' chen po 'jam dpal gzhon nur gyur pa'i spyi bor nub par te / gyur to //	85.18490805489864
mahAsattvasya mUrDani antarDIyate sma aTa maQjuSrIH kumAra BUtaH utTAya AsanAt Bagavantam saFkusumita rAja indram taTAgatam tris pradakziNIkRtya	de nas 'jam dpal gzhon nur gyur pa stan las langs te / bcom ldan 'das me tog kun tu yang dag par skyes pa rgyal po'i dbang po de bzhin gshegs pa la lan gsum bskor ba byas te /	85.94835823856494
SirasA praNamya dakziNam jAnu maNxalam pRTivyAm pratizWApya	spyi bos phyag btsal nas pus mo gams pa'i lhang sa la btsugs te /	83.01062271870254
Bagavantam saFkusumita rAja indram etat avocat  samanvAhRtA asya BagavatA SAkya muninA taTAgatena arhatA samyak sambudDena	bcom ldan 'das me tog kun tu skyes pa rgyal po'i dbang po la 'di @55b skad ces gsol to // bcom ldan 'das sh'akya thub pa zhes bya ba de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas kyis bdag la dgongs te /	83.03089204849316
gacCAmaH vayam Bagavat = itas sahAm lokaDAtum Bagavantam SAkya munim drazwum vanditum upAsitum	bcom ldan 'das /	16.79500899469296
sarva mantra caryA sADa na Opayika maNxala viDAnam kalpa rahasya pawa viDAna rUpa sarva taTAgata hRdaya guhya mudrA aBizekam nirdezwum sarva sattvAnAm sarva ASAm paripUrayitum	bdag ni bcom ldan 'das sh'akya thub pa la blta ba dang / phyag bya ba dang / bsnyen bkur bya ba dang / sngags thams cad kyi spyod pa dang / sgrub thabs dang / dkyil 'khor dang / cho ga dang / gsang ba dang / cho ga zhib mo dang / cho ga'i ngo bo dang / de bzhin gshegs pa thams cad kyi thugs dang / gsang ba dang / phyag rgya dang / dbang bskur ba bstan pa dang / sems can thams cad kyi bsam pa thams cad yongs su rdzogs par bya ba'i phyir mi mjed kyi 'jig rten gyi khams 'di nas mchi bar 'tshal lo // de skad ces bcom ldan 'das me tog kun tu skyes pa rgyal po'i dbang po de bzhin gshegs pa la gsol pa dang / 'jam dpal gzhon nur gyur pa ting nge 'dzin gang la snyoms par zhugs pa na phyogs bzhi mtha' yas mu med pa steng dang / 'og dang / thad ka thams cad dang ldan pa'i phyogs sangs rgyas bcom ldan 'das rnams kyis yang dag par gang bar gyur to //	10.0
vEdya  evam ukte BagavAn saFkusumita rAja indraH taTAgataH maQju Sriyam kumAra BUtam etat avocat H gacCa tvam maQjuSrIH kumAra yasya idAnImmanyase	'jig rten gyi khams de dang / bcom ldan 'das dang bcas pas / rgyal ba'i sras / legs so // legs so // 'di lta bu'i ting nge 'dzin gyi khyad par la snyoms par zhugs pa @56a *// ni nyan thos dang / rang sangs rgyas thams cad kyis kyang mi nus / byang chub sems dpa' spyod pa la zhugs pa dang / sa bcu la gnas pa dag gis kyang snyoms par zhugs par mi nus so // de nas bcom ldan 'das me tog kun tu yang dag par skyes pa rgyal po'i dbang po de bzhin gshegs pa sangs rgyas bcom ldan 'das de rnams dang lhan cig tu yang dag par bgros te / 'jam dpal gzhon nur gyur pa 'di'i snying po mchog tu gsang ba don thams cad sgrub pa'i snying po gsungs pa ni yi ge gcig pa zhes bya ba mchog tu gsang ba / sems can thams cad kyi las thams cad byed pa / sngags kyi spyod pa khyad par can bzang po yang dag par sgrub par byed pa'o; ;de nas bcom ldan 'das me tog yang dag par skyes pa rgyal po'i dbang po de bzhin gshegs pa yud tsam zhig cang mi gsung bar gyur te / thams cad dang ldan pa'i 'jig rten thams cad la sangs rgyas kyi spyan gyis gzigs te / sangs rgyas bcom ldan 'das de dag la yang dag par dgongs nas byams pa'i thugs kyis sngags gsungs so // na ma:sarba bud dh'a n'am aam mam/ 'di ni 'jam dpal gyi snying po mchog yin te las thams cad byed pa'o // de nas 'jam dpal gzhon nur gyur pa ting nge @56b 'dzin de las langs nas / dper na / skyes bu stobs dang ldan pa lag pa bskum pa las brkyang ba dang / brkyang ba las bskum pa'am / se gol gtogs pa tsam mam / mig 'byed 'dzums tsam la rdzu 'phrul gyi stobs kyi shugs blo ting nge 'dzin ces bya ba'i ting nge 'dzin gyi khyad par rnam par 'phrul pa zhes bya ba la snyoms par zhugs te / mi mjed kyi 'jig rten gyi khams su chas te sngar 'khod nas / steng gi nam mkha'i dkyil na nor bu rin po che rab tu gnas pa'i gnas gtsang ma'i ris kyi lha rnams gnas su 'dug ste / gnas gtsang ma'i gnas de thams cad 'od chen po'i snang bas gsal bar byas te / 'od kyi rin po ches rab tu brgyan cing gsal ba zhes bya ba'i ting nge 'dzin la snyoms par zhugs so // 'jam dpal gzhon nur gyur pa snyoms par zhugs ma thag tu rin po che rnam pa tha dad pa du ma'i khang pa brtsegs pa dang zhugs so // / rin po che'i gdugs dang / dpag tshad brgya stong phrag du ma rgya che ba'i lha'i gos dang / dar mang po'i tshogs kyis nye bar mdzes par byas pa'i 'jam dpal gzhon nur gyur pa la 'di skad ces bka' stsal to // 'jam dpal gzhon nur gyur pa / de'i dus la bab par shes na song zhig /	10.0
api tu asmad vacanena BagavAn SAkya muniH alpa AbADa tAm alpa AtaFka tAm laGUti Ana tAm sanyAsa vihAra tAm prazwavyaH	'on kyang nga'i bkas bcom ldan 'das sh'akya thub pa la gnod pa nyung ngam / nyam nga ba chung ngam / bskyod @57a *// pa yang ngam / bde ba la reg par gnas sam zhes zhu bar bya'o //	84.64785667439294
aTa BagavAn saFkusumita rAja indraH taTAgataH maQju Sriyam kumAra BUtam etat avocat	de nas bcom ldan 'das me tog yang dag par skyes pa rgyal po'i dbang po de bzhin gshegs pas 'jam dpal gzhon nur gyur pa la 'di skad ces bka' stsal to // gzhan yang / gzhon nu /	91.09106186758753
api tu kumAra Sata sahasragaFgA nadI sikata praKyEH taTAgatEH arhadBiH samyak sambudDEH tvadIyam	gang g'a'i klung brgya stong gi bye ma snyed kyi de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas kyis khyod kyi sngags kyi spyod pa dang /	82.2944817519987
mantra caryA maNxala kalpa rahasya aBizeka mudrA pawala viDAna homa japa niyama sarva ASApAripUraka sarva sattva santozaNa jyoti ratna pawala visarAt	dkyil 'khor dang / cho ga zhib mo dang / gsang ba dang / dbang bskur ba dang / phyag rgya'i tshogs dang / cho ga dang / sbyin sreg dang / bzlas pa dang / brtul zhugs bsam pa thams cad yongs su rdzogs par byed pa / sems can thams cad dga' bar byed pa / 'od rin po che'i tshogs kyis rab 'byams / 'das pa dang / da ltar byung ba dang / ma 'ongs pa shes pa / rgyal po'i dbang phyug lung ston par byed pa / sngags bzla ba / yul gyi mthar 'gro bar byed pa mi snang bar byed pa dang / dus dang / dam tshig rab 'byams kyi tshogs thams cad dang / 'jig rten pa ma lus pa dang / 'jig rten las 'das pa'i sangs rgyas dang / byang chub sems dpa' dang / 'phags pa nyan thos dang / rang sangs rgyas kyi nges par 'byung ba'i spyod pa mthar thug @57b pa gsungs pa dang / gsung ba dang / gsung bar 'gyur ba yin te /	10.0
BAzizyante ca mayA api etarhi	de ltar rjes su yi rang ba nyid de / 'jam dpal gzhon nur gyur pa /	55.17579759973468
anumoditum eva gacCa tvam maQjuSrIH kumAra BUta yasya idAnIm kAlam manyase SAkya muni samIpam sammuKam iyam Darma paryAyam Srozyasi tvam api BAzizyase	de'i dus la bab par shes na song zhig; sh'akya thub pa'i spyan sngar mngon sum du chos kyi rnam grangs 'di thos par gyur te khyod kyang ston par 'gyur ro //	73.94727909223855
Bavati ca atra mantraH	'dir yang gsungs pa /	60.36119374774751
namaH sarva taTAgatAnAm acintya apratihata SAsanAnAm om ra ra smara	na ma:sarba ta th'a ga ta n'am/	60.12116373738935
apratihata SAsana kumAra rUpa DAriNa hUm hUm Paw Paw svAhA	aa tsin tya aa pra ti ha ta sh'a sa n'a n'am/ aom sma ra sma ra aa pra ti ha ta sh'a sa na ku m'a ra r'u pa ha ri na / aom h'um h'um phat phat sv'ah'a /	84.4823094061027
ayam sa kumAra maQjuSrIH mUlamantraH sarvezAm taTAgatAnAm hRdayaH	'di ni 'jam dpal gzhon nur gyur pa'i rtsa ba'i sngags so; ;de bzhin gshegs pa thams cad kyi snying po ste /	74.6416034498624
sarvEH ca taTAgatEH BAzitaH	de bzhin gshegs pa thams cad kyis gsungs pa /	63.51114511489868
BAzizyante	gsung zhing gsung bar 'gyur la /	62.37251186370849
sa tvam api idAnIm BAzizyase sahAm lokaDAtum gatvA vistara viBAgaSaH sarva karma karam	khyod kyang mi mjed kyi 'jig rten gyi khams su song nas dbye ba dang / rnam par dbye ba rgya cher ston par 'gyur te /	80.94660768200849
SAkya muninA taTAgatena aByanujQAtaH	de bzhin gshegs pa sh'akya thub pa zhes bya bas kyang las thams cad byed pa 'di rjes su gnang bar 'gyur ro //	65.14991596648622
parama hRdayam Bavati ca atra om vAkye da namaH upahRdayam ca atra vAkye hUm	'dir snying po mchog tu gyur pa ni / aom b'a kye dam na ma:'dir nye ba'i snying po ni / b'a kye h'um/	76.8710271372083
