		10.0
ratna gotra viBAgaH mahAyAna uttaratantra SAstram praTamaH paricCedaH om namaH SrI vajra sattvAya	@74b * // rgya gar skad du /ma h'a y'a na autta ra tantra sh'astra by'a khya / bod skad du / theg pa chen po rgyud bla ma'i bstan bcos rnam par bshad pa / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	83.7520978218121
budDaH ca DarmaH ca gaNaH ca DAtuH boDiH guNAH karma ca bOdDam antyam	sangs rgyas chos tshogs khams dang byang chub dang // yon tan sangs rgyas phrin las tha ma ste //	87.90535377218819
kRtsnasya SAstrasya SarIram etat samAsatas vajra padAni sapta	bstan bcos kun gyi lus ni mdor bsdu na // rdo rje yi ni gnas bdun 'di dag go //	86.45024152307113
vajra upamasya aDigama arTasya padam sTAnam iti vajra padam	rtogs pa'i don rdo rje lta bu'i gnas te / gzhi yin pa'i phyir rdo rje'i gnas so //	83.88039278428332
tatra Sruti cintA Amaya jQAna duzprativeDAt anaBilApya svaBAvaH pratyAtma vedanIyaH rTaH vajra vat veditavyaH yAni akzarANi tam arTam aBivadanti tad prApti anukUla mArga aBidyotanataH tAni tad pratizWA BUta tvAt padam iti ucyante	de la thos pa dang bsams pa las byung ba'i shes pas phigs par dka' ba'i phyir nas brjod du med pa'i rang bzhin so so rang gis rig par bya ba'i don rdo rje lta bur rig par bya'o // de thob pa dang rjes su mthun pa'i lam ston par byed pas na don de brjod pa'i yi ge gang yin pa de dag ni gnas zhes brjod // do // de'i rten du gyur pa'i phyir ro //	86.23262528851674
iti duzprativeDa arTena pratizWA arTena ca vajra pada tvam arTa vyaQjanayoH anugantavyam	de ltar phigs par dka' ba'i don dang / rten gyi don gyis don dang yi ge dag rdo rje dang gnas nyid du rtogs par bya'o //	89.00703971176686
tatra katamaH rTaH katamat vyaQjanam	de la don ni gang / yi ge ni gang zhe na / rtogs pa'i don rnam pa bdun ni don zhes brjod de / 'di lta ste /	76.27314565658422
arTaH ucyate sapta prakAraH Dik ama arTaH yat uta budDa arTaH Darma arTaH saMGa arTaH DAtu arTaH boDi arTaH guNa arTaH rgv karma arTaH ca ayam ucyate rTaH	sangs rgyas kyi don dang / chos kyi don dang / dge 'dun gyi don dang / khams kyi don dang / byang chub kyi don dang / yon tan gyi don dang / phrin las kyi don dang / 'di ni don zhes bya'o //	78.26695700894305
yEH akzarEH eza sapta prakAraH Dik ama arTaH sUcyate prakASyate idam ucyate vyaQjanam	yi ge gang dag gis rtogs pa'i don rnam pa bdun po 'di dag ston par byed / gsal bar byed pa de ni yi ge zhes bya'o //	85.09812633743934
sa ca eza vajra pada nirdeSaH vistareNa yaTAsUtram anugantavyaH	rdo rje'i gnas bstan pa de yang rgyas par mdo ji lta ba bzhin du rtogs par bya ste /	91.13842155714921
