		10.0
kASyapa parivarta sUtra	@211a rgya gar skad du / a'arya k'a shya pa pa ri brta n'a ma mah'a y'a na s'u tra / bod skad du / 'phags pa 'od srung gi le'u zhes bya ba theg pa chen po'i mdo / bam po dang po / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	50.20980483886734
sidDam evam mayA Srutam ekasmin samaye BagavAn rAjagRhe viharati sma	'di skad bdag gis thos pa dus gcig na / bcom ldan 'das /	71.57242047663553
gRdDakUwe parvate mahatA Bikzu saFGena sArdDam azwABiH Bikzu sahasrEH zodaSaBiH ca	rgyal po'i khab bya rgod phung po'i ri la dge slong @211b brgyad stong gi dge 'dun chen po dang / byang chub sems dpa' sangs rgyas kyi zhing sna tshogs nas 'dus pa khri drug stong thams cad kyang / 'di lta ste /	78.77430659153111
boDisattva sahasrEH nAnA budDa kzetra sannipatitEH eka jAti prabadDEH yat uta anutarasyAm samyaksamboDO	bla na med pa yang dag par rdzogs pa'i byang chub tu skye ba gcig gis thogs pa sha stag dang thabs gcig tu bzhugs / 'di lta ste /	78.32226114504883
kp tatra BagavAn Ayuzmantam mahAkASyapam Amantrayati sma	te / de'i tshe na tshe dang ldan pa 'od srung chen po 'khor de nyid du 'dus par gyur nas 'dug go; de nas bcom ldan 'das kyis tshe dang ldan pa 'od srung chen po la bka' stsal pa / 'od srung / chos bzhi po 'di dag ni byang chub sems dpa'i shes rab yongs su nyams par 'gyur ba ste /	68.8507913997515
katame catvAraH yat uta agOravO Bavati Darme ca Darma BANake ca Darma  ca Bavanti	bzhi gang zhe na / 'di lta ste / chos dang chos smra ba la mi gus pa yin /	74.86447322701737
Darma AcArya muzwin ca karoti Darma kAma AnaQca pudgalAnAm Darma antarAyam karOti vicCanda  vikzipati	chos la ser sna byed cing chos la slob dpon gyi dpe mkhyud byed pa yin / chos 'dod pa'i gang zag rnams la chos kyi bar chad byed cing 'dun pa zlog par byed / rnam par 'khrug pa byed de /	83.307042102863
na deSayati praticCAdayati	mi ston cing rab tu 'chab pa yin /	75.17970432954677
ABimAntikaH ca Bavati Atma utkarzI parapaMsakaH	mngon pa'i nga rgyal gyis bdag la bstod cing gzhan la smod pa yin te /	74.9830834258331
ime kASyapa catvAraH Darma boDisattvasya prajQApArihANAya saMvartate	'od srung / chos bzhi po de dag ni byang chub sems dpa'i shes rab yongs su nyams par 'gyur ba'o //	81.66898538972787
tatra idam ucyate	de la 'di skad ces bya ste / chos smra ba la gus pa med pa yin //	66.75071576925424
agOravaH Bavati ca Darma BANake Darmezu mAtsarya rataH ca Boti AcArya muzwiQcCa karoti Darme	chos la ser sna byed par gyur pa dang // chos la slob dpon dpe mkhyud byed pa yin //	72.28861617942353
Darma arTi kAnA ca karoti viGnam	chos 'dod rnams la bgegs ni byed gyur cing // 'dun pa bzlog la de bzhin @212a *//	70.06274951591497
vicCadayantaH viviDam kzipantaH	rnam 'khrug byed //	54.93652652439318
Darmam na deSayati jina praSastAn saH AtmA utkarzaNi nittya yuktaH	rgyal bas bsngags pa'i chos ni yong mi ston / le lo can te bdag bstod rtag tu brtson //	79.68104506438108
para paMsane ca aBirataH kusidO caturaH ime DarmA jinena proktA	gzhan la smod par byed la mngon par dga'; ;chos bzhi 'di dag rgyal ba'i sras rnams kyi // shes rab nyams par 'gyur bar rgyal bas gsungs //	81.22523272851258
prajQA prahANAya jinorsAnAm etAm hi catvAri jahitvA DarmAS	chos bzhi 'di dag rab tu spangs byas la //	73.17919923010326
caturO parAm Darma jina ukta BAvayet	rgyal bas gsungs pa'i chos bzhi gzhan bsgom mo //	69.24840314534245
kB catvArAH ime kASyapa DarmAH boDisattvasya mahA prajQAtAyEH saMvartante	'od srung / chos bzhi po 'di dag ni byang chub sems dpa'i shes rab chen por 'gyur ba ste / bzhi gang zhe na / 'di lta ste /	89.4580974256844
katame catvAraH yadu sa gOravaH Bavati Darme ca Darma BANake ca	chos dang chos smra ba la gus pa dang bcas pa yin /	73.96819796677225
yaTASrutAn= ca DarmAn yaTA paryAptAn pareByaH vistareNa samprakASayati nirAmizeNa cittena apratikAFkzayati kp  ca sattvAnAm avarNa ayaSam kIrrti Sabda Sloka niScAraNa tayA	zang zing med pa'i sems kyis rnyed pa dang bkur sti dang tshigs su bcad pa la mi re bar ji ltar thos pa dang / ji ltar khong du chud pa'i chos rnams gzhan dag la rgya cher yang dag par rab tu ston par byed pa yin / mang du thos pa las shes rab 'byung bar rig nas / mgo 'am gos la me 'bar ba bzhin du thos pa yongs su tshol zhing ji ltar thos pa'i chos rnams 'dzin par byed pa yin / nan tan snying por byed kyi / smra ba dang brjod pa'i tshig lhur len pa ma yin te / 'od srung / chos bzhi po 'di dag ni byang chub sems dpa'i shes rab chen por 'gyur ba'o // de la 'di skad ces bya ste / chos smra ba la gus pa dang bcas pa yin // zang zing med cing rnyed dang bkur sti la //	32.9397772884018
mAyA SAwWyena ca param upacarati na aDyASaye na	re ba med cing @212b tshigs bcad mi sems par // ji ltar thos pa'i chos rnams gzhan la ston // thos las shes rab 'byung bar des rig nas // mgo la 'bar bzhin rtag tu thos pa tshol // de ni ji ltar thos pa'i chos rnams 'dzin // chos bzung nas ni nan tan bya phyir gnas // mkhas de nan tan snying por byed pa yin // tshig lhur mi len smra ba lhur mi len // mkhas pas chos bzhi 'di dag bsten byas na // rgyal bas bsngags pa'i shes rab thob par 'gyur //	31.133004833595052
eBiH kASyapa caturBiH DarmEH samanvAgatasya boDi cittam muhyati	'od srung / byang chub sems dpa' chos bzhi dang ldan na / byang chub kyi sems brjed par 'gyur te /	88.5675728110742
vAm tatra idam ucyate	bzhi gang zhe na; 'di lta ste / slob dpon dang / bla ma dang / sbyin gnas la slu ba dang / gzhan 'gyod pa med pa dag la 'gyod pa nye bar bsgrub pa dang / theg pa chen po la yang dag par zhugs pa'i sems can rnams la bsngags pa ma yin pa dang / mi snyan pa dang / brjod pa ma yin pa'i sgra tshigs su bcad pa 'byin pa dang / sgyu dang g-yos gzhan la nye bar spyod kyi / lhag pa'i bsam pas ma yin pa ste / 'od srung / byang chub sems dpa' chos bzhi po de dag dang ldan na byang chub kyi sems brjed par 'gyur ro // de la 'di skad ces bya ste /	12.123537088294894
guru dAkziNIye na karoti proktum parezu kOkRti upasaMharanti boDA  sTita ye ca sattvAs	sbyin gnas bla mas bsgo bzhin mi byed dang // gzhan dag la yang the tshom nyer bsgrub dang // sems can gang dag byang chub rab zhugs pa //	85.30387713026467
tezAm avarNam ayaSam BaNanti mAyAya SAWyena ca ketavena	de la bsngags min mi snyan smra ba dang // sgyu dang g-yo dang rgyan la @213a *//	74.18445703613806
parti ca nASayena	dor byed pas // gzhan la brten gyi bsam pas ma yin pa // chos bzhi 'di dag kun du bsten byas na //	57.52296922477655
ime DarmAH nize mA  a mohe  i cittam vara budDa boDayeH x smAt imAH xxxS vamANaH vara agraB  D  y  su dUH  v  t  t	sangs rgyas byang chub sems mchog nyams par 'gyur // de lta bas na chos 'di sten byed na // byang chub mchog las de ni ring bar 'gyur // de las bzlog pa sten par byed na ni // byang chub mchog rab bsngags pa reg par 'gyur //	64.86276049582467
xxxxS nizevamAN vara agraB  D  spRS  t  H praSA x	'od srung /	10.0
kB caturBiH kASyapa DarmEH samanvAgatasya boDisattvasya	byang chub sems dpa' chos bzhi dang ldan na skye ba thams cad du skyes ma thag tu byang chub kyi sems mngon du 'gyur te /	66.82765820447294
sarvAsu jAtizu jata mAtrasya boDi cittam AmuKI Bavati na ca antarA  hi ati yAvat boDimaNxa nizadanAt	byang chub kyi snying po la 'dug gi bar du bar ma dor brjod par mi 'gyur ro //	70.90601795640315
katamEH caturBiH yat uta jIvita hetoH api samprajAna mRzAvAdam na BAzate	bzhi gang zhe na / 'di lta ste / srog gi phyir ram /	57.99745568619715
antam aSa hAsya prekzyam api aDyASayena sarva sattvAnAm antike tizWati apagata mAyA SAwWyatayA sarva boDisattvezu ca SAstR saQjQAm utpAdayati catur diSAm  cArayati	tha na bzhad gad kyi phyir yang rdzun gyi tshig mi smra ba dang / sgyu dang g-yo med par sems can thams cad kyi drung na lhag pa'i bsam pas gnas pa dang / byang chub sems dpa' thams cad la ston par 'du shes skyed cing /	82.83156709607182
yAH ca sattvAn paripAcayati tAn	de dag gi yang dag pa'i bsngags pa phyogs bzhir brjod pa dang / nyi tshe ba'i theg pa mi 'dod pa'i phyir sems can gang rnams yongs su smin par byed pa de dag thams cad kyang /	57.20195341530621
sarvAn uttarasyAm samyaksamboDO samAdApaya  kayAna spRhaNa tayA	bla na med pa yang dag par rdzogs pa'i byang chub yang dag par 'dzin du 'jug pa ste /	81.66224305607722
eBiH kASyapa caturBiH DarmEH samanvAgatasya boDisattvasya sarvAsu jAtizu jAta mAtrasya boDi cittam AmuKiBavati na ca antarA muhyatiboDimaNxa nizadanAt	'od srung / chos bzhi po de dag dang ldan pa'i byang chub sems dpa' skye ba thams cad du skyes ma thag tu byang chub kyi sems mngon du gyur te / byang chub kyi snying @213b po la 'dug gi bar du bar ma dor brjed par mi 'gyur ro //	90.23596921680928
tatra idam ucyate	de la 'di skad ces bya ste / srog gi phyir yang rdzun tshig mi smra zhing //	68.4721998666462
na jivita arTe anRtam vadanti BAzanti vAcam sadA arTa yuktam	rtag tu don dang ldan pa'i tshig rnams smra //	72.67240005802097
mAyAya SawWye  tya varjitA	sgyu dang g-yo ni rtag tu rnam spangs te //	73.53480245900708
aDyASayena sadA sattva paSyati boDAya ye prasTita SudDa sattvA SAstA iti tAn manyati boDisattva	lhag pa'i bsam pas rtag tu sems can lta // sems can dag pa byang chub gang zhugs pa // byang chub sems dpa' de la ston par sems // ston pa'i 'du shes nye bar bzhag nas kyang //	89.09965327570019
varNam ca tezAm BaNate caturdiSam SAstAra saQjQAm sat upasTa pitvA	de dag bsngags pa phyogs bzhir rjod par byed //	65.09850844348003
yAn= ca api sattvAn paripAcayati	sems can gang dag yongs su smin byed pa //	71.21150424366905
annuttare jQAne samAdapa iti	bla med ye shes yang dag 'dzin du 'jug / chos de dag la rab tu gnas pa rnams //	65.14364414190213
etezu Darmezu pratizWitAnAm cittam na boDAya kadAci muhyatiH	byang chub sems ni nam yang brjed mi 'gyur //	71.95461267892857
kB caturBiH kASyapa DarmEH samanvAgatasya boDisattvasya utpanna utpad nAma kuSalA	'od srung / byang chub sems dpa' chos bzhi dang ldan pa'i dge ba'i chos skyes shing byung ba rnams yongs su zad par 'gyur te /	81.38401986681679
DarmAH paryAdIyante yEH na vivarDanti  rDarmEH katamEH caturBiH yat uta aBimAnikasya	dge ba'i chos de dag gis rgyas par mi 'gyur ro // bzhi gang zhe na / 'di lta ste / mngon pa'i nga rgyal gyis 'jig rten rgyang pan pa'i gsang tshig tshol ba dang / rnyed pa dang bkur sti la lhag par zhen pas khyim la lta ba dang / byang chub sems dpa' la rnam par sdang zhing skur pa 'debs pa dang / ma thos pa dang ma zin pa'i mdo sde rnams spong ba ste /	49.81143622406731
loka Ayatana mantra paryezwyA	'od srung /	36.96181024204601
aSrutAnAm anuddizwAnAm ca sU  NaH eBiH kASyapa caturBiH DarmEH samanvAgatasya boDisattvasya utpanna utpannA kuSalAn Da  vivarDate kuSalEH DarmEH tatra idam ucyate lokAyikam ezati ABimAnikaH kulAni	byang chub sems dpa' chos bzhi po de dag dang ldan pa'i dge ba'i chos skyes shing byung ba rnams yongs su zad par 'gyur te / dge ba'i chos de @214a *// dag gis rgyas par mi 'gyur ro // de la 'di skad ces bya ste / nga rgyal gyis ni 'jig rten rgyang pan tshol // rnyed kyi phyir ni mi la sbyor bar byed //	86.24882867945645
budDa OrasAH dvizate ca boDisattvAn= tezAm avarNam BaNate samantAt	byang chub sems dpa' sangs rgyas sras la sdang // de dag bsngags min kun du smra bar byed //	83.12851125854658
na uddizwataH ca api SrutA	de ni ma thos pa dang ma zin mdo // bde bar gshegs pas gsungs pa spong bar byed //	65.60310096988896
kzipitAH imi jinena proktAt tam ehi Darma ihi samanvitasya	chos 'di dag dang ldan par gyur pa ni //	69.95866680145264
