		10.0
AcArya vasubanDu viracitam paQca skanDa prakaraNam praTama aDikAraH  skanDa uddeSa nirdeSakaH	@11b * // rgya gar skad du /panytsa skandha pra ka ra na / bod skad du / phung po lnga'i rab tu byed pa / 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	75.89453458786011
paQca skanDAH rUpa skanDaH vedanA skanDaH saMjQA skanDaH saMskAra skanDaH vijQAna skanDaH ca rUpasya dvO BedO	phung po lnga ni gzugs kyi phung po dang / tshor ba'i phung po dang / 'du shes kyi phung po dang / 'du byed kyi phung po dang / rnam par shes pa'i phung po'o //	93.47011635842041
rUpam katamat	gzugs gang zhe na /	94.9345539871015
yat kiQcid rUpam sarvam tat catvAri mahABUtAni catvAri ca mahABUtAni upAdAya mahABUta nAmAni	gzugs gang yin pa ci yang rung ste / de dag thams cad 'byung ba chen po bzhi dag dang / 'byung ba chen po'i bzhi dag rgyur byas pa'o //	93.6138684977059
katamAni catvAri mahABUtAni	'byung ba chen po bzhi dag gang zhe na /	95.94836759567261
pRTivI DAtuH abDAtuH tejaH DAtuH vAyuDAtuH ca mahABUta lakzaNAni	sa'i khams dang / chu'i khams dang / me'i khams dang / rlung gi khams so //	87.24941657800079
tatra pRTivI DAtuH katamaH  kaWina tA	de la sa'i khams gang zhe na / sra ba nyid do //	84.43917767206828
abDAtuH katamaH nizyandatA	chu'i khams gang zhe na /	69.91265115737914
tejaH DAtuH katamaH uzNa tA	gsher ba nyid do // me'i khams gang zhe na / tsha ba nyid do //	87.62675871167865
vAyuDAtuH katamaH	rlung gi khams gang zhe na //	86.95395596274014
pOnaH punyakampanatA upAdAya rUpa nAmAni	yang zhing g-yo ba nyid do //	54.800845392819106
upAdaya rUpam katamat	rgyur byas pa'i gzugs gang zhe na /	75.0573456287384
cakzuH indriyam Srotra indriyam GraNa indriyam jihvA indriyam kAya indriyam rUpam SabdaH ganDaH	mig gi dbang po dang / rna ba'i dbang po dang / sna'i dbang po dang / lce'i dbang bo dang / lus @12a * //	83.52741674627397
rasaH sprazwavya eka deSaH abijQaptiH ca	kyi dbang po dang / gzugs dang / sgra dang / dri dang / ro dang / reg bya'i phyogs gcig dang / rnam par rig byed ma yin pa'o //	76.90643508386744
upAdAya rUpa lakzaNAni cakzuH indrayam katamat	de la mig gi dbang po gang zhe na /	69.90521209580558
