		10.0
gurupaQcASikA om namaH budDAya	@10a # // rgya gar skad du /gu ru panytsa bim shi ka / bod skad du /bla ma lnga bcu pa / bcom ldan 'das rdo rje sems dpa' la phyag 'tshal lo //	79.12664688980821
SrI vajra sattva padavI pratilamBa hetoH natvA yaTAviDi guroH caraNa aravindam	dpal ldan rdo rje sems dpa'i gnas thob rgyur gyur pa // bla ma'i zhabs kyi padmar ji bzhin btud byas te //	81.57736970934971
tad paryupAstiH amalA bahu tantra gItA saMkzipya kaTyate iyam SRNuta AdareNa	de bstan pa ni dri med rgyud mang las gsungs pa // mdor bsdus bshad pa 'di ni gus pas mnyan par gyis //	81.05788384003021
aBizeka agra labDaH hi vajra AcAryaH taTAgatEH	dbang bskur mchog thob rdo rje yi // slob dpon la ni de bzhin gshegs //	79.5078148810848
daSa diS loka DAtu sTEH tri kAlam etya vandyate	phyogs bcu'i 'jig rten khams bzhugs pas // dus gsum du ni mngon phyag 'tshal // mchog tu dad pas dus gsum du //	81.93011054081303
tri kAlam parayA BaktyA sa puzpa aQjali maNxalEH	dkyil 'khor me tog bcas thal mos //	70.82456125531877
paryupAsyaH guruH SAstA SirasA pAda vandanAt	ston pa bla ma bsnyen bkur zhing // zhabs la spyi bos phyag bya'o //	82.11080479939389
sadDarma AdIn puraskRtya gRhI vA navakaH pi vA	khyim pa'am ni gsar bu la // 'jig rten smod pa spang pa'i phyir // dam chos la sogs mdun bdar te //	72.68091780702218
vandyaH vrata DarEH budDyA lokO= adya avahAnaye	brtul zhugs 'dzin pas blos phyag bya //	73.22920167140472
suKa Asanam samutTAnam arTa kriyA Adi gOravam	gdan bstabs pa dang ldang ba dang // don gyi bya ba sogs bsnyen bkur // brtul zhugs can gyis kun bya ste //	79.94562504157474
sarvam eva vratI kuryAt tyaktvA ca arcana vandanam	phyag bya dam pa min las spang // bla ma dang ni slob ma dag / mtshungs par dam tshig nyams 'gyur bas //	75.3830222478657
prAk Sizya AcArya saMbanDaH kAryaH parIkzya sUriBiH	dpa' bos dang por slob dpon dang // slob ma'i 'brel pa brtag par bya //	82.42316362082833
samAna samaya BraMSaH dozaH hi guru SizyayoH	blo ldan slob mas bla mar ni //	60.941348606540316
nizkRpam kroDanam krUram stabDam laGum asaMyatam sva utkarzakam ca no kuryAt gurum Sizyam ca budDimAn	snying rje med cing khro la gdug / khengs shing chags la ma bsdams dang // spyo mas dang bcas par mi bya'o //	65.56873711189664
DIraH vinItaH matimAn kzamAvAn ArjavaH SaWaH	brtan zhing dul la blo gros ldan // bzod ldan drang la g-yo sgyu med //	85.8206717054768
mantra tantra prayoga jQaH kRpAluH SAstra kovidaH	sngags dang rgyud kyi sbyor ba shes // snying brtser ldan zhing bstan bcos mkhas //	79.46408850261038
daSa tattva parijQAtA maNxala AleKya karma vid	de nyid bcu ni yongs su shes // dkyil 'khor 'dri ba'i las la mkhas //	83.16275817785652
mantra vyAKyA kRt AcAryaH prasannaH syAt jita indriyaH	sngags bshad pa yi sbyor ba shes // rab tu zhi zhing dbang po dul //	76.1291383702782
tam nATam yaH vamanyeta SizyaH BUtvA sa cetanaH	de 'dra'i mgon la bsams byas @10b nas ; / slob mar gyur nas brnyas na ni //	73.9496627463932
sarva budDa apamAnena sa nityam duHKam ApnuyAt	sangs rgyas thams cad brnyas pas na // des ni rtag tu sdug bsngal 'thob // slob dpon la ni smod pa de //	83.53624973204478
Iti upadrava cOrEH ca graha jvara viza AdiBiH	yams dang 'tshe ba'i nad rnams dang // gdon dang rims dang dug rnams kyis //	76.87369910420591
mriyate sO mahA mUXaH guru pAda aBinindakaH	rmongs chen de ni 'chi bar 'gyur //	61.94734655107771
rAja vAta anala vyAlEH xAkinI jala taskarEH	rgyal po me dang sbrul gdug dang // chu dang mkha' 'gro rkun po dang // gdon dang log 'dren rnams kyis kyang //	78.374053882144
viGnEH vinAyakEH ca api mAritaH narakam vrajet	bsad nas sems can dmyal bar 'gro //	65.57860629899162
na kuryAt citta saMkzoBam AcAryasya kadAcana	nam yang slob dpon dag gi ni // kun du sems dkrugs mi bya ste // gal te rmongs pas byas gyur na //	77.02053911699421
yadA karoti duzprajQaH narake pacyate Druvam	dmyal bar nges par 'tshed par 'gyur // mnar med la sogs 'jigs rung ba'i //	75.91349297573153
narakAH ye samAKyAtAH avIci a AdyAH BayAnakAH	dmyal ba bstan pa gang yin pa // slob dpon la ni smod pa rnams //	78.93140496136026
tatra vAsaH samAKyAtaH AcAryasya hi nindanAt	der ni gnas par yang dag bshad //	67.90411369005838
tasmAt sarva prayatnena vajra AcAryam mahA gurum	de bas 'bad pa thams cad kyis // rdo rje slob dpon blo gros che // dge ba rab tu mi spyo mas pa //	85.82366568093893
pracCanna vara kalyANam na avamanyet kadAcana	nam yang smad par mi bya'o //	64.19992361397578
yaTA izwa dakziNa AdAnAt guru Baktam sa gOravam	bla ma la ni gus bcad yon // rjes su mthun par sbyin par bya //	81.62869701809467
uktAH jvara AdayaH tApAH na BUyas praBavanti hi	des ni rims sogs gnod pa rnams // phyir zhing 'byung bar mi 'gyur ro // rang gi dam tshig slob dpon ni //	83.88168698019139
adeyEH putra dAra AdyEH asuBiH vA nijEH api	sbyin min bu dang chung ma dang // rang srog gis kyang brten bya na //	75.54337747827323
sevyaH sva saMvara AcArya kim punar viBavEH calEH	longs spyod g-yo ba smos ci dgos //	63.37012481689454
yatas su durlaBam vastu kalpa asaMKyeya kowiBiH	gang phyir bskal pa bye ba ni // grangs med par yang rnyed dka' ba'i // sangs rgyas nyid kyang brtson ldan la //	87.57730473995709
budDa tvam udyogavate dadAti iha eva janmani	tshe 'di nyid la ster bar byed //	76.87517301241556
nityam sva samayaH sADyaH nityam pUjyAH taTAgatAH	rtag tu rang gi dam tshig bsrung // rtag tu de bzhin gshegs pa mchod // rtag tu bla ma la yang 'bul //	69.52106701879464
nityam ca gurave deyam sarva budDa samaH hi asO	'di ni sangs rgyas kun dang 'dra // mi zad de ni 'dod pa yis //	71.7794467014748
yat yat izwataram loke viSizwaram eva vA	cung zad yid 'ong gang dang gang // shin tu khyad par gyur pa nyid //	67.24610059937632
tat tat hi gurave deyam sadA eva akzayam icCatA	de dang de ni bla mar sbyin //	65.30374558766682
