		10.0
AcArya kamala SIla praNItaH BAvanA kramaH praTamaH	@22a * // rgya gar skad du /zh'a ba na kra ma / bod skad du / bsgom pa'i rim pa / 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	73.18774180266013
mahAyAna sUtrANAm yaH Adi karmikasya caryA niyamaH	theg pa chen po'i mdo sde yi // tshul spyod las ni dang po ba //	79.61447396794108
tam aDikRtya saMkzepAt BAvanA kramaH tu aBiDIyate	de las brtsams te bsgom pa yi // rim pa mdo tsam brjod par bya//	82.88629157591036
acireNa sarvajQa tAm prAptu kAmEH saMkzepataH karuNA boDi cittam pratipattiH ca iti trizu sTAnezu prayatitavyam	thams cad mkhyen pa nyid myur du thob par 'dod pas mdor na snying rje dang / byang chub kyi sems dang / sgrub pa dang / gnas 'di gsum la 'bad par bya'o //	86.67590591776401
budDatvasya aSeza Darma hetu mUlam karuNA eva iti jQAtvA sAdO= eva BAvayitavyA	de la sangs rgyas kyi chos ma lus pa'i rgyu'i rtsa ba ni snying rje kho na yin par shes par byas la de nyid la thog ma kho nar bsgom mo /	89.34888954150729
yaTA uktam Arya Darma saMgIti sUtre aTa Kalu avalokita ISvaraH boDisattvaH mahasattvaH Bagavantam etat avocat na Bagavan boDisattvena ati bahDarmezu Sikzitavyam	de skad du 'phags pa chos yang dag par sdug pa las gsungs te / de nas bcom ldan 'das la 'phags pa spyan ras gzigs dbang phyug gis 'di skad ces gsol to // bcom ldan 'das byang chub sems dpas chos rab tu mang po la bslab par mi bgyi'o //	88.49658377451698
ekaH DarmaH Bagavan boDisattvena su a ArADitaH su pratividDaH kartavyaH tasya sarva budDa DarmAH kara tala gatAH Bavanti	bcom ldan 'das byang chub sems dpas chos gcig rab tu gzung zhing rab tu rtogs par bgyis na sangs rgyas kyi chos thams cad de'i lag mthil du mchis pa lags so //	82.64483122034882
katamaH eka DarmaH	chos gcig po gang zhe na /	92.89080733519334
yat uta mahA karuNA	'di lta ste / snying rje chen po'o //	91.15439506479211
mahA karuNayA Bagavan boDisattvAnAm sarva budDa DarmAH kara tala gatAH Bavanti	bcom ldan 'das snying rje chen pos ni sangs rgyas kyi chos thams cad byang chub sems dpa' rnams kyi lag mthil du mchis pa lags so //	91.85100377436605
tat yaTA Bagavan yena rAjQaH cakravartinaH cakra ratnam gacCati tena sarvaH bala kAyaH gacCati	bcom ldan 'das dper bgyis na 'khor los sgyur ba'i rgyal po'i 'khor lo rin po che gang du mchis pa der dpung gi tshogs thams cad mchi'o //	89.08026650093012
evam eva Bagavan yena boDisattvasya mahA karuNa gacCati tena sarve budDa DarmAH gacCanti	bcom ldan 'das de bzhin du byang chub sems dpa'i snying rje chen po gang du mchis pa der sangs rgyas kyi chos thams cad mchi'o //	88.85837632287752
tat yaTA Bagavan jIvita indriye sati anyezAm indriyANAm pravRttiH Bavati evam eva Bagavat mahA karuNAyAm satyAm anyezAm boDisattvAnAm DarmANAm pravRttiH Bavati  iti	bcom ldan 'das dper bgyis na srog gi dbang po mchis na dbang po gzhan rnams 'byung bar 'gyur ro // bcom ldan 'das de bzhin du snying rje chen po mchis na byang chub sems dpa'i chos gzhan rnams kyang 'byung bar 'gyur ro zhes 'byung ngo //	87.67448105840707
Arya akzayam ati nirdeSe ca uktam punar aparam	'phags pa blo gros mi zad pas bstan pa las kyang gsungs te /	83.80229568731153
Badanta SAradvatI putra boDisattvAnAm mahA karuNA api akzayA	btsun pa sha ra dva ti'i bu gzhan yang byang chub sems dpa' rnams kyi snying rje chen po ni zad do //	88.04789279655635
tat kasya hetoH	de ci'i phyir zhe na /	88.51331394368952
