		10.0
SUnya tAsaptatiH Ss	@24a * // rgya gar skad du /sh'unya t'a sapti k'a ri k'a n'a ma // bod skad du / stong pa nyid bdun cu pa'i tshig le'ur byas pa zhes bya ba / 'jam dpal gzhon nur gyur pa la phyag 'tshal lo // gnas pa'am skye 'jig yod med dam // dman pa'am mnyam dang khyad par can //	47.379930365596195
sva upajQa vRttyA samanvitAH utpAda sTiti BaFgAstinAsti hIna sama uttamam	sangs rgyas 'jig rten snyad dbang gis // gsung gi yang dag dbang gis min //	56.08930005598148
lOkika vyavahArAt tu budDena uktam na tattvataH AtmA kaScid na ca anAtmA hi AtmA anAtmA itaraH ca na	bdag med bdag med min bdag dang // bdag med min pas brjod 'ga' med // brjod bya mya ngan 'das dang mtshungs //	76.16363315213039
vAcyaH sarvaH svaBAvena SUnyaH nirvANa sadRSaH	dngos po kun gyi rang bzhin @24b stong ; / gang phyir dngos rnams thams cad kyi //	64.5439048617317
hetu pratyaya sAmagrayAm sarvasyAm vA pRTak pRTak	rang bzhin rgyu rkyen tshogs pa'am //	69.9431564550142
sarva BAva svaBAvaH na tasmAt SUnyam hi vidyate	so so dngos po thams cad la // yod min de phyir stong pa yin //	88.40693722195209
BAvaH na utpadyate BAvAn na aBAvaH vidyamAnataH	yod phyir yod pa skye min te // med phyir med pa skye ma yin //	84.9582363171059
sat asat na viroDAt na sTiti BaFgO hi ajAtitaH	chos mi mthun phyir yod med min // skye ba med pas gnas 'gag med //	80.69248652898136
na jAyate yadA jAtam na ajAtam api jAyate	gang zhig skyes de bskyed bya min // ma skyes pa yang bskyed bya min //	79.50514863394609
jAta ajAtAt ca na evam hi jAyamAnaH pi jAyate	skyes pa dang ni ma skyes pa'i // skye bzhin pa yang bskyed bya min // 'bras bu yod pas 'bras ldan rgyu // rgyu min dang mtshungs med pa yang //	75.83101428277834
Pale syAt PalavAn hetuH na astitve hetunA samaH	med de la yang rgyu min mtshungs // yod min med pa'ang min na 'gal //	75.27507056381026
sat asat tve viroDi tvam trEkAlye na upapadyate	dus gsum rnams su 'thad ma yin //	63.718907125068434
na ekatve neka vRttiH na naH nekatve hi na ekatA	gcig med par ni mang po dang // mang po med par gcig mi 'jug /	79.21839465610913
tad pratItya samutpanna BAvAH te hi animittakAH	de phyir rten cing 'brel 'byung ba'i // dngos po mtshan ma med pa yin //	76.84349028496014
dvAdaSa aFgaH hi anutpAdaH samutpAdaH pratItyajaH	rten 'byung yan lag bcu gnyis gang // sdug bsngal 'bras can de ma skyes //	71.04002102569095
ekacitte na tat yuktam bahuzu api na yujyate	sems gcig la yang mi 'thad cing // du ma la yang 'thad ma yin //	82.74909304354402
AtmA na asti na ca anAtmA nitya anitye duHKam suKam	rtag min mi rtag min bdag dang // bdag min gtsang min mi gtsang min // bde min sdug bsngal ma yin te //	80.36039987281272
SuciH na aSuciH api asti viparyAsAH na santi atas	de phyir phyin ci log rnams med //	73.2328538053176
tad aBAve na ca avidyA viparyAsa catuzka jA	de med phyin ci log bzhi las // skyes pa'i ma rig min srid las //	81.95132298713246
tad aBAvAt na saMskArAH syuH SezAH api tAdRSAH	de med 'du byed mi 'byung zhing // lhag ma rnams kyang de bzhin no // ma rig 'du byed med mi 'byung //	81.19834504236727
saMskAre satya vidyA na na eva sa tad aBAvataH	de med 'du byed mi 'byung zhing // phan tshun rgyu phyir de gnyis ni //	72.91974925684774
parasparam hetu BUte svaBAvena na siDyataH	rang bzhin gyis ni ma grub yin //	70.5664510943673
svayam svaBAvataH sidDam paran= tat janayet kaTam	gang zhig bdag nyid rang bzhin gyis // ma grub de gzhan ji ltar bskyed //	82.04693033234832
atas sidDa parEH tEH na janyeran pratyayEH pare	de phyir gzhan las grub pa yis // rkyen gzhan dag ni skyed byed min //	82.58624595291745
pitA putraH na putraH pi pitA anyonyam na tO vinA	pha ni bu min bu pha min // de gnyis phan tshun med min la // de gnyis cig char yang min ltar //	85.24766639605407
taTA na yugapattO hi dvAdaSa aFgam taTA eva ca	yan lag bcu gnyis de bzhin no //	39.59516084194183
pratItya vizayAn svapne na syAt duHKam suKam yaTA	ji ltar rmi lam yul brten pa'i // bde sdug dang de'i yul med pa // de bzhin gang zhig la brten na //	81.86274871888189
vizayaH na taTA eva api tam pratItya pratItyajaH	gang zhig rten 'byung dang 'di'ang med //	68.43771390217105
svaBAvAt hi na BAvAH ced uttama aDama maDyamAH	gal te dngos rnams rang bzhin gyis // med na dman mnyam khyad 'phags dang // sna tshogs nyid ni mi 'grub cing //	73.5186384756571
