		10.0
mahAyAna sUtra alaMkAraH om namaH sarva budDa boDisattveByaH praTamaH DikAraH	@129b * // rgya gar skad du //s'u tra aa lam k'a ra bya khyam / bod skad du // mdo sde'i rgyan gyi bshad pa / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	81.93035514180048
arTa jQaH rTa viBAvanAm prakurute vAcA padEH ca amalE	don shes don ston rab tu byed pa dag dang tshig rnams dri med pas //	84.48488112772428
rduHKasya uttaraNAya duHKita jane kAruNyataH tad mayaH	sdug bsngal bsgral phyir sdug bsngal 'gro la snying rje'i phyir te de'i bdag nyid //	88.33185808244488
Darmasya uttama yAna deSita viDeH sattvezu tad gAmizu	theg mchog bstan pa'i rnam pa chos kyi de yis 'gro ba'i sems can la //	82.55714459403382
SlizwAm arTa gatim niruttara gatAm paQca AtmikAm darSayan	'byor ba'i don tshul bla med gyur ba lang yi bdag nyid ston par byad //	74.24122422990558
arTa jQaH rTa viBAvanAm prakuruteityAdi koza deSam AraBya kaH laMkaroti	don shes don ston rab tu byed pa zhes bya ba la sogs pa ni ci zhes bstan pa las brtsams pa yin no // su zhig brgyan par byed ce na /	80.11742318519784
arTa jQaH	don shes pa'o /	75.5780041217804
kam alaMkAram alaMkaroti arTa viBAvanAm kurute	rgyan ci zhig brgyan par byed ce na / don ston rab tu byed pa'o // ces she na //	84.47631398004906
kena vAcA padEH ca amalEH	ngag dang tshig rnams dri med pas te /	69.53909843846371
amalayA vAcetiza pOryAdinA amalEH padEH iti yuktEH sahitEH iti vistaraH	ngag dri ma med pas zhes bya ba ni // grong khyer pa la sogs pas so // tshig dri ma med pas zhes bya ba ni / tshig dang yi ge rigs pa dang 'brel ba zhes bya brgyas par 'byung ba ste /	81.14501909696985
na hi vinA vAcA pada vyaQjanEH arTaH viBAvayitum Sakyate iti	ngag dang tshig dang yi ge dag pa med par ni don bstan par mi nus so // gang gi phyir zhe na //	91.5034065540818
kasmE duHKasya uttaraNAya duHKita jane kAruNyataH tad mayaH	sdug bsngal bsgral ba'i phyir / ro //	59.80290869120005
duHKita jane yat kAruNyam tasmAt kAruNyataH tad mayaH iti kAruNya mayaH	gang las she na // sdug bsngal 'gro la snying rje'i phyir te // de'i bdag gnyid sdug bsngal ba'i 'gro ba la snying rje ba gang yin ba'i snying rje de'i phyir ro // de'i bdag ces bya ba ni snying rje'i bdag nyid do //	77.35089537922907
kasya alaMkAram karoti	ci zhig gi rgyan du byed ce na //	91.23068984349568
Darmasya uttama yAna deSita viDeH	theg mchog bstan pa'i rnam pa chos kyi ste /	85.31219220161438
uttamayAnasya deSitaH viDiH yasmin Darme tasya Darmasya	chos kyi rnam grangs gang la theg pa mchog bstan pa'i rnam pa yod pa'i chos de'i'o //	80.62772489903583
kasmin= alaMkaroti	gang gi ched du brgyan par byad ce na /	67.24214605184702
sattvezu tad gAmizu	des 'gro ba'i sems can la'o // la zhes bya ba 'di ni ched yin te /	58.60370695952213
nimitta saptamI ezA mahAyAna gAmi sattva nimittam iti arTaH	theg pa chen pos 'gro ba'i sems can gyi ched du zhes bya ba'i tha tshig go //	81.0275405607884
kativiDam alaMkAram karoti	rgyan rnam pa du zhig gis brgyan par byed ce na /	87.52040067010996
paQcaviDam	rnam pa lnga ste /	84.4767307970259
SlizwAm arTa gatim niruttara gatAm paQca AtmikAm darSayan	'byor ba'i don tshul bla med gyur ba rnam pa lnga'i bdag nyid ston par byed do //	79.71201472457737
SlizwAm iti yuktAm	'byor ba zhes bya ba ni rigs pa'o //	59.0494384765625
niruttara gatAm iti anuttara jQAna yAna gatAm	bla med gyur ba zhes bya ba ni theg pa bla na med par gtogs pa'o //	86.82509395741111
tAm idAnIm paQca AtmikAm arTa gatim dvitIyena Slokena darSayati	da ni don gyi tshul lnga'i bdag nyid de tshigs su bcad pa gnyis pas ston par byed de //	90.66757801037521
Gawitam iva suvarNam vArijam vA vibudDam sukRtam iva su Bojyam BujyamAnam kzuDA ArtEH	gser las brdungs byas 'dra zhing padma rgyas pa bzhin //	60.88058558973375
msa bagCi	bkres @130a * // pas nyen pa g-yos legs kha zas zab 'dra //	50.97639962374154
viditaH iva su leKaH ratna pewA iva muktA	'phrin yig legs pa thos 'dra rin chen sgrom phye ltar //	77.21639319828579
vivRtaH iha sa DarmaH prItim agryAm daDAti	chos de 'dir bshad pa yang dga' ba'i mchog bskyed do //	76.14655338634144
anena Slokena paQcaBiH dRzwAntEH sa hi DarmaH paQcaviDam arTam aDikRtya deSitaH sADyam vyutpAdyam cintyam acintyam parinizpannam ca aDigama arTam pratyAtma vedanIyam boDi pakza svaBAvam	tshigs su bcad pa 'dis ni dpe ldas chos de'i don rnam par lnga'i dbang du byas nas ston te / bsgrub par bya ba dang / bye brag tu shes par bya ba dang / bsam par bya ba dang / bsam gyis mi khyab pa dang / yongs su grub pa rtogs pa'i don so so rang gis rig par bya ba byang chub kyi phyogs dang mthun pa'i ngo bo nyid do //	90.44367985353415
saH nena sUtra alaMkAreNa vivRtaH prItim agryAm daDAti	de mdo sde'i rgyan 'dis rnam par 'grol na go rims bzhin du //	80.81025931149095
yaTAkramam Gawita suvarNa Adi vat	gser las brdungs byas pa la sogs pa lta bu yin la / mdo sde'i rgyan 'dis rnam par phye na dga' ba'i mchog bskyed do //	59.80609729968176
yadA sa DarmaH prakRtyA eva guNa yuktaH kaTam saH laMkriyate iti asya ca udyasya parihAra arTam tRtIyaH SlokaH	gang gi tshe chos de rang bzhin gyis yon tan dang ldan pa yin na // ji ltar de brgyan par byed ces bya ba'i klan ka 'di yongs su spang bar bya ba'i phyir // tshigs su bcad pa gsum pa ste /	93.55148698377386
yaTA bimbam BUzA prakRti guNavat darpaNa gatam	gzugs rgyan rang bzhin yon tan ldan pa me long nang song na //	65.4594322899145
viSizwam prAmodyam janayati nRNAm darSana vaSAt	mthong ba'i dbang gis mi rnams rab tu dga' ba'i mchog bskyed pa //	70.12373783829369
taTA DarmaH sUkta prakRti guNa yuktaH pi satatam	de bzhin legs gsungs rtag tu rang bzhin yon tan ldan pa yi //	77.24098195720637
viBakta arTaH tuzwim janayati viSizwAm iha satAm	chos kyang don rnams phye bas mkhas rnams 'di na dga' mchog bskyed //	74.06447980461336
anena kim darSayati	'dis ci ston zhe na /	92.18856316521055
yaTA bimbam BUzayA prakRtyA eva guNavat AdarSa gatam darSana vaSAt viSizwam prAmodyam	dper na gzugs brgyan dang rang bzhin nyid kyis yon tan dang ldan pa me long gi nang du song na mthong ba'i dbang gis rab tu dga' ba'i mchog bskyed pa de bzhin du //	78.5514193741828
janayati evam sa DarmaH su BAzitEH prakRtyA eva guNa yuktaH pi satatam viBakta arTaH tuzwim viSizwAm janayati	legs par gsungs pa dag gis rtag tu yon tan dang ldan pa'i chos de yang don rnam par phye ba blo dang ldan pa rnams la dga' ba khyad par can bskyed de /	86.7981629430709
budDimatAmatas tuzwi viSeza utpAdanAt alaMkRtaH iva Bavati iti	de bas na dga' ba'i khyad par can bskyed pa'i phyir brgyan pa dang 'dra bar 'gyur ro //	88.75048059394472
atas param triBiH SlokEH tasmin Darme triviDam anuSaMsam darSayati Adara utpAdana arTam	de'i 'og tu tshigs su bcad pa gsum gyis chos de la gus pa bskyed pa'i phyir phan yon rnam pa gsum ston te /	88.24039705883014
AGrAyamANa kawukam svAdu rasam yaTA OzaDam tadvat	ji ltar bsnams na rab dku la // myangs na zhim pa'i sman bzhin du // chos kyang de bzhin gnyis su gnas //	83.59179733034476
DarmarmaH dvaya vyavasTA sTaH vyaQjanataH rTaH na carTataH ca jQeyaH	don dang yi ge shes par bya //	64.72811301549277
rAjA iva durArADaH DarmaH yam vipula gAXa gamBIraH	chos dka' rgya chen zab mo 'di // rgyal po bzhin du mnyes par dka' // mnyes par byas na de bzhin du //	87.70201273231109
ArADitaH ca tadvat vara guNa Dana dAyakaH Bavati	yon tan mchog gis nor sbyin byed / rin chen rigs ldan rin thang med //	87.00853122544878
ratnam jAtyam anarTaMrGaMyaTA parIkzaka janam na tozayati	lta mi @130b shes pa'i mi mi mgu //	67.87696777071271
DarmaH taTA ayam abuGam viparyayAt tozayati tadvat msa bagCi	de bzhin mi mkhas chos 'di la // zlog na de bzhin mgu bar 'gyur //	72.77497241543621
triviDaH nuSaMsaH	phan yon rnam par gsum la /	88.93785315972788
AvaraNa prahANa hetu tvam OzaDa upama tvena	snam gyi dpes ni sgrib pa spong ba'i rgyu nyid de //	86.5886762875777
dvaya vyavasTaH iti vyaQjana arTa vyavasTaH	gnyis su gnas zhes bya ba ni / yi ge dang don du rnam par gnas pa'o //	91.55095585122855
viBu tva hetu tvam aBijQa Adi vESezika guNEH Svarya dAnAt rAja upama tvena	rgyal po'i dpes ni dbang 'byor ba'i rgyu nyid de / mngon par shes pa la sogs pa yon tan khyad par can rnams kyis dbang phyug sbyin par byed pa'i phyir ro // rin po che rigs dang ldan pa'i ring thang med pa'i dpes ni /	79.18982479392028
