		10.0
SaraNa gamana deSanA namaH ratnatrayAya	@297b # // rgya gar skad du /sa ra nam gatstsh'a mi de sha / bod skad du / skyabs su 'gro ba bstan pa / dkon mchog gsum la phyag 'tshal lo //	72.68986577481603
tri apAya paQca yonInAm sarva duHKa viGAtakam	ngan song gsum dang 'gro ba lnga'i // sdug bsngal ma lus sel mdzad cing // mtho ris mya ngan 'das pa yi //	83.42448790703358
SreyaH Byudaya sOKyAnAm dAtAram praNamAmi tam	bde ba stsol mdzad de la 'dud //	71.67263603210449
atra SaraNa gamanam aBiDAsye  samAsatas	'dir skyabs su 'gro ba bshad par bya ste / sdom la /	80.91651058197021
aDizWAna sTitI cintA kAla prakRti mAnakam	rten dang @298a * // gnas dang bsam pa dang // dus dang rang bzhin tshad dang ni // tshul dang bslab pa nges pa'i tshig /	66.32907316237133
nayaH SikzA niruktiH ca karma Opamya viBaktayaH	las dang dpe dang dbye ba dang // nyes dmigs dgos pa phan yon te //	79.30649495398877
AdInava arTa SaMsAH ca proktAH paQcadaSa kramAt	rnam pa bco lnga dag tu brjod //	76.05204200744629
tatra aDizWAna pudgalaH tu dviviDaH mahAyAna gotrIyaH hIna yAna gotrIyaH ca	de la rten gyi gang zag ni gnyis te / theg pa chen po'i rigs can dang / theg pa chung ngu'i rigs can no //	84.5874042501484
sTitiH dviviDAH mahA hIna yAna BedataH	gnas ni rnam pa gnyis te / theg pa che chung gi bye brag gis so //	81.84537277310261
tatra evam hi tAvat mahAyAna SAstrezu ratna trayam taTatA ratna trayam aBisamaya ratna trayam sammuKa sTam ca ratnatrayam	de la theg pa chen po'i gzhung gis ni dkon mchog gsum 'di lta bu yin te de kho na nyid kyi dkon mchog gsum dang / mngon par rtogs pa'i dkon mchog gsum dang / mdun du bzhugs pa'i dkon mchog gsum mo //	85.0224484259503
tat ca evam jQeyA viparyasta jQAnam	de yang 'di ltar shes bya phyin ci ma log par mkhyen pa /	87.34546321735047
nirvikalpA dvaya jQAnam DarmaDAtu avasTita tvam ca	rnam par mi rtog pa gnyis su med pa'i ye shes /	78.78748027821804
tat eva viSudDa Darma DAtu prajQApAramitA samAhita avasTAyAm gagana tala vat samasta Darma sAkzAt kAriNyAm mahA BUmO avasTitAH boDisattvAH ca taTatA ratna trayam aTa ca evam dviviDaH rupa kAyaH santAna avasTitAH catur satya saptatriMSat boDi pAkzika Darma BUmi pAramitA AdayaH DarmAH prayoga mArgIyAH ca boDisattvAH punar ca evam citra aFkita tA utkIrNa nizikta mRNmayA Adi budDa pratima Adi nava aFga pravacana maya poTI pustaka Adi saMBAra mArgIyAH ca boDisatvAH	chos kyi dbyings la gnas pa dang / chos kyi dbyings rnam par dag pa shes rab kyi pha rol tu phyin pa de nyid dang / mnyam par gzhag pa'i dus su chos thams cad nam mkha'i dkyil lta bur shes pa'i byang chub sems dpa' sa chen po la gnas pa dang / yang 'di ltar gzugs kyi sku rnam pa gnyis dang bden pa bzhi dang / byang chub kyi phyogs kyi chos sum cu rtsa bdun dang / sa dang pha rol tu phyin pa la sogs pa'i chos rgyud la gnas pa dang / sbyor ba'i lam gyi byang chub sems dpa' dang / yang 'di ltar ri mor bris pa dang / 'bur du btod pa dang / lugs ma dang / lder so la sogs pa dang / gsung rab yan lag dgu'i bdag nyid po ti dang / glegs bam la sogs pa dang / tshogs kyi lam pa'i byang chub sems dpa'o //	75.98745972580721
hIna yAna SAstram tAvat budDa saMGa karAn DarmAn aSEkza anuBayAn= ca saH	theg pa chung ngu'i gzhung ni /	44.09263848843955
nirvANam ca iti SaraNam yaH yAti SaraNa trayam    iti	gang zhig gsum la skyabs 'gro ba // sangs rgyas dge 'dun byed pa'i chos // mi slob pa dang gnyis ka dang // mya ngan 'das la skyabs su 'gro //	73.16732769800555
tatra ASayaH mahA yAnina antu aSeza sattva arTa cintanam itarasya ca Atma arTam eva cintanam	zhes bya ba yin no // de la bsam pa ni theg pa chen po pa'i ni sems can ma lus pa'i don du sems pa'o // gcig ni bdag 'ba' zhig gi don du sems pa'o //	82.25199308942334
