		10.0
namaH boDisattvAya maQju Sriye kumAra BUtAya	@238a # // rgya gar skad du /bo dhi p'a tha pra d'i pam / bod skad du / byang chub lam gyi sgron ma / byang chub sems dpa' 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	66.35608600092351
kAla traya aKila jinAn= ca tadIya DarmAn saFGAt mahAdara tayA praNipatya ca api	dus gsum rgyal ba thams cad dag dang de'i chos dang // dge 'dun rnams la gus pa chen pos phyag byas te //	71.59361990451525
boDi praBeNa kaTitaH viSadIkaromi Sizya uttamena Kalu boDi paTa pradipam	slob ma bzang po byang chub 'od kyis bskul gyur pas // byang chub lam gyi sgron ma rab tu gsal bar bya // chung ngu @238b 'bring dang mchog gyur pas //	83.16003993216633
puruzAH triviDAH jQeyAH uttama aDamam aDmAH	skyes bu gsum du shes par bya //	69.80663871765137
liKyate lakzaNam tezAm sPuwam pratyeka BedataH	de dag mtshan nyid rab gsal ba // so so'i dbye ba bri bar bya //	75.20453366897769
upAyena tu kena api kevalam saMsRteH suKam	gang zhig thabs ni gang dag gis // 'khor ba'i bde ba tsam dag la // rang nyid don du gnyer byed pa //	78.82852691961281
svasya eva arTe yaH Iheta jQeyaH saH puruzaH DamaH	de ni skyes bu tha mar shes //	71.79675277074178
pApa karma nivRtta AtmA Bava suKAt parAFmuKaH	srid pa'i bde la rgyab phyogs shing // sdig pa'i las las ldog bdag nyid //	85.41177010537085
Atma nirvANa mAtra arTI yaH naraH maDyamaH tu saH	gang zhig rang zhi tsam don gnyer // skyes bu de ni 'bring zhes bya //	80.46442850441807
sva santAna gatEH duHKEH duHKasya anyasya sarvaTA	rang rgyud gtogs pa'i sdug bsngal gyis // gang zhig gzhan gyi sdug bsngal kun // yang dag zad par kun nas 'dod //	77.18483082718357
sarvasya yaH kzayam kAFkzet uttamaH puruzaH tu saH kAFkzantaH hi varAm boDim sattvAnAm uttamAH taTA	skyes bu de ni mchog yin no ; / sems can dam ba byang chub mchog /'dod par gyur ba de dag la //	73.35484705389648
darSitAn guruBiH teByaH sat upAyAm pracakzmahe	bla ma rnams kyis bstan pa yi // yang dag thabs ni bshad par bya //	72.72603965245548
sambudDa citra mUrti AdiH tu upasad Darma sammuKaH	rdzogs sangs bris sku la sogs dang // mchod rten dam pa mngon phyogs nas //	72.17351195057397
puzpa eDupEH padArTEH ca yaTAprAptEH supUjayet	me tog bdug spos dngos po dag / ci 'byor pa yi mchod pa bya //	73.30137698443355
samantaBadra caryA uktA pUjA saptaviDA api ca	kun bzang spyod las gsungs pa yi // mchod pa rnam pa bdun dag kyang // byang chub snying po'i mthar thug par //	82.45504476439898
boDisArasya paryantam avEvartika cittataH	mi ldog pa yi sems dag gis // dkon mchog gsum la rab dad cing //	69.8445256533032
suSradDayA tri ratneyaH BumO saMsTApya jAnunI	pus mo lha nga sar btsugs nas //	63.9596757888794
BUtvA kRtAQjaliH ca api tris ca AdO SaraNam vrajet	thal mo sbyar ba byas nas ni // dang por skyabs 'gro lan gsum bya //	82.12629502669732
tatas samasta sattvezu mEtrI citta puraskRtaH	de nas sems can thams cad la // byams pa'i sems ni sngon 'gro bas //	81.55777106287064
durgati traya ajanma Adi saFkrAnti maraNa AdiBiH	ngan song gsum du skye sogs dang // 'chi 'pho sogs kyis sdug bsngal ba'i // 'gro ba sa lus la bltas te //	80.1572196979234
dRzwvA aSezam jagat duKam duHKena duKitAyAH ca	sdug bsngal gyis ni sdug bsngal ba //	70.37288496945355
duHKa hetoH taTA duHKAt jagatAm mukti kAFkzayA	sdug bsngal sdug bsngal rgyu mtshan las // 'gro ba thar par 'dod pa yis // ldog pa med par dam 'cha' ba'i //	87.04896480350465
boDi cittam samutpAdyamanApAyi pratijQayA	byang chub sems ni bskyed par bya //	74.24199861950345
evam praNiDi cittAnAm utpAdetu guNAH ca ye	de ltar smon pa'i sems dag ni // bskyed pa'i yon tan gang yin pa //	85.01654973940839
te gaNxa vyUha sUtrezu mEtreyeNa praBAzitAH	de ni sdong po bkod pa yi // mdo las byams pas rab tu bshad//	77.27672572050271
sUtrasya tasya paWanAt SravaNAt guroH vA	de yi mdo klog pa'am bla ma la mnyan te //	64.31267776943388
samboDi citta guNakAni nirantakAni	rdzogs pa'i byang chub sems kyi yon tan mtha' med pa //	71.65578586404973
vijQAya tasya Kalu saMsTitAraRNAna	rnam par shes par byas la de nas rgyu mtshan du //	58.36399359703064
cittam taTA samudayeta muhur muhar ca	de ltar yang dang yang du sems ni bskyed par bya //	68.54341857106078
vIra datta parIpRcCA sUtre puNyam pradarSitam	dpa' sbyin gyis zhus mdo dag las // 'di yi bsod nams rab bstan pa //	79.62532291414323
yat tat Sloka trayeNa eva samAsena atra liKyate	@239a * // gang de tshigs bcad gsum tsam du // mdor bsdus 'dir ni bri par bya //	83.41082966566415
