		10.0
vEdya maDyamakaH  SAli stamba sUtram namaH budDAya aniroDam anutpAdam anucCedam aSASvatam aneka arTa manAna arTam anAgamam anirgamam	@180a / /rgya gar skad du /a'arya sh'a li stambha n'a ma mah'a y'a na s'u tra / bod skad du / 'phags pa s'a lu'i ljang pa zhes bya ba theg pa chen po'i mdo / sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo // 'di skad bdag gis thos pa'i dus gcig na / bcom ldan 'das rgyal po'i khab bya rgod phung po'i ri la dge slong stong nyis brgya lnga bcu'i dge slong gi dge 'dun chen po dang / byang chub sems dpa' sems dpa' chen po rab tu mang po dang thabs gcig tu bzhugs te / de'i tshe na tshe dang ldan pa sh'a ri'i bu byang chub sems dpa' sems dpa' chen po byams pa'i bgrod par bya ba'i sa phyogs ga la ba der song ste phyin nas phan tshun yang dag par dga' bar bya ba'i gtam rnam pa mang po byas nas 'dus te @180b gnyis ka rdo leb la 'khod do // de nas tshe dang ldan pa sh'a ri'i bus byang chub sems dpa' sems dpa' chen po byams pa la 'di skad ces smras so // byams pa / deng 'dir bcom ldan 'das kyis s'a lu'i ljang pa la gzigs nas dge slong rnams la mdo 'di gsungs so // dge slong dag /	10.0
yaH pratItyasamutpAdam prapaQca upaSamam Sivam	sus rten cing 'brel par 'byung ba mthong ba des chos mthong ngo // sus chos mthong ba des sangs rgyas mthong ngo zhes de skad bka' stsal nas /	57.84693675862661
deSayAmAsa saMbudDaH tam vande vadatAm varam	bcom ldan 'das cang mi gsung bar gyur na / byams pa / bde bar gshegs pas bka' stsal pa'i mdo de'i don ni ci / rten cing 'brel bar 'byung ba ni gang / chos ni gang / sangs rgyas ni gang / ji ltar rten cing 'brel bar 'byung ba mthong na chos mthong / ji ltar chos mthong na sangs rgyas mthong / de skad ces smras pa dang / byang chub sems dpa' sems dpa' chen po byams pas tshe dang ldan pa sh'a radva ti'i bu la 'di skad ces smras so // btsun pa sh'a ri'i bu / 'di la bcom ldan 'das chos kyi bdags po thams cad mkhyen pas / dge slong dag / sus rten cing 'brel bar 'byung ba mthong ba des chos mthong ngo // sus chos mthong ba des sangs rgyas mthong ngo zhes gsungs pa de la rten cing 'brel bar 'byung ba gang zhe na /	10.0
pratItyasamutpAdaH iti kasmAt ucyate sa hetukaH sa pratyayaH na ahetukaH na apratyayaH iti ucyate	rten cing 'brel bar 'byung ba zhes bya ba ni / 'di lta ste / 'di yod pas 'di 'byung @181a *// la; 'di skyes pa'i phyir 'di skye ba ste / gang 'di ma rig pa'i rkyen gyis 'du byed rnams / 'du byed kyi rkyen gyis rnam par shes pa / rnam par shes pa'i rkyen gyis ming dang gzugs / ming dang / gzugs kyi rkyen gyis skye mched drug / skye mched drug gi rkyen gyis reg pa / reg pa'i rkyen gyis tshor ba / tshor ba'i rkyen gyis sred pa / sred pa'i rkyen gyis len pa / len pa'i rkyen gyis srid pa / srid pa'i rkyen gyis skye ba / skye ba'i rkyen gyis rga shi dang / mya ngan dang / smre sngags 'don pa dang / sdug bsngal ba dang / yid mi bde ba dang / 'khrug pa rnams 'byung ste / de ltar sdug bsngal gyi phung po chen po 'ba' zhig po 'di 'byung bar 'gyur ro // de la ma rig pa 'gags pas 'du byed 'gag / 'du byed 'gags pas rnam par shes ba 'gag / rnam par shes pa 'gags pas ming dang / gzugs 'gag / ming dang / gzugs 'gags pas skye mched drug 'gag / skye mched drug 'gags pas reg pa 'gag / reg pa 'gags pas tshor ba 'gag / tshor ba 'gags pas sred pa 'gag / sred pa 'gags pas len pa 'gag / len pa 'gags pas srid pa 'gag / srid pa 'gags pas skye ba 'gag / skye ba 'gags pas rga shi dang / mya ngan dang / smre sngags 'don pa dang / sdug bsngal ba dang / yid mi bde ba dang / 'khrug pa rnams 'gag par 'gyur te / de ltar @181b sdug bsngal gyi phung po chen po 'ba' zhig po 'di 'gag par 'gyur ro //	10.0
aTa ca punar ayam pratItyasamutpAdaH dvAByAm kAraNAByAm utpadyate	'di ni bcom ldan 'das kyis rten cing 'brel bar 'byung ba zhes gsungs so //	70.09238631914342
katamAByAm dvAByAm kAraNAByAm utpadyate hetu upanibanDataH pratyaya upanibanDataH ca iti saH pi dviviDaH drazwavyaH  bAhyaH ca ADyAtmikaH ca	chos gang zhe na / 'phags pa'i lam yan lag brgyad pa ste / 'di lta ste / yang dag pa'i lta ba dang / yang dag pa'i rtog pa dang / yang dag pa'i ngag dang / yang dag pa'i las kyi mtha' dang / yang dag pa'i 'tsho ba dang / yang dag pa'i rtsol ba dang / yang dag pa'i dran pa dang / yang dag pa'i ting nge 'dzin to // 'di ni 'phags pa'i lam yan lag brgyad pa zhes bya ste / 'bras bu thob pa dang / mya ngan las 'das pa gcig tu bsdus te / bcom ldan 'das kyis chos so zhes bka' stsal to // de la sangs rgyas bcom ldan 'das gang zhe na / sus chos thams cad thugs su chud pa'i phyir sangs rgyas zhes bya ste / des 'phags pa'i shes rab kyi spyan dang / chos kyi sku dang ldan pa dang / slob pa dang / mi slob pa'i chos de dag gzigs pa'o //	15.114429599715917
tatra bAhyasya pratItyasamutpAdasya hetu upanibanDaH katamaH yat idam bIjAt aFkuraH aFkurAt patram patrAt kANxam kANxAn nAxam nAxAt daNxaH daNxAt garBaH garBAt SUkaH SUkAt puzpam puzpAt Palam iti asati bIje aFkuraH na Bavati evam yAvat asati puzpe Palam na Bavati sati tu bIje aFkurasya aBinirvRttiH Bavati evam yAvat sati ca puzpe Palasya aBinirvRttiH Bavati tatra ca punar bIjasya na evam Bavati  aham aFkuram nirvartayAmi iti etena nirIha tvam aFkurasya api na evam Bavati  aham bIjena aBinirvartitaH iti evam yAvat puzpasya na evam Bavati  aham Palam aBinirvartayAmi iti Palasya api na evam Bavati  aham puzpeNa aBinirvartitaH iti aTa bIje sati ca kAraNa BUte aFkurasya aBinirvRttiH prAdurBAvaH Bavati	de la rten cing 'brel bar 'byung ba mthong ba ji lta bu zhe na / 'di la bcom ldan 'das kyis sus rten cing 'brel bar 'byung ba rtag pa dang / srog med pa dang / srog dang bral ba dang / ji lta bu nyid dang / ma nor ba dang / ma skyes pa dang / ma byung ba dang / ma byas pa dang / 'dus ma byas pa dang / thogs pa med pa dang / dmigs pa med pa dang / zhi ba dang / 'jigs pa med pa dang / mi 'phrogs pa dang / rnam par zhi ba ma yin pa'i rang @182a [missing page] @182b [missing page] @183a *//	10.0
evam yAvat puzpe sati Palasya aBinirvRttiH prAdurBAvaH Bavati evam ca bAhyasya pratItyasamutpAdasya hetu upanibanDaH drazwavyaH	nas de bzhin du me tog yod na 'bras bu'i bar du'ang mngon par 'grub cing 'byung bar 'gyur te / de ltar phyi rol gyi rten cing 'brel bar 'byung brgyu dang 'brel bar blta'//	91.48082291052327
mSAlsU vEdya  punar kaTam bAhyasya pratItyasamutpAdasya pratyaya upanibanDaH drazwavyaH	phyi rol gyi rten cing 'brel bar 'byung ba rkyen dang 'brel ba ji ltar blta zhe na /	81.4630964058572
