		10.0
aBiDarma samuccaya BAzyam i lakzaNa samuccayaH nAma praTamaH samuccayaH om namaH ratnatrayAya	@1b # // rgya gar skad du /aa bhi dha rmma sarba du tstsha ya bh'a shum / bod skad du / chos mngon pa kun las btus pa'i bshad pa / bam po dang po / 'jam dpal gzhon nur gyur [dd] pa la phyag 'tshal lo //	85.45710100274908
kimarTam idam SAstram ArabDam	ci'i phyir bstan bcos 'di brtsams she na /	88.06557739348638
skanDa AdIn AraBya kati kasmAt iti evamAdizu cintA sTAnezu kOSalya karaNa arTam	phung po la sogs pa las brtsams te / du dang ci'i phyir zhes bya ba la sogs pa bsam pa'i gnas rnams la mkhas par bya ba'i phyir brtsams so //	92.58821537292573
taTA hi anena kOSalyena dviviDaH nuSaMsaH laByate  manaskAra anuSaMsanH sAMkaTya viniScaya anuSaMsaH ca	'di ltar mkhas pa 'dis ni phan yon rnam pa gnyis thob ste / yid la byed pa'i phan yon dang / 'bel ba'i gtam gtan la 'bebs pa'i phan yon no //	88.02080460923524
tatra manaskAra anuSaMsaH SamaTa AnukUlyAt vipaSyana avRdDayA AnukUlyAt ca veditavyaH	de la yid la byed pa'i phan yon ni zhi gnas kyi rjes su mthun pa dang / lhag mthong 'phel ba'i rjes su mthun pa rig par bya'o //	87.30456835576072
SamaTa AnukUlyam punar ezu sTAnezu kRta kOSalasya niHsaMdeha tayA yaTezwam AlaMbane EkAgraya yogena suKam citta samADAnataH	zhi gnas kyi rjes su mthun pa ni gnas 'di dag la mkhas par byas pas the tshom med pas / ji ltar rang gi dmigs pa la rtse gcig pa'i tshul gyis bde bar sems mnyam par 'jog pa'i phyir zhi gnas kyi rjes su mthun no //	90.29098564162918
vipaSyanA vRdDayA anu kUlyam bahuBiH prakArEH jQeya parIkzayA prajQA prakarza gamanataH	lhag mthong @2a * // 'phel ba'i rjes su mthun pa ni rnam pa mang por shes bya yongs su brtags pas shes rab khyad zhugs par 'gro ba'i phyir /	88.56725775632576
sAMkaTya viniScaya anuSaMsaH ezu sTAnezu kuSalasya sarva praSna vyAkaraNa Sakti yogAt vESAradya pratilaMBataH drazwavyaH	lhag mthong gi rjes su mthun no // 'bel ba'i gtam gtan la 'bebs pa'i phan yon ni gnas 'di dag la mkhas pas 'dri ba thams cad lung ston pa'i mthu dang ldan pas mi 'jigs pa thob par blta'o //	88.92018193355707
paQca AkAra Atma vastu udBAvana tAm upAdAya iti atra caturAkAram AtmanaH vastu iti Atma vastu	bdag gi gzhi rnam pa lnga brjod pa'i phyir te / zhes bya ba 'di la rnam pa bzhi ni bdag gi gzhi yin pas bdag gi gzhi'o //	84.43947187523698
paQcamam tu Atma lakzaNam eva vastu iti Atma vastu iti veditavyam	lnga pa ni bdag gi mtshan nyid kho na ste / gzhi yin pas bdag gi gzhir rig par bya'o //	90.56007258955702
sa parigraha deha grahaNena bAhyasya ADyAtmikasya ca rUpa skanDasya grahaNam veditavyam	lus yongs su gzung ba dang bcas pa smos pas ni phyi dang nang gi gzugs kyi phung po bsdus so //	84.50500909969678
vedanA AdInAm upaBoga Adi tvam tad lakzaNa nirdeSe jQApayizyate	tshor ba la sogs pa ni longs spyod la sogs pa nyid de / de dag gi mtshan nyid bstan pa'i skabs su 'chad do //	90.76021192071877
tad ASraya Atma svavastu vijQAnam	de dag gi gnas ni bdag gi gzhi rnam par shes pa ste /	91.65143877605222
