		10.0
aTa yuktizazwi kArikA nAma maQju Sri kumAra ButAya namaH	@20b * // rgya gar skad du /yugti shashtha k'a k'a ri k'a n'a ma / bod skad du / rigs pa drug cu pa'i tshig le 'ur byas pa zhes bya ba / 'jam dpal gzhon nur gyur pa la phyag 'tshal lo // gang gi skye dang 'jig pa dag / tshul 'di yis ni spangs gyur pa //	58.02925560594572
namaH tasmE muni indrAya pratItya upAda deSine yena anenAH viDAnena nizidDO= udaya vyayO	rten cing 'byung ba gsungs pa yi // thub dbang de la phyag 'tshal lo // gang gis blo gros yod med las //	71.52122584267092
BAva aBAva vyatikrAntA matiH yezAm anASritA	rnam par 'das shing mi gnas pa //	59.03831645936677
tEH gamBIraH niralambaH pratyaya arTaH pratIyate  yukti	de dag gis ni rkyen gyi don // zab mo dmigs med rnam par rtogs //	77.29674939524922
sarva doza AkaraH tAvat aBAvaH vinivAritaH	re zhig nyes kun 'byung ba'i gnas // med nyid rnam par bzlog zin gyis //	82.91746317099717
nirvartyate yaTA yuktayA BAvaH pi SrvavaNam kuru  yukti	rigs pa'i gang gis yod nyid dang // bzlog par 'gyur ba mnyan par gyis //	76.11787062702265
BAvaH yadi Bavet sati yaTA bAlEH vikalpitaH	ji ltar byis pas rnam brtags bzhin // dngos po gal te bden 'gyur na // de dngos med pas rnam thar du //	87.47809054890075
vimokzaH tad aBAvena kaH na icCet kim na kArnAt  yukti	gang gis mi 'dod rgyu ci zhig /	64.90497096123234
vimokzaH na asti BAvena BAvaH na asti hi aBAvataH	yod pas rnam par mi grol te // med pas srid pa 'di las min /	79.34926624623012
BAva aBAva parijQAnAt mahAtmA pi vimucyate  yukti	dngos dang dngos med yongs shes pas // bdag nyid chen po rnam par grol //	80.06514145867584
nirvANam ca eva lokam ca manyante tattva darSinaH	de nyid ma mthong 'jig rten dang // mya ngan 'das par rlom sems te //	80.39665081317249
na eva lokam na nirvAnam manyante tattva darSinaH  yukti	de nyid gzigs rnams 'jig rten dang // mya ngan 'das par rlom sems med //	80.9425537274787
nirvAnam ca BavaH ca eva dvayam eva na vidyate	srid pa dang ni mya ngan 'das // gnyis po 'di ni yod ma yin //	86.94555370600642
parijQAnam Bavasya eva nirvANam iti kaTyate  yukti	srid pa yongs su shes pa nyid // mya ngan 'das shes bya bar brjod //	80.609124359049
samBava viBave BAve niroDaH kalpitaH yaTA	dngos po byung ba zhig pa la // ji ltar 'gog par brtags pa bzhin //	83.23691675390016
mAyA kRtaH niroDaH yam sadBiH taTA evam izyate  yukti	de bzhin dam pa rnams kyis kyang // sgyu ma byas lta'i 'gog pa bzhed //	76.18587447760883
samskRtaH na parijQAtaH niroDaH viBave sati	rnam par 'jig pas 'gog 'gyur gyi // 'dus byas yongs su shes pas min //	77.59319313302787
