		10.0
namaH ratnatrayAya	@107a # // rgya gar skad du /r'a dza pa ri ka th'a ratna m'a l'i / bod skad du / rgyal po la gtam bya ba rin po che'i phreng ba / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	54.33677411407945
sarva doza vinirmuktam guNEH sarvEH alaMkRtam	nyes pa kun las rnam grol zhing // yon tan kun gyis brgyan pa po //	81.84485766552574
praNamya sarvajQam aham sarva sattva eka bAnDavam	sems can kun gyi gnyen gcig po // thams cad mkhyen la bdag phyag 'tshal //	82.99147351935855
Darmam ekAnta kalyANam rAja  n Da  rma udayAya te	rgyal po khyod la chos sgrub phyir // gcig tu dge ba'i chos bshad de //	74.15144995757484
vakzyAmi DarmaH sidDim hi yAti sat Darma BAjane	dam pa'i chos kyi snod la ni // chos 'grub 'gyur te gang zhig la //	78.50535488402723
prAk Darma aByudayaH yatra paScAt nEHSreyasa udayaH	dang por mngon par mtho ba'i chos // phyis ni des par legs 'byung ba //	83.05934783637399
samprApya aByudayam yasmAt eti nEHSreyasam kramAt	gang phyir mngon par mtho thob nas // rim gyis nges par legs pa 'ong //	80.2147443682804
suKam aByudaya  s tatra mokzaH  nEHSreyasaH mataH	de la mngon mtho bde ba ste // des par legs pa thar par 'dod //	81.95747715771935
asya sADana saMkzepaH SradDA prajQe samAsatas	de yi bsgrub pa mdor bsdu na // mdor na dad dang shes rab bo //	84.1580162229838
SrAdDa tvAt Bajate Darmam prAjQa tvAt vetti tattvataH	dad can nyid phyir chos la brten //	67.47224395615714
prajQA praDAnam tu anayoH SradDA pUrvaFgam Asya tu	shes rab ldan phyir yang dag rig /'di gnyis gtso bo shes rab ste // 'di sngon 'gro ba dad pa yin //	78.82204692629638
CandAt dvezAt BayAt mohAt yaH Darmam na ativartate	'dun dang zhe sdang 'jigs pa dang // rmongs pas gang zhig chos mi 'da' //	87.83647293198632
sa SrAdDaH iti vijQeyaH SreyasaH BAjanam param	de ni dad pa can zhes bya // nges par legs pa'i snod mchog yin //	81.95320858847562
kAya vAc mAnasam karma sarvam samyak parIkzya yaH	gang zhig lus ngag yid kyi las // thams cad legs par yongs brtags te //	85.70082143851661
para Atma hitam AjQAya sadA kuryAt sa paNxitaH	bdag dang gzhan la phan shes nas // rtag tu byed ba de mkhas pa //	86.92960242000896
ahiMsA cOrya viratiH para dAra vivarjanam miTyA pESunya pAruzya AbadDa vAdezu saMyamaH	mi gsod pa dang rku spong dang // gzhan gyi chung ma sbod ba dang // log dang phra ma rtsub nyid dang // ma 'brel smra ba yang dag sdom //	88.6592371613926
loBa vyApAdana astiS  yadRzwInAm parivarjanam	chags dang gnod sems med pa la // nyid kyi lta ba yongs spong ba //	76.90534326695091
ete karma paTA  SuklAH daSa kRzNA viparyayAt	'di dag las lam dkar bcu ste //	77.23473721165811
amadya pAnam su AjIvaH vihiMsA dAnam AdarAt	bzlog pa dag ni nag po yin ; / chang mi 'thung dang 'tsho ba bzang //	61.44379971149271
pUjya pUjA ca mEtrI ca DarmaH ca eza samAsatas	rnam mi 'tshe dang gus sbyin dang // mchod 'os mchod dang byams pa ste // mdor na chos ni de yin no //	86.85479006876497
SarIra tApanAt DarmaH kevalAn  na asti tena hi	lus gdung byed pa 'ba' zhig las // chos med 'di ltar de yis ni //	82.19153776061002
a  na para droha viratiH na parezAm anugrahaH	gzhan la gnod pa spong med cing // gzhan la phan 'dogs @107b yod ma yin // sbyin dang tshul khrims bzod gsal ba //	80.91240577647632
dAna SIlakzamA spazwam yaH sadDarma mahApaTam	dam chos lam po che la gang // ma gus lus gdung gnag lam lta'i //	66.02449597240762
anAdRtya vrajet kAya kleSa gaH daNxaka utpaTEH	lam gol dag nas 'gro ba de //	66.96623198739414
sa saMsAra awavIm GorAm ananta jana pAdapAm	'khor ba'i 'brog ni mi bzad pa'i // mtha' yas skye bo shing can du //	73.11037180545632
kleSa vyAla avalIXa aFgaH su dIrGam pratipadyate	nyon mongs gdug pas 'khyud pa'i lus // shin tu yun ring 'jug par 'gyur // gsod pa yis ni tshe thung 'gyur //	75.44278023092387
hiMsayA jAyate lpa AyuH bahu AbADaH vihiMsayA	rnam par 'tshe bas gnod pa mang //	73.52120326547062
cOryeNa Boga vyasanI saSa  truH  para dArikaH	rku ba yis ni longs spyod phongs // byi bo byed pas dgra dang bcas //	74.5306877079586
pratyAKyAnam mRzAvAdAt pESunyAt mitra Bedanam	brdzun du smra bas skur ba ste // phra ma yis ni bshes dang 'bye //	81.96529481075889
apriya SravaNam rOkzyAt abAdDAt durBagam vacaH	tshig rtsub nyid kyis mi snyan thos // ma 'brel pa yis tshig mi btsun //	84.46501503851283
manoraTAn hanti aBiDyA vyApAdaH Baya daH smRtaH	brnab sems yid la re ba 'joms // gnod sems 'jigs pa sbyin par byed //	85.53770889426985
miTyAdRzwiH kudRzwi tvam madya pAnam mati BramaH	log par lta bas lta ngan nyid // chang 'thungs pas ni blo 'khrul te //	83.22829736543291
apradAnena dAridryam miTyA ajivena vaQcanA	sbyin pa ma btang dbul ba nyid // log par 'tsho bas bslus pa ste // khengs pa yis ni rigs ngan nyid //	76.51875233856339
stamBena duHku?Ina tvam alpa ojaska tvam IrzayA	phrag dog gis ni gzi chung nyid // khro bas kha dog ngan pa nyid //	74.9612627056825
kroDAt durvarNa tA mOrKyam apraSnena vipaScitAm	mkhas la mi 'dri blun pa nyid //	65.081711769104
Palam etat manuzya tve sarveByaH prAk ca durgatiH	mi nyid la ni 'bras bu 'di // kun gyi dang po ngan 'gror ro //	81.48141699547664
esAm akuSala AKyAnAm vipAkaH yaH prakIrtitaH	mi dge zhes bya de dag gi / rnam smin bsgrags pa gang yin pa //	78.01606296343004
kuSalAnAm ca sarvezAm viparItaH Pala udayaH	dge ba dag ni thams cad la ; /'bras bu de ni bzlog ste 'byung //	67.58418020342982
loBaH dvezaH ca mohaH ca tad jam karma iti ca aSuBam	chags dang zhe sdang gti mug dang // des bskyed las ni mi dge ba // ma chags zhe sdang gti mug med //	90.08927670307516
aloBA mohAdvezAH ca tad jam karma itarat SuBam	des bskyed las de dge ba yin //	66.31205431107551
aSuBAt sarva duHKAni sarva durgatayaH taTA	mi dge ba las sdug bsngal kun // de bzhin ngan 'gro thams cad do //	85.14762631373395
SuBAt sugatayaH sarvAH sarva janma suKAni ca	dge las bde 'gro thams cad dang // skye ba kun du bde ba dag / yid dang lus dang ngag gis ni //	72.13887349746969
nivRttiH  b  aSuBAt kRtsnAt pravRttiH tu SuBe sadA	mi dge kun las ldog bya zhing // dge la rtag tu 'jug bya ba //	76.87454395764192
manasA karmaNA vAcA DarmaH yam dviviDaH smRtaH	chos 'di rnam pa gnyis su bshad //	61.18717387143303
naraka preta tiryagByaH DarmAt asmAt vimucyate	chos 'dis dmyal ba yi dags dang // dud 'gro dag las rnam grol zhing //	87.38108524268729
nRzu devezu ca Apnoti suKa SrI rAjya vistarAn	lha dang mi yi nang dag tu // bde dpal rgyal srid rgyas pa 'thob //	85.19807192944175
DyAna apramANA rUpyEH tu brahma Adya suKam aSnute	bsam gtan tshad med gzugs med kyi // tshangs stsogs bde ba myong bar byed //	83.32336033107528
iti aByudaya DarmaH yam Palam ca asya samAsatas	de ltar mngon mtho'i chos 'di dang // de yi 'bras bu mdor bsdus pa'o //	90.45013436147956
nEHSreyasaH punar DarmaH sUkzmaH gamBIra darSanaH	nges par legs pa'i chos dag kyang // phra zhing @108a * // zab par snang ba dang // byis pa thos dang mi ldan la //	78.63944406579677
bAlAnAm  aSrotravatAm  uktaH trAsakAraH jinEH	skrag par byed par rgyal bas gsungs //	70.3031562629499
na asmi aham na BavizyAmi na me sti na Bavizyati	bdag yod ma yin yod mi 'gyur // bdag gi yod min mi 'gyur zhes // byis pa dag ni de ltar skrag /	85.60043725142901
iti bAlasya santrAsaH paNxitasya Baya kzayaH	mkhas pa la ni skrag pa zad //	76.18930705388387
ahaMkAra prasUtA iyam mamakAra upasaMhitA	skye dgu 'di ni ma lus pa ; / ngar 'dzin pa las byung ba dang // nga yir 'dzin ldan skye dgu la //	59.89313506277044
prajA prajA hita ekAnta vAdinA BihitA Kila	phan pa gcig tu gsung bas gsungs //	66.66046404838562
asti aham mama ca asti iti miTyA etat paramArTataH	bdag yod bdag gir yod ces pa // 'di ni dam pa'i don du log /	60.361395196847376
yaTABUta parijQAnAt na Bavati uBayam yatas	gang phyir yang dag ji lta ba // yongs su shes pas gnyis mi 'byung //	88.30234285132664
ahaMkAra udBavAH skanDAH saH haMkAraH nRtaH rTataH	ngar 'dzin las byung phung po rnams // ngar 'dzin de ni don du brdzun //	81.77799142149172
bIjam yasya anRtam tasya prarohaH satyataH kutas	gang gis sa bon brdzun pa de'i // skye ba bden pa ga la zhig /	73.08198322765759
skanDAn asatyAn dRzwvA evam ahaMkAraH prahIyate	phung po de ltar mi bden par // mthong nas ngar 'dzin spong bar 'gyur // ngar 'dzin pa dag spangs nas ni //	87.48900122368718
ahaMkAra prahANAt ca na punar skanDa saMBavaH	phyis ni phung po 'byung mi 'gyur //	73.82139539718628
yaTA AdarSam upAdAya  sva muKa pratibimbakam	ji ltar me long brten nas su // rang bzhin gzugs brnyan snang mod kyi //	83.14033463600086
dRSya  te nAma tat ca evam na kiMcid api tattvataH	de ni yang dag nyid du na // cung zad kyang ni yod min pa //	85.22596152298874
ahaMkAraH taTA skanDAn upAdAya upalaByate	de bzhin phung po rnams brten nas // ngar 'dzin pa ni dmigs par 'gyur //	86.23632543920552
na ca kaScid sa tattvena sva muKa pratibimba vat	rang gi bzhin gyi gzugs brnyan bzhin // yang dag nyid du de 'ga' med //	88.47183346420917
yaTA AdarSam anAdAya sva muKa pratibimbakam na dRSyate taTA skanDAn	ji ltar me long ma brten par ; / rang bzhin gzugs brnyan mi snang ltar // phung po rnams la ma brten par //	85.17999577717887
a  anAdAya aham iti api	ngar 'dzin pa yang de dang 'dra // 'phags pa kun dga' bo yis ni //	61.81165932164048
evaMviDa arTa SravaNAt Darma cakzuH avAptavAn	de lta bu yi don thos nas // chos la mig 'thob bdag nyid kyis //	80.95321086341278
AryAnanandaH svayam ca eva BikzuByaH BIkzNam uktavAn	dge slong rnams la bzlas te smras //	63.01343033048842
skanDa grAhaH yAvat asti tAvat eva aham iti api	ji srid phung por 'dzin yod par // de srid de la ngar 'dzin yod //	78.69303205254235
ahaMkAre sati punar karma janma tatas punar	ngar 'dzin yod na yang las te // de las yang ni skye ba yin //	82.71296912996588
