		10.0
boDisattva Adi karmika mArga avatAra deSanA parama gurave namaH	@296a # // rgya gar skad du /bo dhi sa tva ka rm'a di marg'a ba t'a ra de sha na / bod skad du / byang chub sems dpa' las dang po pa'i lam la 'jug pa bstan pa / bla ma dam pa la phyag 'tshal lo //	76.51939864170512
saMsAre durgati Gnam ca niryANa aByudaya pradam	ngan 'gro 'khor ba 'joms pa dang // mngon mtho nges 'byung rtsol mdzad pa //	87.04417617592937
daSa diS sarva ratnam ca guru pAdam namAmi ca	phyogs bcu'i dkon mchog thams cad dang // bla ma'i zhabs la phyag 'tshal lo //	82.61396567769155
iha yaH svaBAvataH mahA karuNA prajQAvAn mahAyAna gotrIyaH	'di na gang dag rang bzhin gyis snying rje dang shes rab che ba theg pa chen po'i rigs can dang / yang gang dag skye ba snga ma dag tu theg pa chen po la goms par byas pa'i dang / skyes bu / 'khor ba la yid legs par byung ba 'chi ba rjes su dran pa /	60.8445328414654
yaH ca pUrva janmasu mahAyAna BAvukaH puruzaH saMsAra su nirviNNa cittaH maraNa anusmRtikaH ca samasta bAhya ADyAtmika vastu svalpa aBiniveSaH eka sat kalyANam itratas eka aviparyasta mArga SravaNe kim na syAt	phyi nang gi dngos po thams cad la zhen pa chung ba dang / dge ba'i bshes gnyen dam pa cig la theg pa chen po'i lam phyin ci ma log pa cig thos par gyur na ci ma rung /	55.81881581223664
aham ekam santam anvezyAmi  evam cintayan saH kalyANa mitra anurupam gurum anvizya anyatra nirdizwa vat tri SaraNa gamana viSizwaH	bdag gis dam pa cig btsal bar bya'o snyam du sems pa des / dge ba'i bshes gnyen du rung ba'i bla ma btsal te /	68.9441240577515
ananta gatIH vizayIkRtya sadASayaH anuttara mahA boDAvasA DAraNa citta utpAdaH sa daDi ASayaH	gzhan du bstan pa bzhin du gsum la skyabs su 'gro ba khyad par can dang / 'gro ba mtha' yas pa yul du byas te bsam pa bzang po dang ldan pas bla na med pa'i byang chub chen por sems thun mong ma yin pa bskyed pa dang /	73.74583673710903
mAyA SAWya rahita boDi prasTAna mahA cittoH boDisattva SIlasya tri SikzAm suzWu gRhNIyAt	lhag pa'i bsam pa bzang po dang ldan pas g-yo sgyu dang bral ba'i 'jug pa byang chub kyi sems chen pos / byang chub sems dpa'i tshul khrims kyi bslab pa gsum legs par blang bar bya'o //	76.68052153171502
tatas Sva Sva pacadAsa saMjQakasya mAyA SAWya rahitasya tasya boDisattvasya saMBAra mArgIya tvAt ahorAtram kAya vAc citta samasta karmANiBavanti	de nas khyi dang gdol pa dang / bran gyi 'du shes dang ldan pa / g-yo sgyu dang bral ba'i byang chub sems dpa' de tshogs kyi lam pa yin pas nyin dang mtshan du lus dang ngag dang yid kyi bya ba thams cad don med par mi 'gyur ro //	85.9908054009777
evam tena cittena Bojana mAtra ajQAnam indriya dvAra saMvaraNam aNu mAtre pyavadye Baya darSanam aharniSam yaH gaQcaH ApAdayet	'di ltar sems des zas tshod rig par bya ba dang / dbang po'i sgo rnams bsdam pa dang / kha na ma tho ba phra rab tsam la yang 'jigs par lta ba dang / nyin dang mtshan du rnal 'byor la brtson par bya'o //	81.79902259604364
tatas SvAsa praSvAsam api para arTam aBilazitu kAmaH saH paQcama praharaH utTAya	de nas dbugs phyi nang du rgyu ba yang gzhan gyi don du 'gyur bar 'dod pa des tho rangs kyi thun @296b la langs te / bshang ba dang gci ba dor ba la sogs pa'i spyod lam legs par byas nas /	80.86483900059282
uccAra prasrAva tyAga Adi caryA sunirvartya maDya deSa pratyanta janapada viSeze snAtvA	yul dbus dang yul mtha' 'khob kyi bye brag gis khrus byas la /	70.18623679787325
samasta gatIH avalambya catura pramANEH boDO cittam utpAdya	'gro ba mtha' dag la dmigs te tshad med pa bzhis byang chub tu sems bskyed la /	83.58711274293536
tri ratna pratimA samakzam sulipya suganDa puzpa prakaram su vikIrya tad agratas BUmO jAnunI saMsTApya	dkon mchog gsum gyi gzugs brnyan gyi spyan sngar byug ris legs par byas te me tog dri zhim po sil ma legs par gtor nas / de dag gi spyan sngar pus mo gnyis sa la btsugs nas thal mo sbyar te /	86.95024964548008
kRtAQjaliH daSa diS loka DAta samastabudDa samasta Darma mahAyAna saMGa samakzam ca asaMKyA nirvAcya kAya vyUhAn nirmAya tezAn ca ekEkam caraNsu praNamet	phyogs bcu'i 'jig rten gyi khams kyi sangs rgyas thams cad dang chos thams cad dang / theg pa chen po'i dge 'dun gyi spyan sngar lus kyi bkod pa grangs med cing brjod du med par sprul te / de dag re re'i zhabs la legs par phyag bya'o //	82.10539625179484
tAn aparimita vipula aprameya Amiza pUjayA pUjayet	de dag la zang zing gi mchod pa tshad med pa rgya che ba dpag tu med pas mnyes par bya'o //	73.32597199500309
tatas pratikAyam anirvacanIya muKAni pratimuKam ca anirvacanIya jihvA nirmAya sva para pApAn aSezAn diSet	de nas lus re re la mgo brjod du med pa mgo re re la lce brjod du med par sprul te bdag dang gzhan gyi sdig pa ma lus par bshags par bya'o //	81.86243885472018
sva para puNyAni ca anumodayet	bdag dang gzhan gyi dge ba la rjes su yi rang bar bya'o //	74.9073986678288
aciram aBisamboDi prAptAn budDAn BagavataH Darma cakra pravartanAya aDyezayet ye Darma cakram pravartya AyuH saMskArAn parijihIrzante tAn AsaMsAram aparinirvANAya prArTayeta	sangs rgyas bcom ldan 'das mngon par rdzogs par sangs rgyas nas ring po ma lon pa rnams la chos kyi 'khor lo bskor bar bskul ma gdab bar bya'o // gang dag chos kyi 'khor lo bskor nas tshe'i 'du byed gtong ba dag la 'khor ba ji srid pa'i bar du yongs su mya ngan las mi 'da' bar gsol ba gdab par bya'o //	87.21871838932137
tezAm samasta kuSalAnAm anuttara samyaksamboDO pariNAmanAm kuryAt	dge ba'i rtsa ba de dag thams cad bla na med pa yang dag par rdzogs pa'i byang chub tu bsngo bar bya'o //	73.80918459087678
yaTA sUtre AgatAni taTA pratyaFga padAni sa vistaram paWet	ji ltar mdo las 'byung ba bzhin du yan lag de dag re re la tshig shin tu rgyas par brjod par bya'o //	78.5039308311287
tatas sapta pUjA anantaram sarva sattvAn avalambya tri SaraNa gamana padAni tris paWet	de nas mchod pa bdun po'i rjes la 'gro ba mtha' dag la dmigs te / gsum la skyabs su 'gro ba'i tshig lan gsum gyi bar du brjod par bya'o //	86.76709963392678
tatas boDi cittam utpAdayet	de nas byang chub tu sems bskyed par bya ste /	85.52498623599178
yaTA viDO prApyate taTA ca kuryAt	ji ltar cho ga las 'byung ba bzhin du bya'o //	70.4799894871919
antaSas ca evam	tha na yang 'di skad du /	66.73697233200073
budDam ca DarmaQca gaNa uttamam ca	sangs rgyas chos dang tshogs kyi mchog rnams la //	67.46895475387574
yAvat hi boDim SaraNam gataH smi	byang chub bar du bdag ni skyabs su mchi //	80.0873157700827
dAna Adi kRtyEH ca kRtEH maya eBiH	bdag gi sbyin sogs bgyis pa 'di @297a * // dag gis /	79.67907872566809
budDaH Baveyam jagataH hitAya	'gro la phan phyir sangs rgyas 'grub par shog /	77.07155368683186
iti tris paWet	ces lan gsum brjod par bya'o //	58.99982906926062
tatas sva kAya arpaNam tatas mahApuruzANAm Darma naye mahA raTinAm ca mArge avasTAnAya pratijAnIyAt tatas sva SayyAyAm paryaFkam ABujya guru BawwAraka SrI boDiBadra kRta samADi samBAra	de nas bdag gi lus dbul ba dang / de nas skyes bu chen po'i chos lugs shing rta chen po'i lam la gnas par dam bca' bar bya'o // de nas rang gi mal du skyil mo krung gis 'dug la / bla ma rje btsun dpal byang chub bzang pos bkod pa'i ting nge 'dzin gyi le'u las gsungs pa'i yan lag dgu po shes par byas la /	91.67146695285405
parivarttA ukta aninava aFgAni jQAtvA SamaTa vipaSyanA yogam BAvayet	zhi gnas dang lhag mthong gi rnal 'byor bsgom par bya ste /	79.46186879172603
saH pi laya OdDati Adi samasta dozAn prahAya BAvanIyaH	de yang bying ba dang rgod pa la sogs pa'i skyon du gyur pa thams cad bsal te bsgom par bya'o //	83.2915091724635
tatas cakzuH unmIlya niHSvasya	de nas mig phye la dbugs phyung ste /	69.2957767795872
bAhya aByantara vastu darSane aho	phyi dang nang gi dngos po mthong ba na /	74.49753089067413
AScaryam aho	ae ma'o re mtshar /	74.08272813495836
AScaryam	ae ma'o re mtshar /	66.76496943674589
AkASa upama an utpAdataH pratItyasamutpAda balena nAnA BAsA iyam avasTitiH ayam aho	nam mkha' lta bu'i skye ba med pa las rten cing 'brel par 'byung ba'i stobs kyis sna tshogs su snang zhing gnas pa 'di /	83.82906005958094
AScaryam iti vicintya azwamAya upamarupeNa jAnIyAt	ae ma'o ngo mtshar ro snyam du sgyu ma'i dpe brgyad kyi tshul du shes par bya'o //	72.04031704058525
tatas mahA karuNa cittena samasta adRSya sattveByaH Darma deSanA arTa yaTAboDi mahAyAna sUtra pAWam kuryAt	de nas snying rje chen po'i yid kyis mi snang ba'i sems can thams cad la chos bshad pa'i phyir rtog pa ci yod pas theg pa chen po'i mdo sde kha ton du gdon par bya'o //	85.95664337834769
tatas Bojana avasare zawtriMSat aSuci paripUrNena asAreNa nASa paryavasitena kAyena anena tad budDa Darma kAya sAram anvezayAmi iti vicinty	de nas zas kyi bya ba'i dus su mi gtsang ba'i rdzas sum cu rtsa drug gis gang ba'i lus snying po med pa mthar 'jig pa 'dis sangs rgyas kyi chos kyi sku'i snying po de btsal bar bya'o zhes bsams la rgyags pa'i phyir ma yin la /	88.2351855745409
na api rasa AsaktayA yAna DiyA Boktavyam	ro la chags pas kyang ma yin te / gru lta bu'i blos bza' bar bya'o //	74.98017876824534
Bojana mAtrA api jQAtavyA	zas kyi tshod rig par yang bya ste /	65.68837473127577
azwa aFga cikitsAtantre	gso ba rig pa'i rgyud yan lag brgyad pa las / lto yi sum cha zas kyis te //	64.99587494532267
annena kukzeH dvO= aMSO pAnena ekam prapUrayet	cha gnyis pa ni skom gyis so //	56.625691567697835
ASrayam pavana AdInAm caturTam avaSezayet    iti	rlung la sogs pa'i gnas su ni // cha gcig stong par gzhag par bya // zhes bshad do //	73.47677586978688
tad Bojanam catur BAgezu viBAjyam	zas de la cha bzhir bgo bar bya /	66.67250609397888
praTamaH BAgaH tri ratneByaH gurave ca arpaNIyaH	cha dang po dkon mchog gsum dang bla ma la dbul bar bya'o //	83.88909122543818
ekam BAgam svayam eva BuQjIt	cha gcig rang nyid longs spyad par bya'o //	65.86357403355976
ekaH BAgaH bAleByaH nATeByaH ca deyaH	cha gcig byis pa dang mgon med pa dag la sbyin par bya'o //	76.1780885761067
ekaH ca BAgaH kukkura kAka Adi tiryagByaH deyaH	cha gcig ni khyi dang bya rog la sogs pa'i byol song la sbyin par bya'o //	81.28270166822001
kEScid caryA saFgrahaH nyaTA api kaTitaH anyaH nayaH tu caryA saFgraha pradIpa ukta vat tatas pUrvAhNa yAmezu api paQcama prahare yaTA ukta vat sarvam kAryam	gang dag gis spyod pa bsdus par ni gzhan du yang brjod @297b do ; / tshul gzhan ni spyod pa bsdus pa'i sgron ma las bshad pa bzhin no //	67.35768837754551
maDyAhne sanDyAyAm rAtreH praTame maDye ca yAme sarvaTA yaTA uktAH sarve viDayaH pUrayitavyAH	de nas snga dro'i thun la yang tho rangs kyi thun la ji skad brjod pa ltar thams cad bya'o // gung gi thun dang / dgongs mo'i thun dang / srod kyi thun dang / mtshan mo'i gung gi thun thams cad du ji ltar brjod pa'i cho ga thams cad rdzogs par bya'o //	77.78683902208111
tAdRS yoginaH tasya nidrA Sayana kAla niyamaH na asti evam guravaH vadanti	de ltar rnal 'byor pa de la ni gnyid log pa dang nyal ba'i dus la nges pa med do zhes bla ma dag gsung ngo //	81.87366806606467
tAdRS yoginaH samBAra mArgIyAH	de lta bu'i rnal 'byor pa tshogs kyi lam pa /	78.57817347844441
mokza mArgIya kuSala mUla utpAda kAmaa Adi kArmikAH ahorAtram vyarTam anavasTitAH tAdRgByaH Apatti dozaH kaTam Bavet	thar pa'i cha dang mthun pa'i dge ba'i rtsa ba bskyed 'dod pa'i las dang po pa nyin dang mtshan du don med par mi gnas pa de lta bu la ltung ba'i nyes pa ga la 'byung /	84.54981882756294
yadi durvAsana abalAt ApattiH Bavet	gal te bag chags ngan pa'i stobs kyis ltung ba byung bar gyur na /	78.8006264191056
evam SIGram pratikuryAt	'di ltar myur du gso bar byed de /	72.10591818304623
evam tezAm zaw yAmAnAm azwAdaSaDA viBAge kRte sati catur paQcASat kzaNAH Bavizyanti	de yang 'di ltar thun drug po dag dum bu bco brgyad du bgos nas skad cig ma lnga bcu rtsa bzhir 'gyur ro //	84.88766544096164
boDisattvAH api uttama maDyamAH DamAH nava syuH	byang chub sems dpa' yang rab 'bring dgur 'gyur ro //	68.92527405720837
guru padeSataH pratipatti upAyAn jAnIyAt	bla ma'i man ngag gis gso ba'i thabs rnams shes par bya'o //	69.55371435483296
SrezWEH samAKyAtatamam su mArga boDi praBA AdyEH kalitaH ca SizyEH	dam pa rnams kyis bshad pa'i lam bzang po // byang chub 'od sogs slob mas bskul byas pa //	83.62654377263306
gattvA mahA yAna kula aBijAtEH prApyam padam tat dvipada indrakasya	theg chen rigs can rnams kyis bgrod byas nas // rkang gnyis dbang po'i gnas su 'gro bar shog /	74.5529767338609
guruH hi BawwAraka boDisattvaH boDi praBEH Bikzu varEH praNunnaH	rje btsun bla ma byang chub sems dpa' la // dge slong byang chub 'od kyis gsol ba btab //	79.44121980352246
