		10.0
Arya saMGAwa sUtra svastiH namaH sarva budDa boDisattveByaH	@353b rgya gar skad du / a'arya sanggha t'i s'u tra dharmma pary'a ya / bod skad du / 'phags pa zung gi mdo'i chos kyi rnam grangs / bam po dang po / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	73.24981098879825
sasU  evam mayA Srutam ekasmin samaye BagavAn rAjagRhe viharati sma	'di skad bdag gi thos pa dus gcig na / bcom ldan 'das rgyal po'i khab na /	87.45973751325442
gRdDrakUwe parvate mahatA Bikzu saMGena  sArDam sasU  dvAviMSatiBiH Bikzu sahasrEH tat yaTA AyuzmatA ca ajQAta kONxinyena	bya rgod kyi phung po'i ri la dge slong gi dge 'dun chen po dge slong sum khri nyis stong la 'di lta ste /	76.65033313182548
AyuzmatA ca mahAmOdgalyAyena AyuzmatA ca SAradvatI putreNa AyuzmatA ca mahAkASyapena AyuzmatA ca rAhulena AyuzmatA ca bakkulena AyuzmatA ca Badra vAsena AyuzmatA ca BadraSriyA AyuzmatA ca nanda SriyA AyuzmatA ca jAFgulena AyuzmatA ca suBUtinA AyuzmatA ca revatena AyuzmatA ca nandasenena AyuzmatA ca Anandena evaMpramuKEH dvAviMSatiBiH Bikzu sahasrEH	tshe dang ldan pa kun shes koondi n+ya dang; tshe dang ldan pa moonggal gyi bu chen po dang / tshe dang ldan pa sh'a ri'i bu dang / tshe dang ldan pa 'od srung chen po dang / tshe dang ldan pa sgra gcan 'dzin dang / tshe dang ldan pa bakku la dang / tshe dang ldan pa bzang skyong dang / tshe dang ldan pa bzang dpal dang / tshe dang ldan pa tsandan dpal dang / tshe dang ldan pa dug sel dang / tshe dang ldan pa rab 'byor dang / tshe dang ldan pa nam gru dang / tshe dang ldan pa dga' sde dang / de dag la sogs pa dge slong sum khri nyis stong dang / byang chub sems dpa' drug khri nyis stong la 'di lta ste /	78.59171555019685
sasU  dvAzazwiBiH ca boDisattva sahasrEH tat yaTA mEtreyeNa ca boDisattvena mahAsattvena sarva SUreNa ca boDisattvena mahAsattvena kumAra SriyA ca boDisattvena mahAsattvena kumAra vAsinA ca boDisattvena mahAsattvena kumAraBadreNa ca boDisattvena mahAsattvena anUnena ca nAma boDisattvena mahAsattvena	byang chub sems dpa' sems dpa' chen po byams pa dang / byang chub sems dpa' sems dpa' chen po kun tu dpa' ba dang / byang chub sems dpa' sems dpa' chen po gzhon nu'i dpal dang / byang chub sems dpa' sems dpa' @354a *//	25.56392649188014
maMju SriyA ca kumAra BUtena boDisattvena mahAsattvena samantaBadrena ca boDisattvena mahAsattvena sudarSanena ca boDisattvena mahAsattvena BEzajya rAjena ca boDisattvena mahAsattvena vajrasenena ca boDisattvena mahAsattvena evaMpramuKEH dvAzazwiBiH boDisattva sahasrEH sasU  dvAzazwiBiH ca deva putra sahasrEH tat yaTA arjunena ca deva putreNa BadreNa ca deva putreNa suBadreNa ca deva putreNa Darma rucinA ca deva putreNa candana garBeNa ca deva putreNa candava asinA ca deva putreNa candanena ca deva putreNa candanasenena ca deva putreNa evaMpramuKEH dvAzazwiBiH deva putra sahasrEH	chen po gzhon nur gnas pa dang / byang chub sems dpa' sems dpa' chen po gzhon nu bzang po dang / byang chub sems dpa' sems dpa' chen po mi 'bri dang / byang chub sems dpa' sems dpa' chen po 'jam dpal dang / byang chub sems dpa' sems dpa' chen po kun tu bzang po dang / byang chub sems dpa' sems dpa' chen po blta na sdug dang / byang chub sems dpa' sems dpa' chen po sman gyi sde dang / byang chub sems dpa' sems dpa' chen po rdo rje'i sde dang / de dag la sogs pa byang chub sems dpa' sems dpa' chen po drug khri nyis stong dang / lha'i bu khri nyis stong la 'di lta ste /	10.0
sasU  azwABiH ca deva kanyA sahasrEH tat yaTA mRdaMginyA ca deva kanyAyA prAsAdavatyA ca deva kanyAyA mahAtma saMprayuktayA ca deva kanyAyA varza SriyAyA ca deva kanyAyA padma SriyAya ca deva kanyAyA prajApati vAsinyA ca deva kanyAyA balinyA ca deva kanyAyA subAhu yuktayA ca deva kanyAyA evaMpramuKEH azwABiH deva kanyA sahasrEH sasU  azwABiH ca nAga rAja sahasrEH tat yaTA apalAlena ca nAga rAjQA ela patreNa ca nAga rAjQA timiFgilena ca nAga rAjQA kuMBasAreNa ca nAga rAjQA kuMBaSIrzeNa ca nAga rAjQA sunandena ca nAga rAjQA su SAKena ca nAga rAjQA gavaSIrzeNa ca nAgArAjQA evaMpramuKEH azwABiH nAga rAja sahasrEH sasU  te sarve yena rAjagRham mahA nagaram yena gRdDrakUwaH parvataH yena ca BagavAn= CAkya muniH taTAgataH	lha'i bu srid grub dang / lha'i bu bzang po dang / lha'i bu shin tu bzang po dang / lha'i bu chos 'dod dang / lha'i bu tsandan snying po dang / lha'i bu tsandan gnas dang / lha'i bu tsandan dang / de dag la sogs pa lha'i bu khri nyis stong dang / lha'i bu mo brgyad stong la 'di lta ste; lha'i bu mo rnga ldan dang / lha'i bu mo mdzes ldan dang / lha'i bu mo bdag nyid che ldan dang / lha'i bu mo mig dpal dang / lha'i bu mo skye rgu'i bdag mo gnas pa dang / lha'i bu mo stobs 'dzin dang / lha'i bu mo nor dpal dang / lha'i bu mo lag pa bzang ldan dang / de dag la sogs pa lha'i bu mo brgyad stong dang / klu'i rgyal po brgyad stong la 'di lta @354b ste; klu'i rgyal po sog ma med dang / klu'i rgyal po ae la'i 'dab ma dang / klu'i rgyal po nya mid dang / klu'i rgyal po bum pa'i snying po dang / klu'i rgyal po bum pa mgo dang / klu'i rgyal po dge byed dang / klu'i rgyal po shin tu dga' ba dang / klu'i rgyal po 'dab bzang dang / klu'i rgyal po glang po'i mgo dang / de dag la sogs pa klu'i rgyal po brgyad stong dang thabs cig tu bzhugs te; de dag thams cad kyang rgyal po'i khab ga la ba dang / bya rgod kyi phung po'i ri ga la ba dang / bcom ldan 'das ga la ba der dong ste lhags nas bcom ldan 'das kyi zhabs la mgo bos phyag btsal te /	79.83654729755129
rhan samyaksaMbudDaH tena upasaMkrAmat upasaMkramya BagavataH pAdO SirasA aBivandya Bagavantam trizpradakziNIkRtya BagavataH puratas tasTire sasU  etat avocan deSayatu BagavAm Darmam deSayatu sugataH Darmam yam SrutvA asme kzipram anuttarA samyaksaMboDim aBisaMbudDyema yena ca sarva sattvAnAm karma AvaraNa kzayaH BaveyAt	bcom ldan 'das la lan gsum bskor ba byas nas bcom ldan 'das kyi spyan sngar 'khod btsal te /	10.0
BagavAn= ca tUzNIBAvena aDivAsayati sma	pa dang / bcom ldan 'das kyis cang mi gsung bar gyur bas gnang ngo //	89.12377620295733
sasU  aTa Kalu sarva SUraH boDisattvaH mahAsattvaH utTAya AsanAt eka aMsam uttarAsaFgam	de nas byang chub sems dpa' sems dpa' chen po kun tu dpa' ba stan las langs te /	87.68788622270479
