		10.0
ratna guNa saMcaya gATA om namaH BagavatyE Arya prajQApAramitA ratna guNa saMcaya gATAyE namaH AryamaQju Sriye	@189a / /rgya gar skad du /a'arya pra dzny'a pa ra mi ta sanytsa ya ga th'a / bod skad du / 'phags pa shes rab kyi pha rol tu phyin pa sdud pa tshigs su bcad pa / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	78.99275098960285
aTa Kalu BagavAn= tAsAm catasRNAm parzadAm saMpraharzaNa arTam punar api imAm prajQApAramitAm paridIpayamAnaH tasyAm velAyAm imAH gATAH a	de nas yang bcom ldan 'das kyis 'khor bzhi po de dag yang dag par rab tu dga' bar mdzad pa'i phyir shes rab kyi pha rol tu phyin pa 'di ston cing / de'i tshe tshigs su bcad pa 'di bka' stsal to // dga' dang gus dang dad pa'i mchog ni nyer bzhag ste //	90.85159265457517
para prema gOrava prasAdaH upasTapitvA prajahitvaH AvaraNa kleSa mala atikrAntAH SRNutA jagArTam aBiprasTita suravra tAnAm prajQAya pAramita yatra caranti SUrAH	sgrib pa nyon mongs bsal nas dri ma las 'das pa // 'gro don mngon zhugs des pa'i shes rab pha rol phyin // gang la dpa' rnams spyod pa de ni mnyan par gyis //	73.55270280149018
yAvanti nadya pravahantiha jambudvIpe Pala puzpaH OzaDa aDi vanaspati rohayanti	'dzam bu'i gling 'dir chu klung ji snyed cig 'bab cing // me tog 'bras ldan sman dang nags tshal skyed byed pa //	79.22925333633934
BUjata gaja indra nAga pati niSrayanovatana sya	ma dros gnas pa'i klu dbang klu bdag brten gnas te //	76.39160816174633
tasya anuBAva Sriya sABu jagADipasya	de ni klu yi bdag po de yi mthu dpal yin //	78.69247096638347
yAvanti Darma jinaSrAvaka deSayanti BAzanti yukti sahitAn= ca udIrayanti parama arTa sOKya kriya tad Pala prApti tA ca sarvaH ayam puruzakAru taTAgatasya	rgyal ba'i nyan thos pa dag ji snyed chos ston dang // 'chad dang rigs pa dag dang ldan par brjod pa dang // mchog 'phags @189b bde ba byed dang de yi 'bras thob pa // de dag kun kyang de bzhin gshegs pa'i skyes bu'i mthu //	84.9231815657412
kim kAraNam yaH jina BAzati DarmanetrIm tatra aBiSikzita nara RzaBa Sizya BUtAH sAkzAtkaritva yaTa Sikzita deSayanti budDa anuBAva pune Atma bala anuBAvA	ci phyir zhe na rgyal ba'i chos tshul gang bstan pa // de la mi mchog slob mar gyur pas mngon bslab cing // mngon sum byas nas bslab pa ji bzhin ston byed de //	73.36309378372255
yasmin na prajQavara pAramitA upalabDiH na ca boDisattva OpalabDi na citta boDeH	sangs rgyas mthus byed rang gi stobs kyi mthus ma yin // gang la shes rab pha rol phyin mchog mi dmigs shing //	73.73752012855805
evam SruNi tva na ca muhyati na asti trAsaH saH boDisa	byang chub sems dpa' mi dmigs byang chub sems mi dmigs // de skad thos nas rmongs pa med cing skrag med pa //	76.54923095719211
ttva carate sugatAna prajQAm	byang chub sems dpa' de ni bde gshegs shes rab spyod //	81.95916923609647
na ca rupa vedana na saMjQa na cetanA ca vijQAna sTAnu aNumA atra na Bonti tasya	gzugs med tshor ba med cing 'du shes sems pa med // de la rnam shes gnas ni rdul tsam yod ma yin //	80.41212470144451
saH sarva Darmaa sTitaH aniketa cArI aparIri	de chos kun la mi gnas gnas pa med par spyod //	77.84523947695469
gRhIta laBate sugatAna boDim	yongs su gzung med bde gshegs rnams kyi byang chub 'thob // ji ltar kun du rgyu ba bzo sbyangs shes pa yis //	78.0993875243435
aTa SreNikasya aButI parivrAjakasya jQAna upalamBu na hi skanDa viBAvanA ca	dmigs med phung po rnam par 'jig pa 'byung ba ltar //	65.03725312457465
yaH boDisattva parijAnati eva DarmAm na ca nirvRtim spRSati saH viharAti prajQAm	byang chub sems dpa' gang zhig de ltar chos shes pa // mya ngan 'das la mi reg de ni shes rab gnas // yang 'di shes rab 'di ni gang yin su yi yin //	86.08166929640461
vyuparIkzate punar ayam katarezu prajQA kasmAt kutas vaH imi SUnyaka sarva DarmAH	gang las yin zhes chos 'di thams cad stong par rtog /	52.83837360243119
vyuparIkzam ANu na ca lIyati na asti trAsaH Asannu saH Bavati boDayi boDisattvaH	nye bar brtags nas zhum pa med cing skrag med pa // byang chub sems dpa' de ni byang chub nye ba yin //	77.32808066620653
saci rupa saMjQa api vedana cetanA ca vijQAna skanDa caratI aprajAnamAnaH	gal te mi shes bzhin du gzugs su 'du shes shing //	54.47783730940235
imi skanDa SUnya parikalpayi boDisattvaH caratI nimittaanupAdapade asaktaH	tshor ba sems pa rnam shes phung por spyod byed cing // phung @190a *// 'di stong zhes rtog na'ang byang chub sems dpa' ni //	81.49234522293807
