		10.0
sat Darma laFkA avatAra sUtram om namaH ratnatrayAya om namaH sarva budDa boDisattveByaH start parivarta rAvaNa aDyezaNA parivartaH praTamaH	@87b / /rgya gar skad du /a'arya langka aa ba t'a ra mah'a y'a na s'u tra / bod skad du / 'phags pa langkar @88a *// gshegs pa'i theg pa chen po'i mdo / bam po dang po / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	88.24752139176422
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.5537645877936
ekasmin samaye BagavAn= laFkA pure samudra malaya SiKare viharati sma nAnA ratna gotra puzpa pratimaNxite mahatA Bikzu saMGena sArDam mahatA ca boDisattva gaNena nAnA budDa kzetra saMnipatitEH boDisattvEH mahAsattvEH	bcom ldan 'das langka'i grong rdal na / rgya mtsho'i ri ma la ya'i rtse mo rin po che'i rigs dang / me tog sna tshogs kyis brgyan pa la dge slong gi dge 'dun chen po dang / byang chub sems dpa' sems dpa' chen po sangs rgyas kyi zhing sna tshogs pa nas 'dus pa ting nge 'dzin dang /	78.12088906760428
aneka samADi vaSitA bala aBijQA vikrIxitEH mahAmati boDisattva pUrvaMgamEH sarva budDa pANi aBizeka aBiziktEH	dbang dang / stobs dang / mngon par shes pa du mas rnam par rol pa /	69.690183071755
sva citta dRSya gocara parijQAna arTa kuSalEH nAnA sattva citta caritra rUpa naya vinaya DAriBiH	byang chub sems dpa' blo gros chen po la sogs pa dag sangs rgyas thams cad kyi phyag gi dbang bskur bas dbang bskur ba bdag gi sems snang ba'i spyod yul yongs su shes pa'i don la mkhas pa / sems can gyi sems sna tshogs dang / gzugs dang / tshul dang / 'dul ba rnam pa tha dad pa'i cha byad 'chang ba /	74.4439702269912
paQca Darma svaBAva vijQAna nErAtmya advaya gatiMgatEH	chos lnga dang; rang bzhin dang / rnam par shes pa dang / bdag med pa gnyis khong du chud par rtogs pa'i byang chub sems dpa' dag gi tshogs chen po dang thabs gcig tu bzhugs te /	80.60779513592719
tena Kalu punar samayena BagavAn sAgara nAga rAja BavanAt sapta ahena uttIrNa BUt	yang de'i tshe na bcom ldan 'das rgya mtsho'i klu'i rgyal po'i gnas nas zhag bdun lon te byung nas brgya byin dang /	89.50979896336338
aneka Sakra brahma nAga kanyA kowiBiH pratyudgamyamAnaH laFkA malayam avalokya smitam akarot	tshangs pa dang / klu'i bu mo bye ba du mas bsu ba dang langka'i ri ma la ya la @88b gzigs te /	83.95641475792347
pUrvakEH api taTAgatEH arhadBiH samyaksaMbudDEH asmin= laFkA purI malaya SiKare sva pratyAtma Arya jQAna tarka dRzwi tIrTya SrAvaka pratyekabudDa Arya vizaye tad BAvitaH DarmaH deSitaH	langka'i grong rdal gyi ri ma la ya'i rtse mo 'dir sngon gyi de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas rnams kyis kyang 'phags pa so so rang gis rig pa'i ye shes / rtog ge'i lta ba mu stegs can dang / nyan thos dang / rang sangs rgyas dang / 'phags pa'i yul ma yin pa de dag gis bsgoms pa'i chos bstan te /	88.45689649548099
yat nu aham api atra eva rAvaNam yakza aDipatim aDikRtya etat eva udBAvayan Darmam deSayeyam	ngas kyang de nyid du gnod sbyin gyi bdag po 'bod sgrogs kyi phyir de nyid bsnyad cing chos bstan to snyam nas 'dzum pa mdzad do //	77.67544852305434
aSrOzIt rAvaNaH rAkzasa aDipatiH taTAgata aDizWAnAt  BagavAn kila sAgara nAga rAja BavanAt uttIrya	de nas gnod sbyin gyi bdag po 'bod sgrogs de bzhin gshegs pa'i byin gyi rlabs kyis bcom ldan 'das rgya mtsho'i klu'i rgyal po'i gnas nas byung ste /	90.36723101431834
aneka Sakra brahma nAga kanyA kowiBiH parivRtaH puraskRtaH samudra taraMgAn avalokya AlayavijQAna udaDi pravRtti vijQAna pavana vizaye preritAn= teByaH saMnipatiteByaH cittAni avalokya tasmin= eva sTitaH udAnam udAnayati	brgya byin dang / tshangs pa dang / klu'i bu mo brgya stong du mas bskor cing mdun du bdar nas rgya mtsho'i rlabs la gzigs te / kun gzhi rnam par shes pa'i rgya mtsho la 'jug pa'i rnam par shes pa yul gyi rlung gis bskyod cing de dag gi sems 'byung bar gzigs te; ched du brjod pa ched du brjod pa mdzad do zhes thos nas /	83.40092430438068
sma  yat nu aham gatvA Bagavantam aDyezya laFkAm praveSayeyam	bdag song la bcom ldan 'das la gsol ba btab ste langkar gshegs par bya'o //	87.59802584365738
tat me syAt dIrGarAtram arTAya hitAya suKAya devAnAm ca manuzyANAm ca	de ni bdag dang lha dang mi rnams la yun ring po'i don dang / phan pa dang bde bar 'gyur ro snyam ste /	93.23908427912824
aTa rAvaNaH rAkzasa aDipatiH sa parivAraH pOzpakam vimAnam aDiruhya yena BagavAn= tena upajagAma	de nas gnod sbyin gyi bdag po 'bod sgrogs 'khor dang bcas pa me tog gi gzhal med khang du zhugs @89a *//	84.15324011521653
upetya vimAnAt avatIrya sa parivAraH Bagavantam trizkRtvas pradakziNIkRtya tUrya tAlA vacarEH pravAdyadBiH indranIla mayena	nas; bcom ldan 'das ga la ba der song ste byin pa dang / 'khor dang bcas te gzhal med khang nas babs nas rnga dang sil snyan rnams rab tu bsgrags te / bcom ldan 'das la lan gsum bskor ba byas nas pi wang gi khog pa aindra n'i la la bee d'urya dang / mu sa ras spras pa /	84.9781442391848
daNxena vExUrya musAra galva	gos ngur ka pri yang ku 'dra ba rin thang med pas tshar du dbyangs te / 'khor rnams rab tu dga' bar byas nas / glu'i dbyangs /	63.00177051494615
