		10.0
samADi saMBAra parivartaH lokanATAya namaH	@134b # // rgya gar skad du /sa m'a dhi sambha ra ba ri brta / bod skad du / ting nge 'dzin tshogs kyi le'u / 'jig rten mgon po la phyag 'tshal lo // dang po'i snying rje'i stobs las byung //	73.62604686263133
boDi cittam dRXam kuryAt pUrva kAruNya Sakti jam	rdzogs pa'i byang chub sems brtan bya //	68.27622079849243
Bava Boga suKe saktaH parigraha parAFmuKaH	srid pa'i longs spyod bde ma chags // yongs su 'dzin pa rgyab kyis phyogs // dad sogs nor ni phun sum tshogs //	82.88922006846924
SradDA Adi Dana sampannaH gurum budDa samam Bajet	bla ma sangs rgyas dang mnyam gus //	70.47739892535739
tat dizwa samaya AcAram paripAlitum udyataH	des bstan dam tshig spyod pa ni // yongs su bskyang la rab tu brtson //	79.78126209806787
kumBa guhya aBa izekam tu prasAdAt laBate guroH	bum pa gsang ba'i dbang bskur ba // bla ma'i drin gyis yongs su thob //	65.94587811300543
kAya vAc citta saMSudDaH sidDipAtram sa sADakaH	lus ngag sems ni rnam @135a * // dag pa'i // sgrub pa po de dngos grub snod //	87.56427329199443
samADi aFga samudBUta saMBAra pAripUritaH SIGram sidDi AptiH evam ca guhya mantra naya sTitiH	ting 'dzin yan lag las byung ba'i // tshogs ni yongs su rdzogs pa # // rgya gar skad du / sa m'a dhi sambha ra ba ri brta / bod tshul gnas yin // ting 'dzin yan lag nyams gyur cing //	85.42230358932656
samADi aFga cyutO tasya vipakza sTititaH taTA	de yi mi mthun phyogs gnas na //	71.26654958724976
janma kowi sahasrEH ca samADiH na prasiDyati	skye ba bye ba stong gis kyang // ting 'dzin rab tu grub mi 'gyur // ting nge 'dzin ni rab grub phyir //	84.20900971869555
tad samADi prasiDi arTa guhya vRtta sTa yoga vid	gsang sngags spyod gnas rnal 'byor bas //	76.10349706905643
tat Binnam cintanam tyaktvA dRXa vIryeNa ca udyamet	de las gzhan pa'i sems spangs te // g-yeng med brtson pas 'bad par bya //	77.32882538472185
samADeH yAni ca aFgAni vipakzaH tad viniScaye	ting nge 'dzin gyi yan lag dang // mi mthun phyogs gang nges bya'i phyir //	86.73622608184814
samADi aFgam vipakzaH ca saMkzepeNa samucyate	ting 'dzin yan lag mi mthun phyogs // de ni mdor bsdus nas bshad bya //	86.28030036545223
SIla sampatti yukta tvam Bogezu nirapekzatA	tshul khrims phun sum tshogs pa dang // longs spyod rnams la ltos med nyid //	85.6942927598377
kzAntiH dRXa pratijQA ca jana saMsarga varjanam	bzod ldan dam bca' brtan pa dang // skye bo 'du 'dzi rnam par spang //	81.52418058998715
kAya vAc citta kAryezu samprajanya samanvayaH	lus dang ngag yid las rnams la //	70.02821432460438
budDa kAya stuti smRtyA kAya anusmRti saMyutiH	shes bzhin dang ni ldan pa dang // sangs rgyas skur 'dogs dran pa yi // lus kyi rjes dran yang dag ldan //	76.0731404374384
yasmin kAle tu yat kArya dArXrya tasya hi anusmRtO	dus gang du ni bya ba yi //	65.92320864288895
paQca AvaraNa hAniH ca yukta kRt Baktam Ana tA	rjes dran de la brtan pa dang // sgrib pa lnga ni spang ba dang // zas kyi tshod rig spyod lam ran//	80.2144947592922
samasta loka Darmezu citta upekzA sadA taTA	'jig rten chos ni thams cad la // rtag tu sems ni btang snyoms dang // yo byad bsnyungs 'di yan lag ste //	76.94371829706819
saMleKaH FgAni ca imAni vipakzaH tad viparyayaH samADi samBAra kRtEH hi puNyEH samADim vajra upamam etu lokaH   a ba	go bzlog pa ni mi mthun phyogs //	23.906615156788273
samADi samBAra parivartaH mahA paNxita AcArya dIpaFkara SrI jQAna pAda viracitaH samAptaH	ting 'dzin tshogs kyi le'u bkod pa'i bsod nams des // 'gro bas ting 'dzin rdo rje lta bu thob par shog / ting nge 'dzin gyi tshogs kyi le'u slob dpon mkhas pa chen po dpal mar me mdzad ye shes kyi zhal snga nas mdzad pa rdzogs so //	82.48351227048761
		82.48351227048761

