		10.0
namaH sarva budDa boDisattveByaH lalita vistaraH om namaH daSa diS anantA paryanta loka DAtu pratizWita sarva budDa boDisattva Arya SrAvaka pratyekabudDeByaH tIta anAgata pratyutpanneByaH start parivarta nidAna parivartaH praTamaH	@1b #// rgya gar skad du /a'arya la li ta bist'a ra n'a ma ma h'a y'a na s'u tra / bod skad du / 'phags pa rgya cher rol pa zhes bya ba theg pa chen po'i mdo / bam po dang po / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	58.22718050325757
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.55377054825807
ekasmin samaye BagavAn SrAvastyAm viharati sma jetavane nATapiNxadasya ArAme mahatA Bikzu saMGena sArDam dvAdaSaBiH Bikzu sahasrEH tat yaTA  AyuzmatA ca jQAna kONxinyena AyuzmatA ca aSva jitA AyuzmatA ca bAzpeNa AyuzmatA ca mahAnAmnA AyuzmatA ca BadrikeNa AyuzmatA ca yaSodevena AyuzmatA ca vimalena AyuzmatA ca subAhunA AyuzmatA ca pUrNena AyuzmatA ca gavAMpatinA AyuzmatA ca Uru bilva AkASyapena AyuzmatA ca nadI kASyapena AyuzmatA ca gayAkASyapena AyuzmatA ca SAriputreNa AyuzmatA ca mahAmOdgalyAyanena AyuzmatA ca mahAkASyapena AyuzmatA ca mahAkAtyAyanena AyuzmatA ca kaPilena	bcom ldan 'das mnyan yod na rgyal bu rgyal byed kyi tshal mgon med zas sbyin @2a #// gyi kun dga' ra ba na dge slong khri nyis stong gi dge slong gi dge 'dun chen po la 'di lta ste /	10.0
AyuzmatA ca kONxinyena AyuzmatA ca cunandena AyuzmatA ca pUrNa mEtrAyaNI putreNa AyuzmatA ca anirudDena AyuzmatA ca nandikena AyuzmatA ca kasPilena AyuzmatA ca suBUtinA AyuzmatA ca revatena AyuzmatA ca Kadira vanikena AyuzmatA ca amoGa rAjena AyuzmatA ca mahApAraNikena AyuzmatA ca bakkulena AyuzmatA ca nandena AyuzmatA ca rAhulena AyuzmatA ca svAgatena AyuzmatA ca Anandena	tshe dang ldan pa kun shes koondi n+ya dang / tshe dang ldan pa rta thul dang / tshe dang ldan pa rlangs pa dang / tshe dang ldan pa ming chen dang / tshe dang ldan pa bzang po dang / tshe dang ldan pa grags sbyin dang / tshe dang ldan pa dri ma med dang / tshe dang ldan pa lag bzang dang / tshe dang ldan pa gang po dang / tshe dang ldan pa ba lang bdag dang / tshe dang ldan pa lteng rgyas 'od srung dang / tshe dang ldan pa chu klung 'od srung dang / tshe dang ldan pa ga ya 'od srung dang / tshe dang ldan pa sh'a ri'i bu dang / @2b tshe dang ldan pa moo dgal gyi bu chen po dang / tshe dang ldan pa 'od srung chen po dang / tshe dang ldan pa k'a ty'a'i bu chen po dang / tshe dang ldan pa ka pi na chen po dang / tshe dang ldan pa gsus po che dang / tshe dang ldan pa skul byed dang / tshe dang ldan pa byams ma'i bu gang po dang / tshe dang ldan pa ma 'gags pa dang / tshe dang ldan pa dga' byed dang / tshe dang ldan pa 'ug pa dang / tshe dang ldan pa rab 'byor dang / tshe dang ldan pa nam gru dang / tshe dang ldan pa seng ldeng nags pa dang / tshe dang ldan pa don yod rgyal po dang / tshe dang ldan pa pha rol tu 'gro ba chen po dang / tshe dang ldan pa ba ku la dang / tshe dang ldan pa dga' bo dang / tshe dang ldan pa sgra gcan zin dang / tshe dang ldan pa legs 'ongs dang / tshe dang ldan pa kun dga' bo dang / de dag la sogs pa dge slong khri nyis stong dang thabs cig tu bzhugs so //	10.0
evaMpramuKEH dvAdaSaBiH Bikzu sahasrEH sArDam dvAtriMSatA ca boDisattva sahasrEH	@3a #// byang chub sems dpa' sum khri nyis stong thams cad kyang skye ba gcig gis thogs pa /	90.5627990907727
sarvEH eka jAti pratibadDEH sarva boDisattva pAramitA nirjAtEH sarva boDisattva aBijQa tA vikrIxitEH	byang chub sems dpa'i pha rol tu phyin pa thams cad las nges par skyes pa / byang chub sems dpa'i mngon par shes pa thams cad kyis rnam par rtse ba; byang chub sems dpa'i gzungs thams cad thob pa /	84.68595190467353
sarva boDisattva DAraNI pratiBAna pratilabDEH sarva boDisattva DAraNI pratilabDEH	byang chub sems dpa'i spobs pa thams cad thob pa /	70.32605856905805
sarva boDisattva praNiDAna su paripUrNEH sarva boDisattva pratisamyak gatiMgatEH sarva boDisattva samADi vaSitA prAptEH	byang chub sems dpa'i smon lam thams cad shin tu yongs su rdzogs pa / byang chub sems dpa'i so so yang dag par rig pa thams cad rtogs par khong du chud pa / byang chub sems dpa'i ting nge 'dzin thams cad la dbang thob pa /	85.54833159464079
sarva boDisattva vaSitA pratilabDEH sarva boDisattva kzAnti avakIrNEH sarva boDisattva BUmi paripUrNEH tat yaTA  mEtreyeNa ca boDisattvena mahAsattvena DaraNI ISvara rAjena ca boDisattvena mahAsattvena siMhaketunA vEdya ca boDisattvena mahAsattvena sidDArTa matinA ca boDisattvena mahAsattvena praSAnta cAritra matinA ca boDisattvena mahAsattvena pratisaMvid prAptena ca boDisattvena mahAsattvena nitya udyuktena ca boDisattvena mahAsattvena mahA karuNA candriNA ca boDisattvena mahAsattvena evaMpramuKEH dvAtriMSatA ca boDisattva sahasrEH	byang chub sems dpa'i dbang thams cad thob pa; byang chub sems dpa'i bzod pa thams cad la zhugs pa / byang chub sems dpa'i sa thams cad rab tu rdzogs pa sha stag @3b ste; 'di ltar byang chub sems dpa' sems dpa' chen po byams pa dang / byang chub sems dpa' sems dpa' chen po gzungs kyi dbang phyug rgyal po dang / byang chub sems dpa' sems dpa' chen po sengge'i tog dang / byang chub sems dpa' sems dpa' chen po don grub blo gros dang / byang chub sems dpa' sems dpa' chen po spyod pa rab tu zhi ba'i blo gros dang / byang chub sems dpa' sems dpa' chen po so so yang dag par rig pa thob pa dang / byang chub sems dpa' sems dpa' chen po brtson 'grus rtag par sbyor dang / byang chub sems dpa' sems dpa' chen po snying rje cher sems dang / de dag la sogs pa byang chub sems dpa' sum khri nyis stong dang yang thabs cig go /	70.87393284288052
tena Kalu punar samayena BagavAn SrAvastIm mahA nagarIm upaniSritya viharati sma satkRtaH gurukRtaH mAnitaH pUjitaH ca tisRNAm parizadAm rAjQAm rAja kumArANAm rAja mantriNAm rAja mahAmAtrANAm rAja pAda mUlikAnAm kzatriya brAhmaNa gRhapatyamAtya pArzadyAnAm pOra jAnapadAnAm anya tIrTika SramaNa brAhmaNa caraka par	de'i tshe bcom ldan 'das mnyan yod kyi grong khyer chen po na 'khor bzhi dang / rgyal po dang / rgyal po'i sras dang / rgyal po'i blon po chen po dang / chags 'og gi rgyal phran dang / rgyal po'i zhabs 'bring ba dang / rgyal rigs dang / bram ze dang / tshong dpon dang / khyim bdag dang / blon po dang / 'khor gyi mi dang / grong khyer pa dang / yul gyi mi dang / mu stegs can dang / dge sbyong dang / bram ze dang / dpyod pa pa dang / kun tu rgyu sna tshogs kyis rim @4a *// gror byas / bla mar byas /	86.89458703462981
