		10.0
namaH maQju Sriye kumAra BUtAya AcArya vasu banDu praNItaH tri svaBAva nirdeSaH tsn	@281a # // rgya gar skad du /sva bh'a wa tra ya pra be sha s'a dha na / bod skad du / rang bzhin gsum la 'jug pa'i sgrub pa / sangs rgyas la phyag 'tshal lo //	77.47685302197722
kalpitaH paratantraH ca parinizpannaH eva ca	kun brtags dang ni gzhan dbang dang // yongs su grub pa nyid kyang ni //	91.15444734695362
trayaH svaBAvAH DIrANAm gamBIra jQeyam izyate	brtan pa rnams kyi rang bzhin gsum // shes bya zab par 'dod pa yin //	78.72922696500817
yat KyAti paratantraH sO yaTA KyAti sa kalpitaH	gang snang de ni gzhan dbang yin // ji ltar snang ba kun brtags ta //	81.06654395248214
pratyaya aDIna vRtti tvAt kalpanA mAtra BAvataH	rkyen la 'jug pa'i dbang phyir dang // brtag pa'i dngos po tsam phyir ro // de yi snang ba ji bzhin snang //	79.5506708031001
tasya KyAtuH yaTA AKyAnam yA sadA vidyamAna tA	brtag tu med pa nyid gang ni // gzhan du mi 'gyur phyir nyid de //	70.90327838627178
jQeyaH sa parinizpanna svaBAvaH nanyaTAtvataH	yongs grub rang bzhin shes par bya //	74.76281370987763
tatra kim KyAti asat kalpaH kaTam KyAti dvaya AtmanA	de la ci snang yod min rtog / ji ltar snang ba gnyis dag gis //	79.19354794849164
tasya kA na astitA tena yA tatra advaya Darma tA	de yi med nyid gang de yis // de ru gnyis med chos nyid gang // sems de de ru yod min rtog /	86.60147961171712
asat kalpaH tra kaScid tam yatas tena hi kalpyate	gang phyir de ni brtags pa yin //	78.00904860641018
yaTA ca kalpayati arTa taTA atyantam na vidyate	ji ltar don ni brtag byed pa // de bzhin shin tu yad [?] ma yin //	82.72696712258019
tad hetu Pala BAvena cittam dviviDam izyate	rgyu dang 'bras bu'i dbye ba yis // sems de rnam pa gnyis su 'dod //	85.00029626020529
yadAlaya AKyam vijQAnam pravRtti AKyam ca saptaDA	kun gzhi rnam par shes gang dang // 'jug pa shes bya rnams bdun pa'i //	88.66258815833473
saMkleSa vAsanA bIjEH cita tvAt cittam ucyate	kun nas nyon mongs bag chags kyi // sa bon bsags phyir sems brjod do // rnam shes lnga po gzhan ma @281b yin //	85.02873756301348
cittam Adyam dvitIyam tu citra AkAra pravRttitaH	sna tshogs rnam pa 'jug phyir ro // yang dag ma yin kun rtog gang //	74.80552689144115
samAsatas BUtakalpaH sa ca eza triviDaH mataH	de ni bsdus par rnam gsum 'dod //	72.76154028285633
vEpAkikaH taTA nEmittikaH nyaH prAtiBAsikaH	rnam smin de bzhin mtshan ma can // so sor snang ba gzhan ma'o //	72.47485203986683
praTamaH mUla vijQAnam tad vipAka Atmakam yatas	dang po'i rtsa ba'i rnam shes te // gang phyir rnam smin bdag nyid de //	87.9026731672691
anyaH pravRtti vijQAnam dRSya dRS vitti vRttitaH	'jug pa'i rnam shes phan tshun mthong // mthong bya yan lag gnyis 'jug phyir //	76.32873087738335
sat asat tvAt dvaya eka tvAt saMkleSa vyavadAnayoH	yod med phyir dang gnyis gcig phyir // kun nas nyon mongs rnam byang la //	87.21743382888909
lakzaNa aBedataH cezwA svaBAvAnAm gaMBIra tA	mtshan nyid dbyer med phyir zab nyid // rang bzhin rnams la 'dod pa yin // shin tu med pa nyid dag ni //	78.74708445052234
sattvena gRhyate yasmAt atyanta aBAvaH eva ca	gang phyir yod par 'dzin pa la //	74.71210228313099
svaBAvaH kalpitaH tena sat asat lakzaNaH mataH	de yis kun brtags rang bzhin ni // yod dang med pa'i mtshan nyid 'dod // 'khrul pa'i dngos po yod pa la //	82.41479449970952
vidyate BrAnti BAvena yaTA AKyAnam na vidyate	ji bzhin snang ba yod ma yin //	72.1651651705465
paratantraH yatas tena sat asat lakzaNaH mataH	gang phyir gzhan dbang de yis ni // yod med mtshan nyid par 'dod do //	86.10303648894889
advayatvena yat ca asti dvayasya aBAvaH eva ca	gang gis gnyis med nyid du yod // gnyis kyi dngos po med pa nyid //	80.78910565816227
svaBAvaH tena nizpannaH sat asat lakzaNaH mataH	de yis yongs grub rang bzhin ni // yod med mtshan nyid 'dod pa yin //	83.56483687545577
dvEviDyAt kalpita arTasya tat asattva eka BAvataH	brtags pa'i don la rnam gnyis phyir // de yod ma yin dngos gcig phyir //	87.03908266760492
svaBAvaH kalpitaH bAlEH dvaya eka tva AtmakaH mataH	kun brtags rang bzhin byis pa rnams // gnyis snang gcig gis bdag gnyis 'dod //	82.99760873349635
praKyAnAt dvaya BAvena BrAnti mAtra eka BAvataH	gnyis kyi dngos po snang phyir dang // 'khrul pa tsam gyis dngos gcig phyir //	82.19120662825236
svaBAvaH paratantra AKyaH dvaya eka tva AtmakaH mataH	gzhan dbang zhes bya'i rang bzhin ni // gnyis dang gcig gi bdag nyid 'dod // gang gis gnyis med nyid du yod //	83.48208350545025
dvaya aBAva svaBAva tvAt advaya eka svaBAvataH	gnyis kyi dngos bos med pa nyid //	73.00000384274651
svaBAvaH parinizpannaH dvaya eka tva AtmakaH mataH	de yis yongs grub rang bzhin ni // gnyis dang gcig gis bdag gnyis 'dod //	84.1689037715249
kalpitaH paratantraH ca jQeyam saMkleSa lakzaNam	kun brtags dang ni gzhan gyi dbang // nyon mongs mtshan nyid shes par bya //	89.37433886813506
