		10.0
mRtyu vaQcana upadeSa tArA sADana	@154a # // rgya gar skad du /mri tyu banytsa no pa de sha t'a r'a s'a dha nam / bod skad du / 'chi ba slu ba'i man ngag gi sgrol ma'i sgrub thabs // 'phags ma sgrol ma la phyag 'tshal lo //	67.46731020684696
utTAya pUrva saMDyAyAm BU pradeSe manohare	yid du 'ong ba'i sa phyogs su // langs nas snga dro'i thun la'o //	78.59588431805786
mRdu Asana upavizwaH san sva hRdi candra maNxale	bde ba'i stan la rab 'dug ste // rang gi snying gar zla ba la //	78.5455782365675
paQcamasya praTamam tu dvitIya svara yojitam	lnga pa yi ni dang po la // dbyangs yig gnyis pa rab tu sbyar // zla phyed thig le yang dag ldan //	79.05864883823322
arDa indu bindu saMyuktam sita raSmi viBUzitam	'od zer dkar pos rnam par brgyan //	77.76350634438651
tasya SuklamayUKEH tu tArAm AkRzya vyomani	de yi 'od zer dkar po yis // mkha' la sgrol ma gdan drangs te //	82.53120335424776
dvi BujAm sita dehAm tu vara da utpala DAriNIm	phyag gnyis sku mdog dkar mo la // mchog sbyin dang ni autpal bsnams //	72.11613559412801
paQca upacAra pUjABiH pUjayitvA tu BaktitaH	nyer spyod lnga yi mchod pa yi // gus pa yis ni mchod byas nas //	87.32102794890919
pApAnAm deSanAm paScAt tatas puNya anumodanam	sdig pa bshags shing phyi nas ni // de nas bsod nams rjes yi rang //	79.26075110437455
tad pariNAmanAm ca eva tri SaraNa gamanam taTA	de ni yongs su bsngo ba dang // de bzhin gsum la skyabs su 'gro //	73.77270559040386
om SUnyatA jQAna vajra svaBAva AtmakaH ham iti paWet iti sva para SUnyam vE DyAtvA yogI viDAna vid	aom sh'u n+ya t'a dzny'a na badzra sva bh'a ba a'atma ko&amp; ham / zhes pa'i sngags kyis stong par bsgom // rnal 'byor pa yi cho ga yis // chu skyes dkar po'i dbus gnas pa'i //	90.74817012152585
sita aravinda maDya sTa candra bimba Asana upari	zla ba'i dkyil 'khor steng du ni // sngon gsungs sa bon las skyes pa'i //	73.20765407283268
pUrva ukta bIja nizpannAm tArA devIm manoramAm	lha mo sgrol ma yid 'ong ma //	57.233813444773354
AbadDa vajra paryaFkAm vara da utpala DAriNIm	rdo rje skyil mo krung bcas nas // mchog sbyin ma ni autpal bsnams // ston ka'i zla ba lta bu ni //	80.89744668816414
Sarad candra kara AkArAm pRzWa candra samASritAm	zla ba'i steng du yang dag bzhugs //	66.28526345888773
sarva alaFkAra sampUrNAm zoxaSa abda vapuzmatIm	rgyan rnams thams @154b cad yongs su rdzogs // bcu drug lo yi gzugs can ma // sangs rgyas thams cad de yi sras //	70.4838862524473
sarva saMbudDa tad putra mAtaram kAmarUpaDAm	yum gyur 'dod pa'i gzugs 'dzin ma //	68.13670002089607
DyAtvA arya tArAm hRdaye tasyAH cakram sita dyuti	'phags ma sgrol ma snying gar bsgom // de yi 'khor lo 'od dkar ldan //	74.66961725563877
azwa kozWakam azwABiH akzarEH paripUritam	re'u mig brgyad po rnams la ni // yi ge brgyad kyis yongs su bskor // aom h'a gsal byed dbus gnas pa //	68.16363038473999
oMha avyaQjana maDya sTa sADya nAma Adya nABikam	bsgrub bya'i ming sogs lte ba la // mkhas pas rtse gcig yid kyis ni //	77.9461575872957
DyAyAt ekAgra cittaH san zaw mAsAn dRXa niScayaH	nges pa brtan pas zla drug bsgom // yi ge bcu yi gsang sngags 'di //	69.03653637477855
japet aKinna cittaH san mantram enam daSa akzaram	mkhas bas mi skyo'i yid kyis bzlas //	65.23874661729143
oFkAram Aditas dattvA paScAt tAre prayojayet	aom yig dang po sbyin par bya // phyi nas t'a re rab tu sbyar //	81.6797618744156
tuttAre syAt ture paScAt svAhA antam sArvakarmikaH	tutt'a re yi tu re phyis // sv'a h'a'i mtha' can las kun byed //	79.95335021534709
brahma indra vizNu candra arka rudra dikpAla manmaTEH	tshangs dbang khyab 'jug nyi zla dang // drag po phyogs skyong 'dod lhas kyang // ba spu'i rtse mo'ang gcod mi nus //	81.52888391593855
api aKaNxita roma agraH mRtyum jayati mukta vat valI palita dOrBAgya vyADi dAridrya saMkzayaH	'chi bdag las rgyal grol ba bzhin // skra dkar gnyer ma skal ldan dang // nang dang dbul sogs mdor bsdus na //	71.02417406645993
siMha Adi azwa mahA BIti duHKa saMdoha nASanam	seng ge la sogs 'jigs chen brgyad // sdug bsngal tshogs rnams rab tu 'joms //	81.42056124978552
ayAcita anna pAna Adi harmya vastra Adi saMgamaH	bskul pa med par zas la sogs // khang bzangs gos la sogs pa thob //	84.10263389025413
Kaxga aQjana pAda lepa Badra kumBa Adi sidDayaH	ral gri mig sman rkang mgyogs dang // bum pa bzang po la sogs 'grub ; / snyan ngag dang ni smra ba mkhas //	76.88678331101323
kavi tA vaktR tA meDA prajQA ca ekAnta nirmalA	blo rno shes rab dri ma med // gzhan yang 'dod pa'i dngos grub rnams //	75.88788771319234
anyA ca vAQCitA sidDiH cakrAt asmAt prajAyate	'khor lo 'di las rab tu 'byung // zhes pa ni /	65.90964537081511
		65.90964537081511

