		10.0
mEtreya nATa kRtA Bava saFkrAntiwIkA	@151b # // rgya gar skad du /bha ba sam kr'anti t'i ka / bod skad du /srid pa 'pho ba'i tvi ka /	52.93518464528775
namaH sarvajQAya	thams cad mkhyen pa la phyag 'tshal lo //	85.51256456607726
BAva aBAvAt na janma asti iti	dngos po med pas skye ba med // ces bya ba la /	83.24075363037434
bIjAt vIjaH utpadyamAne GawAt api Gawa utpattiH yujyeta	sa bon las sa bon 'byung ba bzhin de ltar yin na ni bum pa las kyang bum pa 'byung bar @152a * // rigs /	89.77694090185341
Atma kriyA nizeDAt bIjAt bIja utpattiH na saMBavati	rang nyid bya ba 'gags pas sa bon 'byung mi srid //	86.02029198798469
paQcaviDa BUta pariNAma Darma tA pratItyasamutpAda Darma tA	'byung ba rnam pa lngas bsgyur ba'i chos nyid yin pa rten 'brel chos nyid yin /	82.73796113160724
evam sati SuBa aSuBam ucCinna BAram kenacid dRSyeta	de lta yin na dge sdig sus khur chad ltar 'gyur /	71.6658647498306
tat tu mUzikA danta udgIrNa viza meGa garjana glAna bIja vat na utpannam	skye ba de ni ma yin no // byi bas so btab pa'i dug 'brug grag tsa na na ba bzhin no //	80.68262622825742
pratItyasamutpAda Darma tA	rten 'brel las skyes pa'i chos nyid do //	82.1307655892721
tena na BAvAt utpatti Darma tA	de nas dngos po las skyes pa chos nyid ma yin /	84.76509351933255
tasya BAvasya cAsataH	dngos po med pa de la ni //	73.09510339630975
janma AdAnam saMBavati iti	skye ba blangs pa srid pa yin //	77.89909338951111
evam sati BAvAsya asataH utpattO vanDyA sutaH gagana kusumam SaSaSRFgaQca saMBavet	zhes pa de ltar yin na dngos po med pa las byung na ni / mo gsham bu nam mkha'i me tog dang ri bong gi rva yang srid /	76.40404340866202
evam asaMBavAt utpattiH na saMBavati	de ltar ma yin pa 'byung bas na 'byung mi srid /	86.56570768356323
na hi agni maDye nikzipta bIjasya janma saMBavati	me'i nang du sa bon btab na skye mi srid /	78.7741547425588
ucyate tu BAvasya tasya asataH janma upAdAnam Bavati iti	dngos po med pa de la ni // skye ba blangs pa srid pa bstan pa ni /	75.26620273838012
yaTA prasanna jala pUrNa sarasi SEvAlam padmaQca utpadyate	ji ltar chu dang sa pas gang ba'i mtsho la zim dang padma skyes pa bzhin no //	78.81462267538879
