		10.0
daSa sAhasrikA prajQApAramitA	@317a / /rgya gar skad du /a'arya da sha sa ha sri ka pra dzny'a p'a ra mi t'a n'a ma ma h'a y'a na s'u tra / bod skad du /'phags pa shes rab kyi pha rol tu phyin pa khri pa zhes bya ba theg pa chen po'i mdo / bam po dang po /sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	39.43315501071956
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.55377054825807
ekasmin samaye BagavAn rAjagRhe viharati sma gRDra kUwaparvate mahatA Bikzu saMGena sArDam anekEH Bikzu sahasrEH	bcom ldan 'das rgyal po'i khab bya rgod kyi phung po'i ri la dge slong stong phrag du ma'i dge slong gi dge @317b 'dun chen po dang thabs cig tu bzhugs te / thams cad kyang dgra bcom pa / zag pa zad pa / nyon mongs pa med pa / dbang dang ldan par gyur pa /	85.54732190916266
sarvEH arhadBiH kzINa AsravEH nizkleSEH vaSIBUtEH su vimukta cittEH su vimukta prajQEH	sems shin tu rnam par grol ba / shes rab shin tu rnam par grol ba / cang shes pa / glang po chen po /	87.23841044513269
AjAneyEH mahA nAgEH kRtakRtyEH kRta karaNIyEH apahRta BArEH anuprApta svaka arTEH	bya ba byas pa / byed pa byas pa / khur bor ba /	66.640094573217
parikzINa Bava saMyojanEH samyak AjQA su vimukta cittEH sarva cetaH vaSi parama pAramitA prAptEH	bdag gi don rjes su thob pa; srid par kun tu sbyor ba yongs su zad pa / yang dag pa'i shes pa sems shin tu rnam par grol ba / sems kyi dbang thams cad kyi dam pa'i pha rol tu son pa sha stag ste / gang zag gcig ma gtogs pa ni / 'di lta ste /	80.10281526641234
ekam pudgalam sTApayitvA yat uta Ayuzmantam Anandam SEkzam srotaApannam paQca mAtrEH ca BikzuNI SatEH	slob pa rgyun du zhugs pa tshe dang ldan pa kun dga' bo'o //	56.0874175344547
upAsakEH upAsikABiH ca sArDam sarvEH dRzwa satyEH aneka sahasrEH ca boDisattvEH mahAsattvEH sArDam	dge slong ma lnga brgya tsam dang / dge bsnyen dang / dge bsnyen ma thams cad kyang bden pa mthong ba sha stag dang / byang chub sems dpa' sems dpa' chen po stong phrag du ma thams cad kyang gzungs thob pa /	70.5824885604206
sarvEH DAraNI pratilabDEH samADi pratilabDEH SUnyatA vihAriBiH animitta gocarEH	ting nge 'dzin thob pa / stong pa nyid la gnas pa / mtshan ma med pa'i spyod yul ba /	70.11975275284985
