		10.0
sidDam namaH BagavatyE Arya Dvaja agra keyUrAyE	@436b rgya gar skad du / a'arya dhva dza aa gra ke y'u ra n'a ma dh'a ra ni / bod skad du; 'phags pa rgyal mtshan gyi rtse mo'i dpung rgyan zhes bya ba'i gzungs / sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	66.74701892510917
evam mayA Srutam ekasmin samaye BagavAn devezu trayastriMSezu viharati sma pANxu kambala SilAyAm	'di skad bdag @437a *// gis thos pa dus gcig na / bcom ldan 'das sum cu rtsa gsum pa'i lha'i nang na lva ba dkar po lta bu'i rdo leb la bzhugs te /	90.92339484230155
aTa Kalu SakraH devAnAm indraH surEH jitaH parAjitaH sa tvaram tvaramANa rUpaH yena BagavAn tena upasaMkrAntaH	de nas lha'i dbang po brgya byin lha ma yin las pham /	55.241351741663856
upasaMkramya BagavataH pAdO SirasA aBivandya Bagavantam etat avocat	rab tu pham nas de rtab cing rings pa'i gzugs kyis bcom ldan 'das ga la ba der song ste phyin nas bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal te bcom ldan 'das la 'di skad ces gsol to // bcom ldan 'das /	81.45695546029049
iha aham Bagavan vema citriNA asura indreNa jitaH parAjitaH devAH trayastriMSAH ca jitAH parAjitAH	bdag 'di ltar lha ma yin dang g-yul bkye ba las; lha ma yin gyi dbang po thags bzang ris las pham / rab tu pham ste / sum cu rtsa gsum pa'i lha rnams kyang pham rab tu pham na /	78.41960500082882
tatra asmABiH Bagavan kaTam pratipattavyam	bcom ldan 'das / bdag cag gis de la ji ltar bsgrub par bgyi /	83.33726980230561
BagavAn Aha	bcom ldan 'das kyis bka' stsal pa / lha'i dbang po /	89.37983325811533
udgRhNa tvam deva indra Dvaja agra keyUra AnAmaDAriNIm aparAjitAm yA mayA pUrvam boDisatva BUtena aparAjita Dvajasya taTAgatasya antikAt udg	khyod kyis rgyal mtshan gyi rtse mo'i dpung rgyan zhes bya ba gzhan gyis mi thub pa'i gzungs zungs shig / ngas kyang sngon byang chub sems dpar gyur pa na de bzhin gshegs pa gzhan gyis mi thub pa'i rgyal mtshan las 'di mnos so //	89.01481701203937
udgRhya pareByaH vistareNa saMprakASitA	mnos nas kyang gzhan la rgya cher yang dag par bshad do // mngon par dran te / de tshun chad 'jigs pa'am /	77.79245951510144
na aBijAnAmi tatas rvAk Bayam vA stamBita tvam vA roma harza nimittam vAntaSas kzaNikAm api kAya pIxAm	bag tsha ba'am / spu zing zhes @437b byed pa'am / tha na skad cig yud tsam yang lus la gnod pa byung ma myong ngo //	76.59574988532242
tat katamA sA Bagavan DvajAgrakeyUrA nAma DAriNI aparAjitA	bcom ldan 'das / rgyal mtshan gyi rtse mo'i dpung rgyan zhes bgyi ba gzhan gyis mi thub pa'i gzungs de gang lags / bcom ldan 'das kyis bka' stsal pa / tadya th'a /	77.7240965300082
tat yaTA om jaya  vijaya  jaya vAhini SaFkari BayaFkari praBaQjani rakza rakzaH AvaDUta SrIAlaKa vajram sa parivAram sarva satvAn ca pratyarTikaH vA pratyamitraH vA aBidravati om jamBaya  stamBaya  mohaya  Bagavati jaya vAhini maTa maTa pramaTa pramaTa	aom dza ya dza ya / bi dza ya bi dza ya / dza ya ba hi ni / shangka ri shangka ri / pra bhangka re / bdag dang sems can thams cad kyi sarba sha tr'um/ dzambha ya dzambha ya / stambha ya stambha ya / mo ha ya mo ha ya / bha ga ba ti / dza ya b'a hi ni / ma tha ma tha / pra ma tha pra ma tha / gra sa gra sa /	69.21641671198064
grasa grasa hasa hasa hUm hUm lamBa lamBa lambodari trinetre catur vaktre catur daMzwre	ha sa ha sa; h'um h'um/ la h'um la h'um/ lambo dha ri / tre ne tre / tsa tu ra bha ga tre / tsa tur damshte / tsa tur bhu dze / aa si mu sa la /	80.27116280242807
catur Buje asi muSala cakra triSUla vajra kavaca mudrA DAriNi rakza rakzaH AvaDUta SrIAla Ka vajram	tsakra tri shu la / badzra ka pa tsa dha ni /	59.75337066018325
sa parivAram sarva satvAn ca Bagavati sarva upadrava upasarga upAyAseByaH	bdag gnod pa thams cad las srungs shig / srungs shig / aom bha ga wa ti / ha na ha na /	70.27480849724495
he he Bagavati hana hana daha daha paca paca maTa maTa pramaTa pramaTa Duna Duna viDuna viDuna hUm hUm Paw Paw BaQja BaQja para sEnyam viDvaMsayaH AvaDUta SrIAlaKa vajrasya sa parivArasya sarva SatrUn	da ha da ha / pa tsa pa tsa / ma tha ma tha / pra ma tha pra ma tha / dhu na dhu na / bi dhu na bi dhu na / h'um h'um phat phat/ bhanydza bhanydza pa ra se n+yam/ bi dhvam sa ya / sarba sha tr'um n'a sha ya /	65.56529313920714
