	@239a # // rgya gar skad du / bo dhi sa tva samba ra bi dhi / bod skad du /	10.0
boDisattva prAtimokza sUtram	byang chub sems dpa'i sdom pa'i chog /	71.37306954986171
om namaH sarvu abudDa boDisattveByaH	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	89.03963074288103
ye ca te boDisattvAnAm trayaH SIla skanDAH uktAH	gang 'di rnams ni byang chub sems dpa' rnams kyi tshul khrims kyi phung po rnams su brjod lo //	88.701821891169
saMvara SIlam kuSala Darmma saMgrAhaka SIlam sattva arTa kriyA SIlam ca tezu Sikzitu kAmena	pa ste / sdom pa'i tshul khrims dang / dge ba chos sdud pa'i tshul khrims dang / sems can don byed pa'i tshul khrims so // de rnams la slob par 'dod pa'i khyim pa'am rab tu byung ba //	88.61315747850526
gRhiNA vA pravrajitena vA nuttarAyAm samyaksaMboDO kRta praNiDAnena saha DArmmikasya	bla na med pa yang dag par rdzogs pa'i byang chub tu smon lam btab pas lhan cig tu chos mthun pa'i byang chub sems dpa' gang mkhas pa nus pa /	82.25348292457933
boDisattvasya mahA puNya niDAnasya vAc vijQapti arTa grahaNa avaboDa samarTasya pAdayoH nnipatya aDyezaNA kAryA	ngag gi rnam par rig byed kyis don mdzad pa dang / go bar nus pa'i zhabs dag la phyag 'tshal nas gsol ba gdab par bya ste /	78.69741065027998
tava aham kula putra Ayuzman Badanta iti vA ntikAt boDisattva SIla saMvara samAdAnam AkAFkza aByAdAtum	bdag rigs kyi bu khyod dam / tshe dang ldan pa'am / btsun pa gang nye bas byang chub sems dpa'i tshul khrims kyi sdom pa yang dag par len par 'tshal bas de stsal ba la rung zhing dka' ba ma mchis na /	83.46682427875446
tad arhasi anuparoDena muhUrttamad anukampayA dAtum SrotuQca iti	@239b thad cig bdag la rjes su brtse bas stsal cing gson cig ces bya'o //	70.10594652222086
tris evam aDyezye eka aMsam uttara aFgam kRtvA adaSasu dikzu atIta anAgata pratyutpannAnAm budDAnAm	'di ltar lan gsum du gsol ba btab nas bla gos phrag pa gcig tu gzar te / phyogs bcu'i 'jig rten rnams na 'das pa dang ma byon pa dang da ltar byung ba'i sangs rgyas bcom ldan 'das rnams dang / sa chen por chud pa'i byang chub sems dpa' rnams la btud nas /	78.30920985327022
BagavatAm mahA BUmi pravizwAnAm ca boDisattvAnAm sAmIcIm kRttvA tezAm guNAn AmuKIkRtya	de rnams kyi yon tan rnams mngon sum du byas nas sems chen po bskyed nas /	70.07522214420986
Gana rasam cetaH prasAdam saMjanayya nIcEH jAnu maNxalena utkuwukena vA sTitvA taTAgata pratimAm	pus mo btsugs pa'am sa la tsog tsog por 'dug pas /	59.45107701757863
puratas saMsTApya saMpUjya puraskRtya evam syAt vacanIyaH	de bzhin gshegs pa'i sku mngon du bzhugs su gsol nas mchod de / mngon sum du byas nas tshig 'di skad ces brjod do //	75.16964989045748
