		10.0
sadDarma puNxarIka sUtram namaH sarva budDa boDisattveByaH namaH sarva taTAgata pratyekabudDa Arya SrAvakeByaH tIta anAgata pratyutpanneByaH ca boDisattveByaH nidAna parivartaH	@1a #// rgya gar skad du /sangngharma punta r'i ka n'a ma ma h'a y'a na s'u tra / bod skad du / dam pa'i chos padma dkar po zhes bya ba theg pa chen po'i mdo / bam po dang po / sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	72.55210015631314
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.55377054825807
ekasmin samaye BagavAn rAjagRhe viharati sma gRDrakUwe parvate mahatA Bikzu saMGena	bcom ldan 'das rgyal po'i @2a #// khab na / bya rgod kyi phung po'i ri la bzhugs te /	83.72305242170856
sArDam dvAdaSaBiH Bikzu SatEH sarvEH arhadBiH kzINa AsravEH niHkleSEH vaSIBUtEH	dge slong khri nyis stong gi dge slong gi dge 'dun chen po thams cad kyang dgra bcom pa / zag pa zad pa / nyon mongs pa med pa / dbang dang ldan par gyur pa /	77.20593503225975
su vimukta cittEH su vimukta prajQEH AjAneyEH mahA nAgEH kRtakRtyEH kRta karaNIyEH apahRta BArEH anuprApta svaka arTEH	sems shin tu rnam par grol ba / shes rab shin tu rnam par grol ba / cang shes pa / glang po chen po / bya ba byas pa / byed pa byas pa / khur bor ba / bdag gi don rjes su thob pa / srid par kun tu sbyor ba yongs su zad pa /	90.10968330353202
parikzINa Bava saMyojanEH samyak AjQA su vimukta cittEH sarva cetaH vaSitA parama pAramitA prAptEH aBijQAta aBijQAtEH mahA SrAvakEH tat yaTA  AyuzmatA ca AjQAta kONxinyena AyuzmatA ca aSva jitA AyuzmatA ca bAzpeNa AyuzmatA ca mahAnAmnA AyuzmatA ca BadrikeNa AyuzmatA ca mahAkASyapena AyuzmatA ca uru bilva kASyapena AyuzmatA ca nadI kASyapena	yang dag pa'i shes pas sems shin tu rnam par grol ba / sems kyi @2b dbang thams cad kyi dam pa'i pha rol tu son pa / mngon par shes pas mngon par shes pa'i nyan thos chen po sha stag la 'di lta ste /	10.0
AyuzmatA ca gayAkASyapena AyuzmatA ca SAriputreNa AyuzmatA ca mahAmOdgalyAyanena AyuzmatA ca mahAkAtyAyanena AyuzmatA ca anirudDena AyuzmatA ca revatena AyuzmatA ca kapPinena AyuzmatA ca gavAMpatinA AyuzmatA ca pilinda vatsena AyuzmatA ca bakkulena AyuzmatA ca mahA kOzWilena AyuzmatA ca BaradvAjena AyuzmatA ca mahAnandena AyuzmatA ca upanandena AyuzmatA ca sundara nandena	tshe dang ldan pa kun shes koondi n+ya dang / tshe dang ldan pa rta thul dang / tshe dang ldan pa rlangs pa dang / tshe dang ldan pa ming chen dang / tshe dang ldan pa bzang po dang / tshe dang ldan pa 'od srung chen po dang / tshe dang ldan pa lteng rgyas 'od srung dang / tshe dang ldan pa chu klung 'od srung dang / tshe dang ldan pa ga ya 'od srung dang / tshe dang ldan pa sh'a ri'i bu dang / tshe dang ldan pa moonggal gyi bu chen po dang / tshe dang ldan pa k'a tya'i bu chen po dang / tshe dang ldan pa ma 'gags pa dang / tshe dang ldan pa nam gru dang / tshe dang ldan pa ka pi na dang / tshe dang ldan pa ba lang bdag dang / tshe dang ldan pa pi li nda'i bu @3a #//	69.3152000038919
AyuzmatA ca pUrNa mEtrAyaNI putreNa AyuzmatA ca suBUtinA AyuzmatA ca rAhulena eBiH ca anyEH ca mahA SrAvakEH  AyuzmatA ca Anandena SEkzeNa anyAByAm ca dvAByAm Bikzu sahasrAByAm SEkzA SEkzAByAm mahA prajApatI pramuKEH ca zaxBiH BikzuNI sahasrEH yaSaH DarayA ca BikzuNyA rAhula mAtrA sa parivArayA	dang; tshe dang ldan pa ba ku la dang / tshe dang ldan pa gsus po che dang / tshe dang ldan pa bha ra dhva dza dang / tshe dang ldan pa dga' bo dang / tshe dang ldan pa nye dga' dang / tshe dang ldan pa mdzes dga' dang / tshe dang ldan pa byams ma'i bu gang po dang; tshe dang ldan pa rab 'byor dang / tshe dang ldan pa sgra gcan zin dang / de dag dang nyan thos chen po gzhan dag dang / slob pa tshe dang ldan pa kun dga' bo dang / gzhan yang slob pa dang mi slob pa'i dge slong nyis stong dang / skye dgu'i bdag mo chen mo la sogs pa dge slong ma drug stong dang / sgra gcan zin gyi ma dge slong ma grags 'dzin 'khor dang bcas pa dang thabs gcig go /	67.69786088673368
aSItyA ca boDisattva sahasrEH sArDam sarvEH avEvartikEH eka jAti pratibadDEH yat uta anuttarAyAm samyaksaMboDO	byang chub sems dpa' brgyad khri thams cad kyang bla na med pa yang dag par rdzogs pa'i byang chub @3b las phyir mi ldog pa / gzungs thob pa /	82.22848993568716
DAraNI pratilabDEH mahA pratiBAna pratizWitEH avEvarti aDarma cakra pravartakEH bahu budDa Sata paryupAsitEH bahu budDa	spobs pa chen po la gnas pa / phyir mi ldog pa'i chos kyi 'khor lo bskor ba / sangs rgyas brgya stong mang po la bsnyen bkur byas pa /	78.6756698458332
Sata sahasra avaropita kuSala mUlEH budDa Sata sahasra saMstutEH mEtrI pariBAvita kAya cittEH taTAgata jQAna avatAraNa kuSalEH mahA prajQEH	sangs rgyas brgya stong mang po la dge ba'i rtsa ba bskyed pa / sangs rgyas brgya stong mang po sa yang dag par bstod pa / lus dang ngag dang sems byams pas yongs su bsgos pa / de bzhin gshegs pa'i ye shes 'dzud pa la mkhas pa / shes rab chen po /	89.74096355695606
prajQApAramitA gatiMgatEH bahu loka DAtu Sata sahasra viSrutEH bahu prANi kowIn ayuta Sata sahasra saMtArakEH tat yaTA  maQju SriyA ca kumAra BUtena boDisattvena mahAsattvena avalokita ISvareNa ca mahA sTAma prAptena ca sarva arTa nAmnA ca nitya udyuktena ca anikzipta DureNa	shes rab kyi pha rol tu phyin pa rtogs par khong du chud pa / 'jig rten gyi khams brgya stong mang por rnam par grags pa / srog chags bye ba khrag khrig brgya stong mang po yang dag par sgrol ba sha stag la 'di lta ste /	38.60168718966667
ca ratna pANinA ca BEzajya rAjena ca BEzajya samudgatena ca vyUha rAjena ca pradAna SUreNa ca ratnacandreNa ca ratna praBeNa vEdya ca pUrNa candreNa ca mahA vikrAmiNA ca ananta vikrAmiNA ca trElokya vikrAmiNA ca mahA pratiBAnena	byang chub sems dpa' sems dpa' chen bo 'jam dpal gzhon nur gyur pa dang / byang chub sems dpa' spyan ras gzigs dbang phyug dang / byang chub sems dpa' mthu chen thob dang / byang chub sems dpa' don thams cad ces bya ba dang / byang chub sems dpa' rtag tu brtson dang / byang chub sems dpa' brtson pa mi gtong ba dang / byang chub sems dpa' lag na rin chen dang / byang chub sems dpa' sman gyi rgyal po dang / byang chub sems dpa' sman yang dag 'phags dang / byang chub sems dpa' bkod pa'i rgyal po dang / byang chub sems @4a *//	55.39760073456213
ca satata samita aBiyuktena ca DaraNIDareNa ca akzaya matinA ca padma SriyA ca nakzatra rAjena ca mEtreyeNa ca boDisattvena mahAsattvena siMhena ca boDisattvena mahAsattvena	dpa' rab tu sbyin pa dang / byang chub sems dpa' rin chen zla ba dang / byang chub sems dpa' rin chen 'od dang / byang chub sems dpa' zla gang dang; byang chub sems dpa' gnon pa chen po dang / byang chub sems dpa' mtha' yas gnon dang / byang chub sems dpa' 'jig rten gsum gnon dang / byang chub sems dpa' spobs pa chen po dang / byang chub sems dpa' rtag par rgyun du brtson dang / byang chub sems dpa' sa 'dzin dang / byang chub sems dpa' blo gros mi zad pa dang / byang chub sems dpa' padma'i dpal dang / byang chub sems dpa' skar ma'i rgyal po dang / byang chub sems dpa' byams pa dang / byang chub sems dpa' sems dpa' chen po seng ge dag dang yang thabs gcig go /	37.496899916610076
BadrapAla pUrvaMgamEH ca zoxaSaBiH sat puruzEH sArDam	bzang skyong la sogs pa skyes bu dam pa bcu drug 'di lta ste /	73.93066761382417
tat yaTA  BadrapAlena ca ratna AkareNa ca su sArTavAhena ca naradattena ca guhyaguptena ca varuNa dattena ca indra dattena ca uttara matinA ca viSeza matinA ca varDamAna matinA ca amoGa darSinA ca su saMprasTitena ca su vikrAnta vikrAmiNA ca anupama matinA ca sUrya garBeNa ca DaraNIMDareNa ca	bzang skyong dang / dkon mchog 'byung gnas dang; ded dpon bzang po dang / mis byin dang / phug spas dang / chus byin dang / dbang pos byin dang / bla ma'i blo gros dang / khyad par blo gros dang / 'phel ba'i blo gros dang; mthong ba don yod dang / shin tu yang dag zhugs dang / rab kyi rtsal gyis rnam par gnon pa dang / dpe med blo gros dang / nyi ma'i snying po dang / sa 'dzin dag @4b dang yang thabs gcig ste /	64.27252859658283
evaMpramuKEH aSItyA ca boDisattva sahasrEH sArDam	de dag la sogs pa byang chub sems dpa' brgyad khri dag dang yang thabs gcig go /	94.45411128622038
SakreNa ca devAnAm indreNa sArDam viMSati deva putra sahasra parivAreNa	lha rnams kyi dbang po brgya byin dang / 'khor lha'i bu nyi khri 'di lta ste /	87.0428694167879
tat yaTA  candreNa ca deva putreNa sUryeNa ca deva putreNa samantaganDena ca deva putreNa ratna praBeNa ca deva putreNa avaBAsa praBeN evaMpramuKEH viSatyA ca deva putra sahasrEH	lha'i bu zla ba dang / lha'i bu nyi ma dang / kun tu dri dang / rin chen 'od dang / lha'i bu snang 'od dang / de dag la sogs pa lha'i bu nyi khri dang yang thabs gcig go /	72.52265743239157
caturBiH ca mahA rAjEH sArDam triMSat deva putra sahasra parivArEH tat yaTA  virUXakena ca mahA rAjena virUpAkzeNa ca mahA rAjena	rgyal po chen po bzhi dang / 'khor lha'i bu sum khri 'di lta ste /	61.6205512838528
DRtarAzwreNa ca mahA rAjena vESravaNena ca mahA rAjena ISvareNa ca deva putreNa ca maheSvareNa ca deva putreNa triMSat deva putra sahasra parivArAByAm	rgyal po chen po 'phags skyes po dang / rgyal po chen po mig mi bzang dang / rgyal po chen po yul 'khor srung dang / rgyal po chen po rnam thos kyi bu dang / lha'i bu dbang phyug dang / lha'i bu dbang phyug chen po dang / 'khor lha'i bu sum khri dag dang yang thabs gcig go /	86.06171186955687
brahmaNA ca sahAMpatinA sArDam dvAdaSa brahmakAyika deva putra sahasra parivAreNa	mi mjed kyi bdag po tshangs pa dang / 'khor tshangs ris kyi lha'i bu khri nyis stong 'di lta ste /	86.20477577193792
tat yaTA  SiKinA ca brahmaNA jyotizpraBeNa ca brahmaNA evaMpramuKEH dvAdaSaBiH ca brahmakAyika deva putra sahasrEH azwABiH ca nAga rAjEH sArDam bahu nAga kowI Sata sahasra parivArEH	tshangs pa gtsug phud can dang / tshangs pa skar ma'i 'od dang / de dag la sogs pa tshangs ris kyi lha'i bu khri nyis stong dang yang thabs gcig go /	70.31606101992489
tat yaTA  nandena ca nAga rAjena	klu'i rgyal po brgyad 'di lta ste /	71.0367087636675
upanandena ca nAga rAjena sAgareNa ca vAsukinA ca takzakeNa ca manasvinA ca anavataptena ca utpalakena ca nAga rAjena caturBiH ca kinnara rAjEH sArDam bahu kinnara kowI Sata sahasra parivArEH	klu'i rgyal po dga' bo dang / nye dga' dang / rgya mtsho dang / nor rgyas kyi bu dang / 'jog po dang / gzi can dang; ma dros pa dang / klu'i rgyal po autpa la dang / 'khor klu bya ba brgya stong mang po dag dang yang thabs gcig go /	77.71239847954952
tat yaTA  drumeNa ca kinnara rAjena	mi'am ci'i rgyal po bzhi 'di lta ste /	81.06315770902131
mahA DarmeNa ca kinnara rAjena	mi 'am ci'i rgyal po @5a *//	85.07041992459978
suDarmeNa ca kinnara rAjena Darma DareNa ca kinnara rAjena caturBiH ca ganDarva kAyika deva putrEH sArDam bahu ganDarva Sata sahasra parivArEH	ljon pa dang / mi'am ci'i rgyal po chos chen dang / mi'am ci'i rgyal po chos bzang dang / mi'am ci'i rgyal po chos 'dzin dang / 'khor mi'am ci bye ba brgya stong mang po dag dang yang thabs gcig go / dri za'i ris kyi lha'i bu bzhi 'di lta ste /	92.81283247879252
tat yaTA  manojQena ca ganDarveNa manojQa svareNa ca maDureNa ca maDura svareNa ca ganDarveNa caturBiH ca asura indrEH sArDam bahu asura kowI Sata sahasra parivArEH	dri za yid du 'ong ba dang / yid 'ong dbyangs dang / 'jam snyan dang / dri za dbyangs snyan dang / 'khor dri za bye ba brgya stong mang po dag dang yang thabs gcig go /	69.6716870548078
tat yaTA  balinA ca asura indreNa Kara skanDena ca asura indreNa	lha ma yin gyi dbang po bzhi 'di lta ste /	66.06527109167821
vema citriNA ca asura indreNa rAhuNA ca asura indreNa caturBiH ca garuxa indrEH sArDam bahu garuxa kowI Sata sahasra parivArEH	lha ma yin gyi dbang po stobs can dang / phrag rtsub dang / thags bzang ris dang / lha ma yin gyi dbang po sgra gcan dang / 'khor lha ma yin bye ba brgya stong mang po dag dang yang thabs gcig go /	89.53667604056905
tat yaTA  mahA tejasA ca garuxa indreNa	nam mkha' lding gi dbang po bzhi 'di lta ste /	73.04488909762838
mahA kAyena ca mahApUrNena ca mahA RdDi prAptena ca garuxa indreNa	nam mkha' lding gi dbang po gzi brjid chen po dang / lus chen po dang / rdzogs chen dang / nam mkha' lding gi dbang po 'phrul chen thob dang / 'khor nam mkha' lding bye ba brgya stong mang po dang yang thabs gcig go /	74.56161342302752
rAjQA ca ajAtaSatruNA mAgaDena vEdehI putreNa sArDam	lus 'phags ma'i bu yul ma ga dh'a'i rgyal po ma skyes dgra dang yang thabs gcig go /	86.80798060528201
tena Kalu punar samayena BagavAn= catasRBiH parzadBiH parivRtaH puraskRtaH satkRtaH	de'i tshe na bcom ldan 'das 'khor bzhi po de dag gis yongs su bskor cing mdun gyis bltas te / bsti stang du byas / btsun par byas / ri mor byas /	93.71001443801245
gurukRtaH mAnitaH pUjitaH rcitaH pacAyitaH mahAnirdeSam nAma Darma paryAyam sUtrAntam	mchod par byas / brjed par byas / @5b gsol ba byas te /	61.50016418670622
mahA vEpulyam boDisattva avavAdam sarva budDa parigraham BAzitvA tasmin= eva mahA Darma Asane	nges par bstan pa chen po zhes bya ba'i chos kyi rnam grangs mdo sde shin tu rgyas pa chen po byang chub sems dpa' rnams la gdams pa / sangs rgyas thams cad kyis yongs su bzung ba bshad par bzhed de / chos kyi gdan de nyid la skyil mo krung bcas nas /	80.0667640399931
paryaFkam ABujya anantanirdeSa pratizWAnam nAma samADim samApannaH BUt aniQjamAnena	mtha' yas nges par bstan pa'i gnas zhes bya ba'i ting nge 'dzin la snyoms par zhugs te sku mi g-yo zhing sems mi g-yo bar gyur nas bzhugs so // bcom ldan 'das snyoms par zhugs ma thag tu /	85.26024871188127
kAyena sTitaH niQja prAptena ca cittena samanantara samApannasya Kalu punar BagavataH mAnda Arava mahAmAndAravANAm maQjUzaka mahA maQjUzakANAm divyAnAm puzpANAm mahat puzpa varz	bcom ldan 'das la lha'i me tog mand'a ra dang / mand'a ra chen po dang / manydzu sha ka dang / manydzu sha ka chen po rnams kyi me tog gi char chen po mngon par bab ste /	73.31095673695944
Bagavantam tAH ca catasraH parzadaH ByavAkiran	bcom ldan 'das dang 'khor bzhi po de dag la 'thor ro //	76.86647324135514
vEdya  sarva avat ca budDa kzetram zaz vikAram prakampitam aBUt calitam saMpracalitam veDitam saMpraveDitam kzuBitam saMprakzuBitam	thams cad dang ldan pa'i sangs rgyas kyi zhing yang rnam pa drug tu g-yos par gyur te / 'gul / kun tu rab tu 'gul / ldeg / kun tu rab tu ldeg / 'khrugs / kun tu rab tu 'khrugs so //	82.70624819076417
tena Kalu punar samayena tasyAm parzadi Bikzu BikzuNI upAsa kopAsikAH deva nAga yakza ganDarva asura garuxa kinnara mahA uraga manuzya amanuzyAHaBUvan saMnizaNNAH rAjAnaH ca maNxalinaH bala cakravartinaH caturdvIpaka cakravartinaH ca	de'i tshe dge slong dang / dge slong ma dang / dge bsnyen dang / dge bsnyen ma dang / lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi'am ci dang / lto 'phye chen po dang / mi dang mi ma yin pa rnams dang / rgyal phran dang / stobs kyi 'khor los bsgyur ba dang / gling bzhi'i 'khor los bsgyur ba @6a *//	84.89176201474423
te sarve sa parivArAH Bagavantam vyavalokayanti smaH AScarya prAptAH adButa prAptAH Odbilya prAptAH	gang dag 'khor der 'dus nas 'khod par gyur pa 'khor dang bcas pa de dag thams cad bcom ldan 'das la lta zhing 'khod de ngo mtshar du gyur / rmad du gyur /	86.97456718799691
aTa Kalu tasyAm velAyAm BagavataH BrU vivara antarAt UrNA koSAt ekA raSmiH niScaritA	shin tu dga' bar gyur to // de nas de'i tshe bcom ldan 'das kyi smin mtshams kyi mdzod spu nas 'od zer gcig byung nas /	91.54437127038676
sA pUrvasyAm diSi azwAdaSa budDa kzetra sahasrANi prasRtA	de shar phyogs su sangs rgyas kyi zhing khri brgyad stong du song ste /	87.55127519426105
tAni ca sarvANi budDa kzetrANi tasyAH raSmeH praBayA su parisPuwAni saMdRSyante sma yAvat avIciH mahAnirayaH yAvat ca Bava agram	sangs rgyas kyi zhing de dag thams cad mnar med pa'i sems can dmyal ba chen po yan chad srid pa'i rtse mo man chad 'od zer de'i 'od kyis shin tu khyab par snang ngo //	85.10758017445261
ye ca tezu budDa kzetrezu zawsu gatizu sattvAH saMvidyante sma te sarve SezeNa saMdRSyante sma	sangs rgyas kyi zhing de dag gi 'gro ba drug po de dag na sems can gang yod pa de dag thams cad ma lus par snang ngo //	86.21854602014497
ye ca tezu budDa kzetrezu budDAH BagavantaH tizWanti Driyante yApayanti ca te pi sarve saMdRSyante sma	sangs rgyas kyi zhing de dag na sangs rgyas bcom ldan 'das gang dag bzhugs shing 'tsho gzhes pa de dag thams cad kyang snang ngo //	87.72039149568836
yam ca te budDAH BagavantaH Darmam deSayanti sa ca sarvaH niKilena SrUyate sma	sangs rgyas bcom ldan 'das de dag chos gang 'chad pa de dag thams cad kyang ma lus par grag go /	87.34445876087875
ye ca tezu budDa kzetrezu Bikzu BikzuNI upAsa kopAsikAH yoginaH yoga AcArAH prApta PalAH ca aprApta PalAH ca te pi sarve saMdRSyante sma	sangs rgyas kyi zhing de dag na dge slong dang / dge slong ma dang / dge bsnyen dang / dge bsnyen ma dang / rnal 'byor can dang / rnal 'byor spyod pa gang dag 'bras bu thob pa dang / 'bras bu ma thob pa de dag thams cad kyang snang ngo //	91.02208408061067
ye ca tezu budDa kzetrezu boDisattvAH mahAsattvAH aneka viviDa SravaNa ArambaNa aDimukti hetu kAraNEH upAya kOSalyEH boDisattva caryAm caranti te pi sarve saMdRSyante sma	sangs rgyas kyi zhing de dag na / byang chub sems dpa' sems @6b dpa' chen po gang dag nyan pa dang / dmigs pa dang / mos pa rnam pa sna tshogs du ma'i rgyu'i thabs mkhas pa dag gis byang chub sems dpa'i spyad pa spyod pa de dag thams cad kyang snang ngo //	90.70365306268904
ye ca tezu budDa kzetrezu budDAH BagavantaH parinirvRtAH te pi sarve saMdRSyante sma	sangs rgyas kyi zhing de dag na / sangs rgyas bcom ldan 'das gang dag yongs su mya ngan las 'da' ba de dag thams cad kyang snang ngo //	93.21045800936228
ye ca tezu budDa kzetrezu parinirvRtAnAm budDAnAm BagavatAm DAtustUpAH ratna mayAH te pi sarve saMdRSyante sma	sangs rgyas kyi zhing de dag na / sangs rgyas bcom ldan 'das gang dag yongs su mya ngan las 'das pa rnams kyi ring bsrel gyi mchod rten rin po che las byas pa de dag thams cad kyang snang ngo //	93.44854206734546
aTa Kalu mEtreyasya boDisattvasya mahAsattvasya etat aBUt  mahA nimittam prAtihAryam bata idam taTAgatena kRtam	de nas byang chub sems dpa' sems dpa' chen po byams pa 'di snyam du sems te /	72.35568527531424
kaH nu atra hetuH Bavizyati kim kAraNam yat BagavatA idam evaMrUpam mahA nimittam prAtihAryam kRtam	kye ma de bzhin gshegs pas ltas cho 'phrul chen po bstan pa 'di 'dir ci'i rgyur 'gyur zhig gu / ci'i phyir bcom ldan 'das kyis ltas cho 'phrul chen po 'di lta bu 'di bstan te /	92.60520982947054
BagavAn= ca samADim samApannaH	bcom ldan 'das kyang ting nge 'dzin la snyoms par zhugs shing /	88.65816645395188
imAni ca evaMrUpANi mahAH caryA adButa acintyAni mahA RdDi prAtihAryANi saMdRSyante sma kim nu Kalu aham etam arTam pariprazwavyam paripRcCeyam	rdzu 'phrul gyi cho 'phrul chen po ngo mtshar rmad du byung ba chen po bsam gyis mi khyab pa 'di lta bu 'di dag kyang snang bar gyur pa 'di'i don bdag gis su la dri /	82.86100697902285
kaH nu atra samarTaH syAt etam arTam visarjayitum	'di na don 'di'i lan ldon nus pa ni su yod snyam mo //	89.57174364456657
tasya etat aBUt  ayam maQjuSrIH kumAra BUtaH pUrva jina kRta aDikAraH varopita kuSala mUlaH bahu budDa paryupAsitaH	de yang 'di snyam du 'jam dpal gzhon nur gyur pa 'di sngon gyi rgyal ba rnams la lhag par bya ba byas pa / dge ba'i rtsa ba bskyed pa / sangs rgyas mang po la bsnyen bkur byas @7a *//	94.88322315050513
dRzwa pUrvANi ca anena maQju SriyA kumAra BUtena pUrvakANAm taTAgatAnAm arhatAm samyaksaMbudDAnAm evaMrUpANi nimittAni Bavizyanti anuBUta pUrvANi ca mahA Darma sAMkaTyAni	pa ste; 'jam dpal gzhon nur gyur pa 'dis sngon chad kyang sngon gyi de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas rnams kyi ltas 'di lta bu byung ba rnams mthong zhing sngon chad chos chen po'i 'bel ba'i gtam dag kyang myong bas na /	88.41163989435408
yat nu aham maQju Sriyam kumAra BUtam etam arTam paripRcCeyam	bdag gis 'jam dpal gzhon nur gyur pa la de'i don dri'o snyam du sems so //	83.10782533632602
tAsAm catasRNAm parzadAm BikzuBi kzuNI upAsaka upAsikAnAm bahUnAm ca deva nAga yakza ganDarva asura garuxa kinnara mahA uraga manuzya amanuzyANA	dge slong dang / dge slong ma dang / dge bsnyen dang / dge bsnyen ma'i 'khor bzhi po de dag dang / lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi'am ci dang / lto 'phye chen po dang / mi dang mi ma yin pa mang po de dag kyang /	85.36741226977395
BagavataH mahA nimittam prAtihArya avaBAsam dRzwvA AScarya prAptAnAm adButa prAptAnAm	bcom ldan 'das kyi ltas kyi rdzu 'phrul gyi cho 'phrul chen po'i snang ba 'di lta bu 'di mthong nas ngo mtshar du gyur / rmad du gyur /	89.29201208713177
kOtUhala prAptAnAm etat aBavat  kim nu Kalu vayam imam evaMrUpam BagavataH mahA RdDi prAtihArya avaBAsam kRtam paripRcCema	ltad mor gyur te 'di snyam du / bcom ldan 'das kyis rdzu 'phrul gyi cho 'phrul chen po'i snang ba 'di lta bu 'di bstan pa bdag cag gis su la dri snyam du sems so //	87.68125854717447
aTa Kalu mEtreyaH boDisattvaH mahAsattvaH tasmin= eva kzaNa lava muhUrte tAsAm catasRNAm parzadAm cetasA eva cetaH parivitarkam AjQAya AtmanA ca Darma saMSaya prAptaH tasyAm velAyAm	de nas byang chub sems dpa' sems dpa' chen po byams pas skad cig thang cig yud tsam de nyid la 'khor bzhi po rnams kyi sems kyi rnam par rtog pa sems kyis shes nas 'jam dpal gzhon nur gyur pa la 'di skad ces smras so //	79.67530302321877
maQju Sriyam vEdya	'jam dpal /	60.957344423640855
kumAra BUtam etat avocat  kaH nu atra maQjuSrIH hetuH kaH pratyayaH yat ayam evaMrUpaH AScarya adButaH BagavatA RdDa yavaBAsaH kRtaH	@7b bcom ldan 'das kyis ltas ngo mtshar rmad du byung ba rdzu 'phrul gyi snang ba 'di lta bu 'di bstan te /	73.16198169805016
