		10.0
namaH budDAya aByarcana	@1b # // rgya gar skad du /ma dhy'an ta bi bha ga t'i ka / bod skad du / dbus dang mtha' rnam par 'byed pa'i 'grel pa / bam po dang po / 'jam dpal gzhon nur gyur pa la phyag 'tshal lo // bstan bcos 'di ni rab [dd] mdzad pa // bde gshegs nyid skyes bdag sogs la //	52.549309225545414
SAstrasya asya praNetAram aByarhya sugata Atmajam	'chad pa la yang mngon mchod nas //	73.42480254173279
vaktAram ca asmad AdiByaH yatizye rTa vivecane	don rnams dbye phyir 'bad par bya //	63.87486208809747
SAstra SarIra tatra Aditas SAstra SarIram vyavasTApyate	de la thog ma kho nar bstan bcos kyi lus rnam par gzhag ste /	81.27082365533823
lakzaNam hi AvRtiH tatvam pratipakzasya BAvanA	mtshan nyid sgrib pa de kho na // gnyen po dag ni bsgom pa dang // de yi gnas dang 'bras bu thob //	89.0161786750947
tatra ca sTA Pala prAptiH yAna an uttaryam eva ca	theg pa bla na med pa'o //	73.03081167661227
iti ete sapta arTAH hi asmim cSAstre upadiSyante	zhes bya ba don bdun po 'di dag bstan bcos 'di las 'chad do // 'di lta ste /	90.77874350833281
yat uta lakzaNam AvaraNam tatvam pratipakzasya BAvanA tasyAm eva ca pratipakza BAvanAyAm avasTA Pala prAptiH ca yAna anuttatyam ca saptamaH rTaH CapteH i lakzaNa paricCeda aBUta parikalpa a sat asat laksaNa	mtshan nyid dang ; sgrib pa dang / de kho na dang / gnyen po bsgom pa dang / gnyen po bsgom pa de nyid kyi gnas dang / 'bras bu thob pa dang / theg pa bla na med pa ste don bdun pa'o //	66.07321784966325
tatra lakzaNam AraBya Aha	de la mtshan nyid las brtsams nas //	93.51028511259291
aBUta parikalpaH sti dvayan tatra na vidyate	yang dag ma yin kun rtog yod // de la gnyis po yod ma yin //	90.57401936541424
SUnyatA vidyate tu atra tasyAm api sa vidyate mvB	stong pa nyid ni 'di la yod // de la yang ni de yod do //	83.72766518228953
tatra aBUta parikalpaH grAhya grAhaka vikalpaH	zhes bya ba gsungs so // de la yang dag pa ma yin pa'i kun tu rtog pa'i ni gzung ba dang @2a * // 'dzin par rnam par rtog pa'o //	90.87853999299774
dvayam grAhyam grAhakam ca	gnyis po ni gzung ba dang 'dzin pa'i dngos po dang bral ba'o //	64.83770657342578
SUnyatA tasya aBUta parikalpasya grAhya grAhaka BAvena virahita tA	stong pa nyid ni yang dag pa ma yin pa'i kun tu rtog pa de gzung ba dang 'dzin pa'i dngos po dang bral ba nyid do //	89.81122741130014
tasyAm api sa vidyate iti aBUta parikalpaH	de la yang ni de yod do // zhes bya ba ni yang dag pa ma yin pa kun tu rtog pa'o //	87.73761703191263
evam yat yatra na asti tat tena SUnyam iti yaTABUtam samanupaSyati yat punar atra avaSizwam	de ltar gang na gang med pa de ni des stong par yang dag pa ji lta ba bzhin du yang dag par rjes su mthong ngo // 'di la lhag ma yod pa gang yin pa de ni 'dir yod par yang dag pa ji lta ba bzhin du rab tu shes te /	85.16268964406673
Bavati tat sat iha asti iti yaTABUtam prajA anAti iti aviparItam SUnyatA lakzaNam udBAvitam Bavati	de ltar stong pa nyid kyi mtshan nyid phyin ci ma log par bstan pa yin no //	69.47305407022253
na SUnyam na api ca aSUnyam tasmAt sarvam viDIyate	stong pa ma yin mi stong min // de lta bas na thams cad bshad // yod pas med pas yod pas na //	90.00863878344971
satvAt asatvAt satvAt ca maDyamA pratipad ca sA  i	de ni dbu ma'i lam yin no //	58.569464274815154
na SUnyam SUnyatayA ca aBUta parikalpena ca	stong pa ma yin zhes bya ba ni stong pa nyid dang yang dag pa ma yin pa kun tu rtogs pas so //	83.48437160825323
na ca aSUnyam dvayena grAhyena grAhakeNa ca	mi stong min zhes bya ba ni // gnyis pa ste / gzung ba dang 'dzin pas so //	88.1303242987651
sarvam saMskRtam ca aBUtaparikalpa AKyam asaMskRtam ca SUnyatA AKyam	thams cad ces bya ba ni yang dag pa ma yin pa kun tu rtog pa zhes bya ba 'dus byas dang stong pa zhes bya ba 'dus ma byas so // bshad ces bya ba ni bstan pa'o // yod pas zhes bya ba ni yang dag pa ma yin pa kun tu rtog pa'o // med pas zhes bya ba ni gnyis pa'o //	63.72154418350423
viDIyate nirdiSyate satvAt aBUta parikalpasya asatvAt dvayasya satvAt ca SUnyatAyAH aBUta parikalpe tasyAm ca aBUta parikalpasya sA cpratipad	yod pas na zhes bya ba ni yang dag pa ma yin kun tu rtog pa la stong pa nyid yod pa dang / @2b de la yang yang dag pa ma yin pa kun tu rtog pa yod pa'o yod pa dang / // de ni dbu ma'i lam yin no zhes bya ba ni thams cad gcig tu stong pa yang ma yin no //	81.4611186605388
