		10.0
sarva Darma svaBAva samatA vipaQcita samADi rAja sUtram nidAna parivartaH	@1b #// rgya gar skad du /a'arya sarba dharma sva bh'a ba sa ma t'a bi panytsi ta sa m'a dhi r'a dza n'a ma mah'a y'a na s'u tra / bod skad du / 'phags pa chos thams cad kyi rang bzhin mnyam pa nyid rnam par spros pa ting nge 'dzin gyi rgyal po zhes bya ba theg pa chen po'i mdo / bam po dang po / sangs rgyas dang byang chub sems dpa' @2a *// thams cad la phyag 'tshal lo //	47.39284215224514
evam mayA Srutam	'di skad bdag gis thos pa dus gcig na /	80.55377054825807
ekasmin samaye BagavAn rAjagRhe viharati sma gRDrakUwe parvate mahatA Bikzu saMGena sArDam paripUrNena Bikzu niyuta Sata sahasreNaca boDisattva niyutEH sArDam	bcom ldan 'das rgyal po'i khab na bya rgod kyi phung po'i ri la dge slong 'bum du tshang ba'i dge slong gi dge 'dun chen po dang thabs gcig tu bzhugs so // byang chub sems dpa' bye ba khrag khrig phrag brgyad cu dang yang thabs gcig ste tu bzhugs so // / thams cad kyang skye ba gcig gis thogs pa /	90.51309517625185
sarvEraka jAti pratibadDEH aBijQA aBijQAtEH daSa diS loka DAtu saMnipatitEH DAraNI sUtra anta gatim	mngon par shes pas mngon par shes pa / phyogs bcu'i 'jig rten gyi khams dag nas 'dus pa / gzungs dang @2b mdo sde rtogs par khong du chud pa /	86.26578338580855
gatEH sarva sattva Darma dAna saMtozakEH mahA aBijQA jQAna udAhAra kuSalEH sarva pAramitA parama pAramitA prAptEH	sems can thams cad la chos kyi sbyin pas tshim par byed pa / mngon par shes pa chen po'i ye shes brjod pa la mkhas pa / pha rol tu phyin pa thams cad kyi dam pa'i pha rol tu son pa /	92.82906891425704
sarva boDisattva samADi samApatti vyavasTAna jQAna kuSalEH sarva budDastuta stoBita praSastEH	byang chub sems dpa'i ting nge 'dzin dang / snyoms par 'jug pa thams cad rnam par gzhag pa shes pa la mkhas pa / sangs rgyas thams cad kyis bstod cing bsngags te rab tu bkur ba /	87.19469873490524
sarva budDa kzetra vyAkramaNa kuSalEH sarva mAra saMtrAsana jQAna kuSalEH sarva Darma yaTAvat jQAna kuSalEH	sangs rgyas kyi zhing thams cad du rdzu 'phrul gyis 'gro ba la mkhas pa / bdud thams cad skrag par bya ba'i shes pa la mkhas pa / chos thams cad ji ltar ba bzhin du shes pa la mkhas pa /	89.11794327620443
sarva sattva indriya para apara jQAna kuSalEH budDa sarva karma pUjA samAdAna prajQAna kuSalEH	sems can thams cad kyi dbang po mchog dang mchog ma yin pa shes pa la mkhas pa / sangs rgyas @3a *// thams cad la mchod pa'i las yang dag par sgrub pa shes pa la mkhas pa /	89.72820369979841
sarva loka Darma anupaliptEH kAya vAc citta samalaMkRtEH mahA mEtrI mahA karuNA saMnAha saMnadDEH	'jig rten pa'i chos thams cad kyis mi gos pa / lus dang ngag dang sems yang dag par brgyan pa / byams pa chen po dang snying rje chen po'i go cha bgos pa /	91.91858814079535
mahA vIrya asaMKyeya kalpa aparikzINa mAnasEH mahA siMhanAdana AdiBiH sarva para pravAda anaBiBUtEH	bskal pa grangs med par yid mi skyo bar brtson 'grus che ba / seng ge'i sgra chen po sgrog pa / phas kyi rgol ba thams cad kyis zil gyis mi non pa /	90.14086976112546
avEvartika mudrA mudritEH sarva budDa Darma aBizeka prAptEH tat yaTA  meruNA ca nAma boDisattvena mahAsattvena sumeruNA ca mahA meruNA ca meru SiKariMDareNa ca meru pradIpa rAjena ca meru kUwena ca meru Dvajena ca meru gajena ca	phyir mi ldog pa'i phyag rgyas btab pa / sangs rgyas thams cad kyi chos kyi dbang bskur ba thob pa sha stag la 'di lta ste /	16.328118181640384
