		10.0
namaH sarvajQAya	@1b #// rgya gar skad du /pra ti moksha s'u tra / bod skad du / so so thar ba'i mdo / bam po dang po / thams cad mkhyen pa la phyag 'tshal lo // snyan pa'i ba dan 'jig rten gsum du grags // dam pa'i chos sgra seng ge'i sgra bsgrags pa // thams cad mkhyen pa dkon mchog mdzod brnyes pa // zhabs la tshangs dbang gtsug gi @2a #// nor bus gtugs //	27.72740428546554
praNamya pUrvam jagati praDAnam duHKa Alaya uttIrNam ananta pAram	sdug bsngal rgya mtsho gting mtha' med rgal ba // 'gro ba'i gtso la spyi bos phyag 'tshal te //	80.06851309030439
sarvajQa SikzA pada ratna koSam udGAwayAmi Arya gaNasya maDye	thams cad mkhyen pa'i bslab gzhi dkon mchog snod // 'phags pa'i tshogs kyi dbus su dbye bar bya //	82.77647383413418
trElokya viKyAta yaSaH patAkam sat Darma nAda udita siMhanAdam	sangs rgyas 'dul ba gangs chen mtsho //	62.78807376245399
sarvam kazAsAdita ratna koSam brahmANxa cUxAmaNi GRzwa pAdam kRtsnasya agADa pArasya bOdDasya vinaya udaDeH	gting mtha' med pa thams cad kyi //	26.394997035750308
pratizWA hRdayam sAram prAtimokzaH yam ucyate	gnas pa'i snying dang snying po ni // so sor thar pa 'di yin no; ;'di ni dam chos rgyal po yi //	81.20136684207608
eza sadDarmarAjasya sat Darma AleKya saMgrahaH	chos kun gyi ni 'dren pa mchog /	61.58529019355774
eza Bikzu vaNiggrAmaH SikzA paNya mahA paNaH	'di ni dge slong tshong tshogs kyi // bslab zong tshong khang chen po yin //	82.52396826254912
eza dOHSIlya duzwAnAm viza vizkamBaNaH gadaH	tshul khrims 'chal bas zin rnams kyi // gdug pa rnam sel sman 'di yin //	88.27081635597156
eza yOvana viBrAnta kumAra dvipadAFkuSaH	'di ni lang tshos rnam 'khrul @2b ba'i; ;rkang gnyis gzhon nu'i lcags kyu yin //	80.14188816608032
eza sAgara gamBIra saMsAra uttaraNa plavaH	mtsho bas zab pa'i 'khor ba las // sgrol ba'i rgal thabs 'di yin te // 'di ni bzang 'gror 'gro ba yi // nges pa'i chu lon zam pa yin //	69.12014136867808
eza kleSa jayaH mArgaH nRpateH agra nAyakaH	'di ni nyon mongs pham byed lam // rgyal po yi ni 'dren pa mchog /	81.45015606290535
eza mokza pura Arohe mUla sopAna vat sTitaH	'di ni thar pa'i grong 'jug pa'i // them skas gzhi dang 'dra bar gnas // nga ni mya ngan 'das gyur na //	74.5646470504272
nirvRte mayi yuzmAkam eza SAstA iti aBizwutaH	'di ni khyed kyi ston pa zhes // rang byung nyid kyis gus bcas pa; ;nan tan dge slong tshogs mdun bstod // sangs rgyas zhes bya'i sgra 'di yang // 'jig rten dag na rab tu dkon // mi nyid rnyed pa shin tu dka'// rab tu byung ba shin tu dkon // de bzhin rab tu byung rnams kyi // tshul khrims phun tshogs rab tu dkon // tshul khrims yongs su dag gyur kyang // grogs bzang shin tu rnyed par dka'// 'jig rten sangs rgyas 'byung ba dang // mi dang rab tu byung ba dang // tshul khrims phun sum @3a *// tshogs pa dang // grogs bzangs rnyed dka' rnyed gyur nas //	17.156727664404354
svayam      kzumam akzam ca eva yatnatas nihata akzaH samantar na EByati adIkzitEH	mkhas pa bdag la legs 'dod cing // de dag 'bras bcas byed 'dod pa'i // sdom brtson rnams kyis so sor thar // mnyan pa'i phyir ni 'bad par bya // dge slong dbang dul kun dbang po // sangs rgyas mi 'gyur rab byung ba //	62.63023313749597
prAtimokzaH sadA rakzaH BikzuBiH nirmumukzuBiH jita pravRtte pi ahitAya kRta upakAre pi apakartum Ihate	nges par thar pa 'dod rnams kyis // so sor thar pa rtag tu bsrungs //	57.17716916173578
prAtimokzasya SravaNam durlaBam kalpa kowiBiH	bskal pa bye ba rnams su yang // so sor thar pa thos pa dang // gzung dang 'dzin pa rnyed dka' ste //	81.57322906097734
grahaNam DaraNam ca evatipattiH su durlaBA	bsgrubs pa'ang shin tu rnyed par dka'//	73.24790866558368
budDAnAm suKam utpAdaH suKAH Darmasya DIzaNA	sangs rgyas rnams ni 'byung ba bde // chos bstan pa yang bde ba yin //	90.55488260730992
suKA saMGasya sAmagrI SramaNAnAm tapaH suKam	dge 'dun mthun pa bde ba ste // mthun pa rnams kyi dka' thub bde //	86.68915608396051
suKam darSanam AryANAm saMvAsaH pi satA suKaH	'phags pa rnams ni mthong ba bde // dam pa dag dang 'grogs pa bde //	87.33284721376481
adarSanena bAlAnAm nityam eva suKam Bavet	byis pa rnams ni ma mthong na // rtag tu bde ba nyid du 'gyur // tshul khrims ldan pa mthong ba bde //	80.83375508365461
suKam dRzwAH SIlavantaH suKam dRzwAH bahu SrutAH	mang du thos pa mthong ba bde // @3b yang srid rnam par grol ba yi //	69.21119544563508
arhantaH ca suKam dRzwAH vipramukta punarBavAH	dgra bcom pa dag mthong ba bde //	60.996536789518416
suKA nadI suKam tIrTam suKam Darma jitaH jataH	'jug ngogs bde ba'i chu klung bde // chos la goms pa'i skye bo bde //	71.51098591719062
suKam prajQA pratilaMBaH hi asmimAn akzayaH suKam	shes rab thob par 'gyur ba bde // nga'o nga rgyal zad pa bde //	81.26111609280846
suKaH hi vAsaH kRta niScayAnAm jita indriyANAm ca bahu SrutAnAm	nges par byas shing dbang po thul ba dag /	66.55378649448679
SAntezu araNyezu jarAm gatAnAm vanezu nirvApita yOvanAnAm	dgon bzhi ba rnams su rgas gyur dang // mang du thos pa nags kyi nang dag tu // lang tsho yol ba rnams kyis gnas pa bde //	79.62737466789844
nirgatam AyuzmantaH grIzmANAm yAvat tAvat avaSizwam	tshe dang ldan pa dag sog rnams kyi 'das pa dang / lhag ma ji tsam pa / de tsam mo // tshe dang ldan pa dag /	75.45760342530254
atikrAmati AyuH Agatam jarA maraNam pralaFGyate SAstuH SAsanam prmosUmUbaneH jee	rga ba dang 'chi ba mngon par 'ong zhing /	59.60914935820263
apramAdena AuzmadBiH yogaH karaNIyaH	ston pa'i bstan pa yang 'jig par 'gyur bas; tshe dang ldan pa dag gis bag yod pas rnal 'byor du bya'o //	77.5467235533394
apramAda aDigatAhi taTAgatAnAm arhatAm samyaksaMbudDAnAm boDiH iti vE api evaMBAgIyAH kuSalAH DarmAH boDi pakzyAH	de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas rnams kyi byang du bya'o // chub dang / gzhan yang gang dag de lta bu dang mthun pa / dge ba'i chos byang chub kyi phyogs rnams kyang bag yod pas 'thob bo //	84.85127506093522
kim BagavataH SrAvaka saMGasya pUrva kAla karaNIyam alpaH rTaH lpakRtyam	bcom ldan 'das kyi nyan thos kyi dge 'dun ni don nyung ba / bya ba nyung ba yin pas / dge 'dun gyis thog mar bya ba ci yod /	81.83790260584517
anAgatAnAm AyuzmantaH Canda pariSudDim ca arocayataH ArocitAm ca pravedayata	tshe dang ldan pa dag ma lhags pa rnams la 'dun pa dang yongs su dag pa dris shig / dris nas kyang brjod par bya'o //	80.61782872598386
praNamya SAkya siMhAya BUtvA hi asmE kRtAMjaliH	sh'akya sengge de la ni // sor mo bcu yi thal sbyar te //	73.62279791648642
prAtimokzam pravakzyAmi vinayam tat SRNotu naH	so sor thar pa gdon bar bya // gdul ba'i don du nga las nyon //	87.04979751523597
SrutvA ca tat karotu atra yaTA proktam mahA RziNA	thos nas drang srong chen po yis // ji skad gsungs bzhin bsgrubs bya zhing // kha na ma tho phra rnams @4a *//	82.35649361472639
aNu mAtrezu avadyezu BavatA yatna kAriNA	la; ;rtun cing byed pa nyid du gyis // rtag tu 'bad pas 'da' ba yi //	69.4263610192219
yatnAt drutam satatam yaH ca citta hayam muKa vacanezu anusArayati	sems rta kha blan dka' ba la //	52.771386823346546
prAtimokza KalInam api sadRSam Sata kaNwakam tIkzNam yena ativiDyate	mthun pa'i gzer rnon brgyab pa yi // srab ni so sor thar 'di yin //	64.07989390812678
mahAtmanaH ye vacana mAtreNa yaTABAgAn na nivartante	che ba gang dag ngag tsam gyis // ldog cing mtshams las mi 'da' ba //	77.19028185807673
puruza turagAH te Kalu kleSa raNa jayinaH Bavizyanti	de dag mi rta bzang po yi // nyon mongs g-yul las nges rgyal 'gyur //	78.99528931580988
yezAm tu KalInam idam na vidyate na api antar kAmam	su la srab 'di med pa dang; ;nang du'ang 'dod par mi 'gyur ba //	71.238755800734
te tu kleSa raNa vimaTya tAH uddAmAH viBramizyanti	de dag nyon mongs g-yul gyis dkrugs // 'jog bral rnam par 'khyam par 'gyur //	88.11655976259618
SRNotu BadantaH saMGaH adya saMGasya pozaDaH cAturdaSikaH pAMcadaSikaH vA prmosUmUbaneH jee	dge 'dun btsun pa rnams gsan du gsol / deng dge 'dun gyi gso sbyong bcu bzhi pa'am bco lnga pa ste /	78.68284624488105
saced saMGasya prApta kAlam kzameta anujAnIyAt saMGaH yat saMGasya pozaDam kuryAt prAtimokza sUtra uddeSam uddeSayet ezA jQaptiH	gal te dge 'dun gyis dus la bab cing bzod na / dge 'dun gyis gnang bar mdzod cig dang / deng dge 'dun gso sbyong mdzad de / so sor thar pa'i mdo gdon pa gdon no // 'di ni gsol ba'o //	85.26225421042089
pozaDam vayam Ayuzman karizyAmaH prAtimokza sUtra uddeSam uddeSAmaH	tshe dang ldan pa dag bdag cag gso sbyong bya ste / so sor thar pa'i mdo gdon pa gdon gyis /	83.77504437648112
yasya syAt ApattiH tena AvizkartavyA ApattyAm asatyAm tUzNIm Bavitavyam	khyed cag su la ltung ba yod pa des mthol cig / ltung ba med na cang ma smra zhig /	68.36393375186128
tUzNIMBAvena ca vayam AyuzmataH pariSudDAn vedayizyAmaH	cang mi smra na bdag gis tshe dang ldan pa dag yongs su dag par rig par bya'o //	75.97423740468057
yaTA api pratyekam pRzwasya BikzoH vyAkaraNam Bavati evam evam evaMrUpAyAm Bikzu parzadi yAvat tris api anuSrAvaNam Bavati	ji ltar so sor dris nas dge slong gis lan btab pa de bzhin du dge slong gi 'khor 'di lta bu yang / lan gsum gyi bar du bsgrag par bya ba yin no //	80.6456344414196
yaH punar BikzuH evaMrUpAyAm Bikzu parzadi yAvat tris api anuSrAvyamAne smaran satIm Apattim na Avizkaroti saMprajAnan mRzAvAdaH sy	yang dge slong gang / dge slong gi 'khor 'di lta bur lan gsum @4b gyi bar du bsgrags pa na / ltung ba yod pa la dran bzhin du mi mthol na / de shes bzhin du rdzun du smra ba yin no //	89.14208065468262
saMprajAnan mRzAvAdaH Kalu AyuzmantaH antarAyikaH DarmaH uktaH BagavatA	tshe dang ldan pa dag shes bzhin du rdzun du smra ba ni / bcom ldan 'das kyis bar du gcod pa'i chos su gsungs so //	87.64904548554652
tasmAt smaratA BikzuNA Apannena viSudDa apekzeNa satI ApattiH AvizkartavyA	de bas na dge slong gang ltung ba byung ba rnam par dag par 'dod pas / ltung ba yod la dran zhing mthong ba mthol bar bya'o // mthol nas de bde ba la reg par gnas par 'gyur ro //	75.34110721147759
AvizkRtena asya PAsu Bavati na AvizkRtena na Bavati	ma mthol ma bshags na ni mi 'gyur ro //	68.46087175149184
uddizwam Kalu mayA AyuzmantaH prAtimokza sUtra uddeSa nidAnam	tshe dang ldan pa dag bdag gis so sor thar pa'i mdo gdon pa'i gleng gzhi bton zin to //	83.33089778224844
tatra AyuzmataH pRcCAmi  kaccit sTA atra pariSudDAH dvis api tris api pRcCAmi  kaccit sTA atra pariSudDAH	de la bdag gis tshe dang ldan pa dag la ci 'di la khyed yongs su dag gam zhes dri'o // ci 'di la khyed yongs su dag gam zhes lan gnyis lan gsum du dri'o // 'di la tshe dang ldan pa dag yongs su dag na /	76.50980799108447
atra AyuzmantaH yasmAt tUzNIm evam etat DArayAmi	'di ltar cang mi smra bas de de bzhin du 'dzin to // sdom la / mi tshangs spyod dang rku ba dang // mi la gsad par mi bya ba // rdzun du smra dang bcas pa yi //	57.87574316388391
catvAraH pArAjikAH DarmAH	chos bzhi 'dir ni gsungs pa yin //	74.26602921766393
