		10.0
vasubanDu triMSikA vijQapti kArikA namaH budDAya	@146b # // rgya gar skad du /trim shi ka bh'a shyam / bod skad du / sum cu pa'i bshad pa / bam po dang po / 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	68.1489612974487
pudgala Darma nErAtmyayoH apratipanna vipratipannAnAm aviparIta pudgala Darma nErAtmya pratipAdana arTam triMSikA vijQapti prakaraNa AramBaH	gang zag dang chos la bdag med pa ma rtogs pa dang log par rtogs pa rnams la gang zag dang chos la bdag med pa ma log par bstan pa'i phyir / rnam par rig pa'i rab tu byed pa sum cu pa brtsams so //	88.37929613315423
pudgala Darma nErAtmya pratipAdanam punar kleSa jQeya AvaraNa prahANa arTam	de la gang zag dang chos la bdag med par bstan pa'ang nyon mongs pa dang shes bya'i sgrib pa spangs pa'i phyir te /	91.59201415169792
taTA hi Atma dRzwi praBavAH rAga AdayaH kleSAH pudgala nErAtmya avaboDaH ca sat kAya dRzweH pratipakza tvAt tad prahANAya pravartamAnaH sarprajahAti	'di ltar 'dod chags la sogs pa nyon mongs pa rnams ni bdag tu lta ba las byung ngo // gang zag la bdag med par khong du chud pa ni 'jig tshogs la lta ba'i gnyen po yin pas na de spangs na nyon mongs pa thams cad spong bar 'gyur ro //	91.87519728082599
Darma nErAtmya jQAnAt api jQeya AvaraNa pratipakza tvAt jQeya AvaraNam prahIyate	chos la bdag med par shes pa yang shes bya'i sgrib pa'i gnyen po yin pas shes bya'i sgrib pa spong bar 'gyur ro //	93.69854477494263
kleSa jQeya AvaraNa prahANam api mokza sarvajQa tva aDigama arTam	nyon mongs pa dang shes bya'i sgrib pa spang ba yang thar pa dang thams cad mkhyen ba thob par bya ba'i phyir ro //	92.69918031747193
kleSAH hi mokza prApteH AvaraNam iti atas tezu prahINezu mokzaH Dik amyate	nyon mongs pa rnams ni thar pa 'thob pa la bsgribs pas de'i phyir de dag spangs na thar pa 'thob par 'gyur ro //	90.78836132755877
jQeya AvaraNam api sarvasmin jQeye jQAna pravRtti pratibanDa BUtam aklizwam ajQAnam	shes bya'i sgrib ba ni shes bya thams cad la ye shes 'jug pa'i bar du gcod par gyur pa nyon mongs pa can ma yin pa'i mi shes pa ste /	90.62736162767632
tasmin prahINe sarva AkAre jQeye saktam apratihatam ca jQAnam pravartate iti atas sarvajQa tvam aDigamyate	de spangs na shes bya'i rnam pa thams cad kun la chags pa med pa dang / thogs pa med pa'i ye shes 'jug ste / de'i phyir thams cad mkhyen pa thob par 'gyur ro //	87.98341400408103
aTa vA Darma pudgala aBinivizwAH cittamAtram yaTABUtam na jAnanti iti atas Darma pudgala nErAtmya pradarSanena saPale vijQaptimAtre nupUpraveSa arTam prakaraNa AramBaH	yang na chos dang gang zag la mngon par zhen pa dag sems tsam du yang dag pa ji lta ba bzhin du rab tu mi shes te / de'i phyir chos dang gang zag la bdag med par bstan pas rnam par rig pa tsam 'bras bu dang bcas pa la mthar gyis 'jug @147a * // par bya ba'i phyir rab tu byed pa 'di brtsams so //	87.62587134110326
aTa vA vijQAna vat vijQeyam api dravyataH eva iti kecid manyante vijQeya vat vijQAnam api saMvRtitaH eva na paramArTataH iti asya dvi prakArasya api ekAnta vAdasya pratizeDa arTaH prakaraNa AramBaH	yang na rnam par shes pa bzhin du shes bya yang rdzas nyid du kha cig sems pa dang / gzhan dag shes bya bzhin du rnam par shes pa yang kun rdzob nyid du yod kyi don dam par ni med do snyam du sems pa mtha' gcig tu smra ba 'di rnam pa gnyis dgag pa'i phyir rab tu byed pa 'di brtsams so //	86.18859678895194
Atma Darma upacAraH hi viviDaH yaH pravartate  ab	bdag dang chos su nyer 'dogs pa // sna tshogs dag ni gang byung ba //	82.10859753901782
loka SAstrayoH iti vAkya SezaH	'jig rten pa dang bstan bcos la'o // zhes bya ba ni tshig gi lhag ma'o //	83.8366567346379
vijQAna pariNAme sO  c	de ni rnam par shes par gyur //	60.58253541300373
Atma Darma upacAraH iti saMbaDyate	bdag dang chos su nyer 'dogs pa // zhes bya ba dang sbyar ro //	85.64612921457442
AtmA DarmAH ca upacaryante iti Atma Darma upacAraH	bdag dang chos su nye bar 'dogs pas / bdag dang chos su nyer 'dogs pa ste /	87.72568103512292
sa punar Atma prajQaptiH Darma prajQaptiH ca	de yang bdag tu btags pa dang / chos su btags pa'o //	90.09325194808672
viviDaH iti aneka prakAraH	sna tshogs zhes bya ba ni rnam pa du ma ste /	91.73900662528143
AtmA jIvaH jantuH manujaH mANavaH iti evam AdikaH Atma upacAraH skanDAH DAtavaH AyatanAni rUpam vedanA saMjQA saMskArAH vijQAnam iti evam	bdag dang srog dang / skye ba po dang / shed las skyes pa dang / shed bu dang / de dag la sogs pa dag ni bdag tu nye bar 'dogs pa'o // phung po dang / khams dang / skye mched rnams dang / gzugs dang / tshor ba dang / 'du shes dang / 'du byed dang / rnam par shes pa dang / de dag la sogs pa dag ni chos su nye bar 'dogs pa'o //	75.91684610925658
ayam dvi prakAraH pi upacAraH vijQAna pariNAmaH eva na muKye Atmani Darmezu ca iti kutas etat	nye bar 'dogs pa 'di rnams gnyis ni rnam par shes pa gyur pa nyid de /	62.988288732444595
DarmANAm AtmanaH ca vijQAna pariNAmAt bahis aBAvAt	bdag gam chos rnams dngos po la nye bar 'dogs pa ni ma yin no zhes bya ba de ji lta bu zhen chos rnams dang / bdag ni rnam par shes pa gyur pa las phyi rol na med pa'i phyir ro //	71.07173990705247
kaH yam pariNAmaH nAma	gyur zhes bya ba de gang zhe na /	90.5584507783254
anyaTAtvam	gzhan du gyur pa ste /	83.59685997529463
kAraNa kzaNa niroDa sama kAlaH kAraNa kzaNa vilakzaNaH kAryasya Atma lABaH pariNAmaH	rgyu'i skad cig 'gag pa dang / dus mnyam du rgyu'i skad cig dang mi 'bral ba 'bras bu'i bdag nyid thob pa ni gyur pa'o //	90.48700117716312
tatra Atma Adi vikalpa vAsanA paripozAt rUpa Adi vikalpa vAsanA paripozAt ca Alaya vijQAnAt Atma Adi nirBAsaH vikalpaH rUpa Adi nirBAsaH ca utpadyate	de la bdag la sogs par rnam par rtog pa'i bag chags yongs su brtas shing gzugs la sogs pa rnam par rtog pa'i bag chags yongs su brtas na kun gzhi rnam par shes pa las bdag la sogs par snang ba dang / gzugs la sogs par snang ba'i rnam par rtog pa 'byung ngo //	92.66218882428011
tam Atma Adi nirBAsam rUpa Adi nirBAsam ca tasmAt vikalpAt bahis BUtam iva upAdAya AtmA Adi upacAraH rUpa Adi Darma upacAraH ca anAdikAlikaH pravartavinA api bAhyena AtmanA DarmEH ca	de la bdag la sogs par snang ba dang / gzugs la sogs par snang ba yang phyi rol gyi bdag dang / @147b chos rnams med par rnam par rtog pa de las phyi rol du gyur pa lta bu rgyur byas nas / bdag la sogs par nye bar 'dogs pa dang / gzugs la sogs pa chos su nye bar 'dogs pa thog ma med pa'i dus nas 'jug ste /	92.06517335110146
tat yaTA tEmirikasya keSoNxukA Adi upacAraH iti	dper na rab rib can gyis skra shad 'dzings pa la sogs pa mthong ba bzhin no //	88.37297719137797
yat ca yatra na asti tat tatra upacaryate tat yaTA bAhIke gOH	nye bar 'dogs pa zhes bya ba ni gang la gang med pa de la de nye bar 'dogs te / dper na mi blun po la ba lang zhes bya ba lta bu'o //	81.80856256359235
evam vijQAna svarUpe bahis ca Atma Darma aBAvAt parikalpitaH eva AtmA DarmAH ca na tu paramArTataH santi iti vijQAna vat vijQeyam api dravyayam ekAnta vAdaH na aByupeyaH	de ltar na rnam par shes pa'i rang gi ngo bo dang / phyi rol na yang bdag dang chos rnams med pas bdag dang chos rnams kun du brtags pa nyid de / don dam par yod pa ma yin pas shes bya yang rnam par shes pa bzhin du rdzas nyid do zhes mtha' gcig tu smra ba 'di khas mi / blang ngo //	92.90881105948667
upacArasya ca nirADArasya asaMBavAt avaSyam vijQAna pariNAmaH vastutas sti iti upagantavyaH yatra Atma Darma upacAraH pravartate	nye bar 'dogs pa ni gzhi med par mi srid pas gang la bdag dang chos su nye bar 'dogs pa 'byung ba'i rnam par shes pa gyur pa dngos po yod par nges nga ra / blang ngo // khas blang ngo //	89.57811286960973
atas ca ayam aByupagamaH na yukti kzamaH vijQAnam api vijQeya vat saMvRtitaH eva na paramArTataH iti	de bas na rnam par shes pa yang shes bya bzhin du kun rdzob nyid de / don dam par med do zhes khas len pa des rigs pa mi bzod de /	86.55464318740279
saMvRtitaH pi aBAva prasaFgAt na hi saMvRtiH nirupAdAnA yujyate	kun rdzob tu yang dngos po med par 'gyur ba'i phyir ro // rten med na kun rdzob du mi rung ba ste /	89.06229029937181
tasmAt ayam ekAnta vAdaH dvi prakAraH pi niryuktika tvAt tyAjyaH iti AcArya vacanam	de bas na mtha' gcig tu smra ba rnam pa 'di gnyis yang mi rigs pa'i phyir btang ngo zhes slob dpon gyi tshig go //	87.0382507794328
