		10.0
aBiDarma samuccaya namaH budDAya aTa mUlavastuni triDarma paricCedaH praTamaH	@44a * // chos mngon pa kun las btus pa bzhugs so //@44b # // rgya gar skad du /aa bhi dha rma sa mu tstsha ya / bod skad du // chos mngon pa kun las btus pa // bam po dang po // 'jam dpal gzhon nur gyur pa la phyag 'tshal lo // sdom ni /	77.39366871648616
tri DarmaH saMgrahaH saMprayogaH nu ayaH ca lakzaNe	du dang ci phyir nyer len dang // mtshan nyid de yi rnam gzhag dang ; / go rims don dang dpe dbye dang // bsdus la sogs pa rnam pa bzhi // bsdus dang mtshungs ldan ldan pa dang // rnam par nges pa bzhir dbye ste //	73.90135487800563
viniScaye satya DarmO prAptiH sAMkaTyam eva ca kati kasmAt upAdAnam vyavasTAnam ca lakzaNam	bden dang chos 'thob 'brel gtam ni // rnam par nges pa'i dbye ba ste //	72.23610188379288
anukama arTa dRzwAnta BedAH jQeyAH samuccaye	kun las btus pa'i spyi sdom yin //	74.36596054189344
skanDAH DAtavaH AyatanAni ca kati	phung po rnams ni du // khams rnams ni du // skye mched rnams ni du zhe na /	91.23634845117392
skanDAH paQca	phung po rnams ni lnga ste /	88.98739344733102
rUpa skanDaH vedanA skanDaH saMjQA skanDaH saMskAra skanDaH vijQAna skanDaH ca	gzugs kyi phung po dang / tshor ba'i phung po dang / 'du shes kyi phung po dang / 'du byed kyi phung po dang / rnam par shes pa'i phung po'o //	96.05301344186714
DAtavaH zwAdaSa	khams rnams ni bcva brgyad de /	75.11883267279595
cakzuH DAtuH rUpa DAtuH cakzuH vijQAna DAtuH Srotra DAtuH Sabda DAtuH Srotra vijQAna DAtuH GrANa DAtuH ganDa DAtuH GrANa vijQAna DAtuH jivhADAtU	mig gi khams dang / gzugs kyi khams dang / mig gi rnams par shes pa'i khams dang / rna ba'i khams dang / sgra'i khams dang / rna ba'i rnams par shes pa'i khams dang / sna'i khams dang / dri'i khams dang / sna'i rnam par shes pa'i khams dang / lce'i khams dang / ro'i khams dang / lce'i rnam par shes pa'i khams dang / lus kyi khams dang / reg bya'i khams dang / lus kyi rnam par shes pa'i khams dang / yid kyi khams dang / chos kyi khams dang / yid kyi rnam par shes pa'i khams so // skye mched rnams ni bcu gnyis te /	61.02675690482222
rasa DAtuH jivhA vijQAna DAtuH kAyaDAtuH sprazwavya DAtuH kAya vijQAna DAtuH manaH DAtuH DarmaDAtuH manaH vijQAna DAtuH ca AyatanAni dvadaSa cakzuH Ayatanam rUpa Ayatanam Srotra Ayatanam Sabda Ayatanam GrANa Ayatanam ganDa Ayatanam jivhA Ayatanam rasa Ayatanam kAya Ayatanam sprazwavyADarma Ayatanam ca	mig gi skye mched dang / gzugs kyi skye mched dang / rna ba'i skye mched dang / sgra'i skye mched dang / sna'i skye mched dang / dri'i skye mched dang / lce'i skye mched dang / ro'i skye mched dang / lus kyi skye mched dang / reg bya'i skye mched dang / yid kyi skye mched dang / chos kyi skye mched do //	59.99611832830611
