		10.0
daSa akuSala karma paTa deSanA namaH ratnatrayAya	@306b # // rgya gar skad du /da sh'a ku sha la karma pa th'a / bod skad du / mi dge ba bcu'i las kyi lam bstan pa / dkon mchog gsum la phyag 'tshal lo //	82.42951828921458
kenacid sugati prAptu kAmena heyAH daSa akuSala karma paTAH prakRti sAvadyAH tat yaTA	gang zhig bde 'gro thob par 'dod pas spang bar bya ba'i mi dge ba bcu'i las kyi lam rang bzhin gyis kha na ma tho ba dang bcas pa 'di lta ste /	88.37650683130416
triviDam kAyikam karma vAcikam tu caturviDam	lus kyi las ni rnam gsum @307a * //	83.2441463129861
mAnasam tri prakAram ca daSA ete kuSalAH matAH	dang ; / ngag gi rnam pa bzhi dag dang // yid kyi rnam pa gsum po dang // 'di bcu mi dge ba ru gsungs // 'di rnams rab tu phye nas bshad par bya ste /	70.67372608392097
ete praviBAgaSaH vyAKyAyante tatra tAvat kAyi kamprANa atipAtaH adatta AdAnam kAma miTyA AcAraH ca iti	de la re zhig lus kyi ni srog gcod pa dang / ma byin par len pa dang / 'dod pas log par spyod pa'o //	76.46884820337459
vAcikam mRzAvAdaH pESunyam pAruzyam saMBinna pralApaH ca	ngag gi ni brdzun du smra ba dang / phra ma dang / ngag rtsub po dang / tshig 'khyal pa'o //	91.62338586465543
mAnasaQca aBiDyA vyApAdaH miTyAdRzwiH ca	yid kyi ni brnab sems dang / gnod sems dang / log par lta ba'o //	93.28155869259375
tatra prANa atipAtaH tu prANi BAvaH prANi saMjQA BAvaH vaDaka citta upasTitiH etad upAya karaNam	de la srog gcod pa ni srog chags su gyur pa dang / srog chags su 'du shes par gyur pa dang / gsod pa'i sems nye bar gnas par gyur pa dang / de'i thabs kyang byed pa dang / srog 'gags par gyur pa ste /	80.7987805503607
prANa avaroDa BAvaH ca iti etad paQcAFgEH saMyuktaH Bavati prANa atipAtaH	yan lag lnga po de dag dang ldan na srog gcod pa yin no //	75.02113367774744
tatra katamat adatta AdAnam para BAvaH para parigraha saMjQa tvam ca steya citta upasTitiH tad upAya karaNam sTAna cyutiH ca etat paQcAFga saMyuktam Bavati adatta AdAnam	de la ma byin par len pa gang zhe na / gzhan gyir gyur pa dang / pha rol gyis yongs su bzung bar yang 'du shes pa dang / rku ba'i sems kyang nye bar gnas par gyur pa dang / de'i thabs kyang byed pa dang / gnas nas bskyod pa ste yan lag lnga po de dag dang ldan na ma byin par len par 'gyur ro //	90.41367695370069
